Sample_Name,Order_pre,Date_MMDDYYYY_pre,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Submerged_weight_pre,Dry_weight_pre,Notes_pre,Order_post,Date_MMDDYYYY_post,Submerged_weight_post,Dry_weight_post,double_single_dead,Notes_post,Actual_shell_pre_mg,Actual_shell_post_mg,Actual_shell_growth_mg,Actual_tissue_pre_mg,Actual_tissue_post_mg,Actual_tissue_growth_mg,Ratio_tissue_shell_mg,Phase_1_temp,Phase_1_DO,Phase_2.1_temp,Phase_2.1_DO,Phase1_Phase2_treat,...32,Phase_1_rep_R,Phase_2_rep_R,Ratio_tissue_shell_pre_mg,Phase1_Phase2_rep,Exclude_all,Exclude_pre_analysis,Phase1N_tissue,Phase1C_tissue,Phase1N_shell,Phase1C_shell,Phase1N_tissue_new,Phase1C_tissue_new,Phase1N_shell_new,Phase1C_shell_new
2024_Cont05_Warm02_W21,1226,7/23/24,2024,Cont,05,Warm,02,W,21,240.8,702.3,NA,248,8122024,483.4,1271.4,NA,NA,378.95442,763.08726,384.13284,323.34558,508.31274,184.96716,0.481518737,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm02,0.853257181,Cont05_Warm02,NA,NA,25.03233806,124.5958194,1.073704064,61.390616040000005,,,,
2024_Cont05_Warm02_W22,353,7/23/24,2024,Cont,05,Warm,02,W,22,158.7,396.3,NA,262,8122024,311.5,717.6,NA,NA,248.95728,490.9008,241.94352,147.34272,226.6992,79.35648,0.327995889,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm02,0.591839371,Cont05_Warm02,NA,NA,11.40678273,56.77605653,0.705378877,40.33107936,,,,
2024_Cont05_Warm03_W33,920,7/24/24,2024,Cont,05,Warm,03,W,33,199.1,536.8,NA,444,8122024,311.9,806.1,NA,NA,312.92664,491.53416,178.60752,223.87336,314.56584,90.69248,0.507775261,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm03,0.715418029,Cont05_Warm03,NA,NA,17.33153003,86.26586059088798,0.886625376,50.69411568,,,,
2024_Cont05_Warm03_W34,1276,7/24/24,2024,Cont,05,Warm,03,W,34,140.7,341.5,NA,471,8122024,207.3,477.6,NA,NA,220.45608,325.91052,105.45444,121.04392,151.68948,30.64556,0.290604739,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm03,0.549061382,Cont05_Warm03,NA,NA,9.370817210146399,46.64225314,0.624625487,35.713884959999994,,,,
2024_Cont05_Warm04_W45,156,7/24/24,2024,Cont,05,Warm,04,W,45,132.3,307.8,NA,630,8122024,244.3,551,NA,NA,207.15552,384.49632,177.3408,100.64448,166.50368,65.8592,0.371370829,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm04,0.485840204,Cont05_Warm04,NA,NA,7.791560495,38.78166961,0.586940571,33.55919424,,,,
2024_Cont05_Warm04_W46,1325,7/24/24,2024,Cont,05,Warm,04,W,46,114.7,284.3,NA,637,8122024,159.5,380.2,NA,NA,179.28768,250.224,70.93632,105.01232,129.976,24.96368,0.351916761,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm04,0.585719666,Cont05_Warm04,NA,NA,8.129704123374399,40.46474381,0.5079817,29.04460416,,,,
2024_Cont05_Warm05_W57,1370,7/25/24,2024,Cont,05,Warm,05,W,57,382,1048.1,NA,827,8122024,672.8,1742.6,NA,NA,602.5305,1062.98322,460.45272,445.5695,679.61678,234.04728,0.508298181,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm05,0.739497005,Cont05_Warm05,NA,NA,34.49450694,171.6927658,1.707169549,97.60994099999998,,,,
2024_Cont05_Warm05_W58,1374,7/25/24,2024,Cont,05,Warm,05,W,58,380.2,948.9,NA,850,8122024,574.8,1392.6,NA,NA,599.68038,907.81002,308.12964,349.21962,484.78998,135.57036,0.439978316,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm05,0.582342914,Cont05_Warm05,NA,NA,27.035420079065403,134.5659486,1.69909421,97.14822156,,,,
2024_Cont05_Warm06_W69,1428,7/25/24,2024,Cont,05,Warm,06,W,69,372.4,899.7,NA,1045,8122024,698.1,1568.3,NA,NA,587.32986,1103.04324,515.71338,312.37014,465.25676,152.88662,0.296456571,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm06,0.531847878,Cont05_Warm06,NA,NA,24.182656046233795,120.3666169,1.6641010742233804,95.14743732000001,,,,
2024_Cont05_Warm06_W70,1434,7/25/24,2024,Cont,05,Warm,06,W,70,270.7,716.2,NA,1039,8122024,353.1,883.5,NA,NA,426.29808,556.77024,130.47216,289.90192,326.72976,36.82784,0.282265887,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont05,Warm06,0.680045099,Cont05_Warm06,NA,NA,22.44324127,111.7088635,1.207844418,69.06028896,,,,
2024_Cont06_Both01_W11,42,7/23/24,2024,Cont,06,Both,01,W,11,175.1,484.6,NA,185,8122024,291,817,NA,NA,274.92504,458.4411,183.51606,209.67496,358.5589,148.88394,0.811285617,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both01,0.762662288,Cont06_Both01,NA,NA,16.232337185583198,80.79474426,0.7789541883583201,44.53785648,,,,
2024_Cont06_Both01_W12,48,7/23/24,2024,Cont,06,Both,01,W,12,343.1,836.9,NA,164,8122024,533.2,1315.7,NA,NA,540.93624,841.94058,301.00434,295.96376,473.75942,177.79566,0.590674739,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both01,0.547132431,Cont06_Both01,NA,NA,22.91252874,114.04469232120799,1.5326525,87.63167088,,,,
2024_Cont06_Both02_W23,92,7/23/24,2024,Cont,06,Both,02,W,23,716.9,2033.6,NA,360,8122024,1152.9,2831.5,NA,NA,1132.81116,1823.17356,690.3624,900.78884,1008.32644,107.5376,0.155769781,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both02,0.795180055,Cont06_Both02,NA,NA,69.73607237,347.1039363,3.2096312423962803,183.5154079,,,,
2024_Cont06_Both02_W24,95,7/23/24,2024,Cont,06,Both,02,W,24,361.8,914.8,NA,339,8122024,550.1,1310.2,NA,NA,570.54582,868.70004,298.15422,344.25418,441.49996,97.24578,0.326159328,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both02,0.603376921,Cont06_Both02,NA,NA,26.65101225,132.6525992,1.6165462998180602,92.42842284,,,,
2024_Cont06_Both03_W35,204,7/24/24,2024,Cont,06,Both,03,W,35,258.7,687.5,NA,553,8122024,417,1092,NA,NA,407.29728,657.9495,250.65222,280.20272,434.0505,153.84778,0.613789816,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both03,0.687956276,Cont06_Both03,NA,NA,21.692361507342397,107.9714388,1.1540088242342401,65.98215936,,,,
2024_Cont06_Both03_W36,209,7/24/24,2024,Cont,06,Both,03,W,36,191.3,559.1,NA,568,8122024,310.6,817.5,NA,NA,300.57612,489.47574,188.89962,258.52388,328.02426,69.50038,0.367922286,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both03,0.860094541,Cont06_Both03,NA,NA,20.01405791,99.61785981,0.8516322398079601,48.69333144,,,,
2024_Cont06_Both04_W47,251,7/24/24,2024,Cont,06,Both,04,W,47,103,275.4,NA,768,8122024,175.4,463.3,NA,NA,160.7619,275.40006,114.63816,114.6381,187.89994,73.26184,0.639070271,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both04,0.713092468,Cont06_Both04,NA,NA,8.874899957126999,44.17387738,0.455491996,26.0434278,,,,
2024_Cont06_Both04_W48,258,7/24/24,2024,Cont,06,Both,04,W,48,335.2,803.2,NA,736,8122024,408.4,999.4,NA,NA,528.42738,644.33226,115.90488,274.77262,355.06774,80.29512,0.69276738,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both04,0.5199818,Cont06_Both04,NA,NA,21.27198125,105.8790404,1.497210734,85.60523555999998,,,,
2024_Cont06_Both05_W59,125,7/25/24,2024,Cont,06,Both,05,W,59,106.4,256.9,NA,956,8122024,137,314.1,NA,NA,166.14546,214.5975,48.45204,90.75454,99.5025,8.74796,0.180548848,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both05,0.546235449,Cont06_Both05,NA,NA,7.025914274,34.97074639,0.4707454146181801,26.915564520000004,,,,
2024_Cont06_Both05_W60,381,7/25/24,2024,Cont,06,Both,05,W,60,338,896.8,NA,947,8122024,621.9,1801.7,NA,NA,532.8609,982.38816,449.52726,363.9391,819.31184,455.37274,1.013003616,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both05,0.682990814,Cont06_Both05,NA,NA,28.1749532,140.2378544,1.509772372,86.3234658,,,,
2024_Cont06_Both06_W71,425,7/26/24,2024,Cont,06,Both,06,W,71,285.1,682.4,NA,1110,8122024,403.1,944,NA,NA,449.09904,635.94024,186.8412,233.30096,308.05976,74.7588,0.40011946,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both06,0.519486659,Cont06_Both06,NA,NA,18.061383431003197,89.89862880996799,1.27244713,72.75404447999999,,,,
2024_Cont06_Both06_W72,426,7/26/24,2024,Cont,06,Both,06,W,72,195.4,474.5,NA,1126,8122024,269,644.4,NA,NA,307.06806,423.6063,116.53824,167.43194,220.7937,53.36176,0.45789056,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,NA,Cont06,Both06,0.545260031,Cont06_Both06,NA,NA,12.962023246439799,64.51710197,0.870026068,49.745025719999994,,,,
2024_Cont06_Cont01_W11,473,7/23/24,2024,Cont,06,Cont,01,W,11,476.4,1001.3,NA,48,8122024,789.1,1638.5,NA,NA,752.00346,1247.13264,495.12918,249.29654,391.36736,142.07082,0.286936876,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont01,0.331509831,Cont06_Cont01,NA,NA,19.299707969321798,96.06225843678199,2.130676219,121.82456051999999,,,,
2024_Cont06_Cont01_W12,475,7/23/24,2024,Cont,06,Cont,01,W,12,144.5,437.4,NA,44,8122024,291.5,817.9,NA,"Was attached to B9, shell tip broke off when separated may not be accurate",226.473,459.2328,232.7598,210.927,358.6672,147.7402,0.634732458,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont01,0.931356056,Cont06_Cont01,NA,NA,16.329265953089998,81.27719696909999,0.6416734245090001,36.688626,,,,
2024_Cont06_Cont02_W23,517,7/23/24,2024,Cont,06,Cont,02,W,23,198.5,581.5,NA,227,8122024,397.8,1041.3,NA,NA,311.9766,627.54822,315.57162,269.5234,413.75178,144.22838,0.4570385,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont02,0.863921845,Cont06_Cont02,NA,NA,20.86560412,103.85634114921999,0.883933596,50.5402092,,,,
2024_Cont06_Cont02_W24,521,7/23/24,2024,Cont,06,Cont,02,W,24,190,523.6,NA,235,8122024,421.2,1081.3,NA,NA,298.5177,664.59978,366.08208,225.0823,416.70022,191.61792,0.523428844,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont02,0.753999847,Cont06_Cont02,NA,NA,17.42512214,86.73170543,0.84580005,48.35986739999999,,,,
2024_Cont06_Cont03_W35,611,7/24/24,2024,Cont,06,Cont,03,W,35,184.2,484.2,NA,388,8122024,318.5,815.5,NA,NA,289.33398,501.9846,212.65062,194.86602,313.5154,118.64938,0.557954545,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont03,0.673498564,Cont06_Cont03,NA,NA,15.085878364553398,75.08836654,0.8197795135553401,46.87210475999999,,,,
2024_Cont06_Cont03_W36,617,7/24/24,2024,Cont,06,Cont,03,W,36,439.2,1244.5,NA,395,8122024,800.2,2199.9,NA,NA,693.10098,1264.70838,571.6074,551.39902,935.19162,383.7926,0.671426927,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont03,0.795553658,Cont06_Cont03,NA,NA,42.68747596966339,212.472404,1.9637858789663403,112.28235876000001,,,,
2024_Cont06_Cont04_W47,660,7/24/24,2024,Cont,06,Cont,04,W,47,194.1,486.4,NA,614,8122024,309.7,780.2,NA,NA,305.00964,488.05068,183.04104,181.39036,292.14932,110.75896,0.605104516,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont04,0.594703695,Cont06_Cont04,NA,NA,14.042637641301198,69.89574600698799,0.864193878,49.41156168,,,,
2024_Cont06_Cont04_W48,298,7/24/24,2024,Cont,06,Cont,04,W,48,132.8,364.4,NA,624,8122024,157.7,419,NA,NA,207.94722,247.37388,39.42666,156.45278,171.62612,15.17334,0.384849744,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont04,0.75236774,Cont06_Cont04,NA,NA,12.112053239842599,60.28646601157399,0.589183721,33.68744964,,,,
2024_Cont06_Cont05_W59,723,7/25/24,2024,Cont,06,Cont,05,W,59,221.7,516.5,NA,775,8122024,441.9,945.8,NA,NA,348.71148,697.37616,348.66468,167.78852,248.42384,80.63532,0.231268966,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont05,0.481167182,Cont06_Cont05,NA,NA,12.98962848,64.65450411,0.9880157437628401,56.49125975999999,,,,
2024_Cont06_Cont05_W60,727,7/25/24,2024,Cont,06,Cont,05,W,60,111.4,330.3,NA,777,8122024,328.7,873.9,NA,NA,174.06246,518.13528,344.07282,156.23754,355.76472,199.52718,0.579898116,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont05,0.897594691,Cont06_Cont05,NA,NA,12.09539008,60.203526872081994,0.49317691197917995,28.198118519999998,,,,
2024_Cont06_Cont06_W71,352,7/25/24,2024,Cont,06,Cont,06,W,71,162.3,396,NA,991,8122024,274,662.9,NA,NA,254.65752,431.5233,176.86578,141.34248,231.3767,90.03422,0.509053928,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont06,0.555029673,Cont06_Cont06,NA,NA,10.942264131141599,54.46396425,0.7215295551141601,41.254518239999996,,,,
2024_Cont06_Cont06_W72,773,7/25/24,2024,Cont,06,Cont,06,W,72,124.1,317,NA,981,8122024,134.4,336.9,NA,NA,194.17164,210.48066,16.30902,122.82836,126.41934,3.59098,0.220183677,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,NA,Cont06,Cont06,0.632576209,Cont06_Cont06,NA,NA,9.508962613,47.32985729,0.550152915,31.455805679999997,,,,
2024_Cont06_Hyp01_W11,819,7/23/24,2024,Cont,06,Hyp,01,W,11,347.1,856.1,NA,89,8122024,600.4,1399.5,NA,NA,547.26984,948.34506,401.07522,308.83016,451.15494,142.32478,0.354858074,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp01,0.564310578,Cont06_Hyp01,NA,NA,23.908602582767198,119.00254469232799,1.5505976975767204,88.65771408,,,,
2024_Cont06_Hyp01_W12,823,7/23/24,2024,Cont,06,Hyp,01,W,12,267,676.7,NA,80,8122024,425.4,1101.2,NA,NA,420.4395,671.25006,250.81056,256.2605,429.94994,173.68944,0.692512468,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp01,0.609506243,Cont06_Hyp01,NA,NA,19.83883456,98.74570412464999,1.1912451098535002,68.111199,,,,
2024_Cont06_Hyp02_W23,868,7/23/24,2024,Cont,06,Hyp,02,W,23,876.6,2039.7,NA,300,8122024,1190.3,2720.3,NA,NA,1385.68014,1882.39272,496.71258,654.01986,837.90728,183.88742,0.370208904,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp02,0.471984725,Cont06_Hyp02,NA,NA,50.632039675066196,252.0156309,3.926093268,224.48018267999998,,,,
2024_Cont06_Hyp02_W24,872,7/23/24,2024,Cont,06,Hyp,02,W,24,509.5,1457.9,NA,331,8122024,836.1,2169,NA,NA,804.414,1321.55244,517.13844,653.486,847.44756,193.96156,0.375066994,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp02,0.81237522,Cont06_Hyp02,NA,NA,50.59071001,251.80991688379999,2.279172732,130.315068,,,,
2024_Cont06_Hyp03_W35,948,7/24/24,2024,Cont,06,Hyp,03,W,35,255.1,675.4,NA,504,8122024,507.7,1304.2,NA,NA,401.59704,801.56388,399.96684,273.80296,502.63612,228.83316,0.57213033,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp03,0.681785304,Cont06_Hyp03,NA,NA,21.1969134,105.5053981,1.137858146,65.05872047999999,,,,
2024_Cont06_Hyp03_W36,952,7/24/24,2024,Cont,06,Hyp,03,W,36,356.8,879.5,NA,484,8122024,495.3,1209.8,NA,NA,562.62882,781.92972,219.3009,316.87118,427.87028,110.9991,0.50614977,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp03,0.563197562,Cont06_Hyp03,NA,NA,24.531111574570595,122.10101746429399,1.594114802,91.14586884,,,,
2024_Cont06_Hyp04_W47,996,7/26/24,2024,Cont,06,Hyp,04,W,47,555,1351.4,NA,691,8122024,692.2,1647,NA,NA,876.4587,1093.70118,217.24248,474.9413,553.29882,78.35752,0.360691519,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp04,0.541886686,Cont06_Hyp04,NA,NA,36.76837389,183.0106984,2.483299358,141.98630939999998,,,,
2024_Cont06_Hyp04_W48,1000,7/24/24,2024,Cont,06,Hyp,04,W,48,226.1,571.5,NA,680,8122024,285.6,722.2,NA,NA,355.67844,449.89074,94.2123,215.82156,272.30926,56.4877,0.599578824,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp04,0.606788424,Cont06_Hyp04,NA,NA,16.70818649,83.16323393,1.0077554614405202,57.61990728,,,,
2024_Cont06_Hyp05_W59,1069,7/25/24,2024,Cont,06,Hyp,05,W,59,299,742.2,NA,910,8122024,384.9,920.9,NA,NA,471.1083,607.12236,136.01406,271.0917,313.77764,42.68594,0.313834761,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp05,0.575433929,Cont06_Hyp05,NA,NA,20.987016678638998,104.46065936360999,1.334806693,76.31954459999999,,,,
2024_Cont06_Hyp05_W60,1072,7/25/24,2024,Cont,06,Hyp,05,W,60,408.1,925.7,NA,873,8122024,460.2,1014.1,NA,NA,643.85724,726.35238,82.49514,281.84276,287.74762,5.90486,0.071578277,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp05,0.437741074,Cont06_Hyp05,NA,NA,21.81932794,108.6034008,1.8242619653809202,104.3048729,,,,
2024_Cont06_Hyp06_W71,1117,7/26/24,2024,Cont,06,Hyp,06,W,71,402.5,1107.4,NA,1086,8122024,613.8,1592.2,NA,"09.23.24 SKM changed data point in working post phase 2.1 from W61 to W71, was written down wrong on the data sheet but verified that this is actually W71 from the photos. Also changed Phase 1 info and 'Sample_Name""",634.9902,969.56262,334.57242,472.4098,622.63738,150.22758,0.44901364,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp06,0.743963923,Cont06_Hyp06,NA,NA,36.57239359,182.03522718634002,1.7991386883365998,102.8684124,,,,
2024_Cont06_Hyp06_W72,1121,7/26/24,2024,Cont,06,Hyp,06,W,72,247.1,574.2,NA,1094,8122024,325.5,743.4,NA,NA,388.92984,513.0684,124.13856,185.27016,230.3316,45.06144,0.362993094,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,NA,Cont06,Hyp06,0.476358821,Cont06_Hyp06,NA,NA,14.34299884,71.39076214,1.10196775,63.006634080000005,,,,
2024_Cont06_Warm01_W11,1187,7/23/24,2024,Cont,06,Warm,01,W,11,913.2,2355.3,NA,122,8122024,1472.5,3407.9,NA,NA,1443.63258,2329.2282,885.59562,911.66742,1078.6718,167.00438,0.188578598,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm01,0.631509314,Cont06_Warm01,NA,NA,70.5782558,351.2958155,4.090291829,233.86847795999998,,,,
2024_Cont06_Warm01_W12,1190,7/23/24,2024,Cont,06,Warm,01,W,12,236.4,669.3,NA,126,8122024,402.7,1067.2,NA,NA,371.98746,635.30688,263.31942,297.31254,431.89312,134.58058,0.511092497,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm01,0.799254201,Cont06_Warm01,NA,NA,23.016946796041797,114.56442216958199,1.053964346,60.26196852,,,,
2024_Cont06_Warm02_W23,1235,7/23/24,2024,Cont,06,Warm,02,W,23,714.9,1766.5,NA,280,8122024,1327.4,3145.1,NA,NA,1129.64436,2099.47686,969.8325,636.85564,1045.62314,408.7675,0.421482576,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm02,0.563766494,Cont06_Warm02,NA,NA,49.303242919518794,245.4016854,3.200658643,183.0023863,,,,
2024_Cont06_Warm02_W24,1239,7/23/24,2024,Cont,06,Warm,02,W,24,531.8,1344.1,NA,256,8122024,885.4,2091.9,NA,NA,839.72382,1399.61406,559.89024,504.37618,692.28594,187.90976,0.335618924,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm02,0.600645317,Cont06_Warm02,NA,NA,39.04712428292059,194.35293788079397,2.37921721,136.0352588,,,,
2024_Cont06_Warm03_W35,1280,7/24/24,2024,Cont,06,Warm,03,W,35,115.5,325,NA,433,8122024,278.8,799.9,NA,NA,180.5544,439.12362,258.56922,144.4456,360.77638,216.33078,0.836645522,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm03,0.80001152,Cont06_Warm03,NA,NA,11.182497348152001,55.659699718480006,0.51157074,29.249812799999994,,,,
2024_Cont06_Warm03_W36,1286,7/24/24,2024,Cont,06,Warm,03,W,36,247.1,572.3,NA,448,8122024,361.9,824.8,NA,NA,388.92984,570.70416,181.77432,183.37016,254.09584,70.72568,0.389085103,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm03,0.471473621,Cont06_Warm03,NA,NA,14.195907164567199,70.65862887,1.10196775,63.006634080000005,,,,
2024_Cont06_Warm04_W47,1330,7/24/24,2024,Cont,06,Warm,04,W,47,171,497.1,NA,638,8122024,291.8,859.9,NA,NA,268.4331,459.70782,191.27472,228.6669,400.19218,171.52528,0.8967483,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm04,0.85185806100000006,Cont06_Warm04,NA,NA,17.702629937222998,88.11297117776999,0.7605603605223001,43.486162199999995,,,,
2024_Cont06_Warm04_W48,1132,7/24/24,2024,Cont,06,Warm,04,W,48,245.3,647.6,NA,672,8122024,485.1,1289.5,NA,NA,386.07972,765.77904,379.69932,261.52028,523.72096,262.20068,0.690548195,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm04,0.677373782,Cont06_Warm04,NA,NA,20.246029215067598,100.7724725,1.093892411,62.544914639999995,,,,
2024_Cont06_Warm05_W59,1143,7/25/24,2024,Cont,06,Warm,05,W,59,246.1,655.4,NA,846,8122024,544.6,1417.9,NA,NA,387.34644,859.99134,472.6449,268.05356,557.90866,289.8551,0.61326188,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm05,0.692025361,Cont06_Warm05,NA,NA,20.751814,103.28996285154801,1.0974814508845199,62.75012327999999,,,,
2024_Cont06_Warm05_W60,1383,7/25/24,2024,Cont,06,Warm,05,W,60,327.3,817.9,NA,862,8122024,702.7,1702.9,NA,NA,515.91852,1110.32688,594.40836,301.98148,592.57312,290.59164,0.488875426,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm05,0.585327854,Cont06_Warm05,NA,NA,23.378400583271596,116.36352022728398,1.461768968,83.57880023999998,,,,
2024_Cont06_Warm06_W71,544,7/25/24,2024,Cont,06,Warm,06,W,71,169.2,438.2,NA,1031,8122024,349.6,812.4,NA,NA,265.58298,551.22834,285.64536,172.61702,261.17166,88.55464,0.310016028,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm06,0.649955129,Cont06_Warm06,NA,NA,13.36343487,66.51508595,0.7524850214723401,43.02444276,,,,
2024_Cont06_Warm06_W72,1442,7/25/24,2024,Cont,06,Warm,06,W,72,480.5,1101.9,NA,1009,8122024,747,1713.6,NA,NA,758.4954,1180.4715,421.9761,343.4046,533.1285,189.7239,0.449608165,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,NA,Cont06,Warm06,0.452744473,Cont06_Warm06,NA,NA,26.58524059,132.3252278,2.149070047,122.87625480000001,,,,
2024_Hyp01_Both01_B1,2,7/23/24,2024,Hyp,01,Both,01,B,1,196.3,467.9,NA,192,8122024,281.6,650.3,NA,Extra untagged oyster-- we checked before. Was this a double?,308.49312,443.55714,135.06402,159.40688,206.74286,47.33598,0.350470688,Ambient,Hyp,Warm,Hyp,Ambient/Hyp_Warm/Hyp,NA,Hyp01,Both01,0.516727504,Hyp01_Both01,NA,NA,12.578651840539202,63.31110449,0.8997717028310399,50.10443452310399,,,,
2024_Hyp01_Both01_B2,5,7/23/24,2024,Hyp,01,Both,01,B,2,157.2,435.6,NA,181,8122024,201.8,527.6,NA,NA,246.58218,317.20182,70.61964,189.01782,210.39818,21.38036,0.302753738,Ambient,Hyp,Warm,Hyp,Ambient/Hyp_Warm/Hyp,NA,Hyp01,Both01,0.766551014,Hyp01_Both01,NA,NA,14.915224169983798,75.07158381,0.719198107,40.049063954405995,,,,
2024_Hyp01_Both02_B13,49,7/23/24,2024,Hyp,01,Both,02,B,13,132.4,377,NA,343,8122024,243.2,612.7,NA,NA,207.31386,382.75458,175.44072,169.68614,229.94542,60.25928,0.343473739,Ambient,Hyp,Warm,Hyp,Ambient/Hyp_Warm/Hyp,NA,Hyp01,Both02,0.818498773,Hyp01_Both02,NA,NA,13.389778893012599,67.39368425953799,0.604665494,33.67123301,,,,
2024_Hyp01_Both02_B14,56,7/23/24,2024,Hyp,01,Both,02,B,14,238,619.7,NA,350,8122024,465,1101.7,NA,NA,374.5209,733.9527,359.4318,245.1791,367.7473,122.5682,0.341005442,Ambient,Hyp,Warm,Hyp,Ambient/Hyp_Warm/Hyp,NA,Hyp01,Both02,0.654647311,Hyp01_Both02,NA,NA,19.34685967,97.37697405597001,1.09235275,60.82844865902999,,,,
