,Sample_Name,Phase_1_DO,Phase_1_temp,Phase_2.1_DO,Phase_2.1_temp,Phase_1_treat,Phase_2_treat,Phase_1_rep_R,Phase_2_rep_R,Actual_shell_pre_mg,Actual_tissue_pre_mg,Actual_shell_post_mg,Actual_tissue_post_mg,Actual_shell_growth_mg,Actual_tissue_growth_mg,Exclude_all,Exclude_pre_analysis,Notes_pre,Notes_post,Area_pre_mm2,Feret_pre_mm,AreaNotes_Pre,Area_post_mm2,Feret_post_mm,AreaNotes_Post,Area_growth_mm2,Feret_growth_mm,Order_year2,Date_MMDDYYYY_year2,Year,Phase_1_rep,Phase_2_rep,Tag_color,Tag_num,Submerged_weight_year2,Dry_weight_year2,double_single_dead_year2,Notes_year2,Actual_shell_year2_mg,Actual_tissue_year2_mg,Actual_shell_growth_year2_mg,Actual_tissue_growth_year2_mg,Ratio_TS_year2,Exclude_year2
141,2024_Both06_Warm06_O71,Hyp,Warm,Norm,Warm,Both,Warm,Both06,Warm06,296.30094,172.89906,441.97374,190.72626,145.6728,17.8272,NA,NA,NA,NA,171.5,21.2,NA,215.6,20.7,NA,44.1,-0.5,521,08252025,2025,06,06,O,71,394.7,909.6,NA,NA,622.63968,286.96032,180.66594,96.23406,0.532662991,NA
142,2024_Cont01_Both02_W13,Norm,Ambient,Hyp,Warm,Cont,Both,Cont01,Both02,457.6494,291.5506,738.22788,379.27212,280.57848,87.72152,NA,NA,NA,NA,312.5,23.2,NA,309.9,24.4,NA,-2.6,1.2,176,08272025,2025,01,02,W,13,1015.4,2581.5,NA,Might be dead--I thought it opened,1605.45606,976.04394,867.22818,596.77182,0.688137025,NA
143,2024_Cont01_Cont02_W13,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont01,Cont02,570.70416,319.79584,995.05536,580.24464,424.3512,260.4488,NA,NA,NA,NA,266.2,21.8,NA,360.5,23.5,NA,94.3,1.7,118,08272025,2025,01,02,W,13,1089,2815,NA,NA,1721.9943,1093.0057,726.93894,512.76106,0.705370192,NA
144,2024_Cont01_Cont03_W25,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont01,Cont03,200.66358,145.03642,454.95762,288.14238,254.29404,143.10596,NA,NA,NA,NA,142.5,15.1,NA,269.6,21.7,NA,127.1,6.6,206,08262025,2025,01,03,W,25,358.6,916.8,NA,NA,565.47894,351.32106,110.52132,63.17868,0.571642467,NA
145,2024_Cont01_Cont05_W49,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont01,Cont05,222.19782,114.20218,447.83232,194.16768,225.6345,79.9655,NA,NA,NA,NA,170.1,16.5,NA,247.7,20.7,NA,77.6,4.2,407,08252025,2025,01,05,W,49,1402,3307.3,NA,NA,2217.5985,1089.7015,1769.76618,895.53382,0.506018157,NA
146,2024_Cont01_Cont06_W61,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont01,Cont06,220.45608,140.64392,330.50238,189.29762,110.0463,48.6537,NA,NA,NA,NA,142.5,16.1,6/16/25 SKM changed area and feret information pre phase 2 to match the pictures. This one was confused with W67,207.5,19.1,NA,65,3,490,08252025,2025,01,06,W,61,759.4,1747.5,NA,NA,1200.10566,547.39434,869.60328,358.09672,0.411793203,NA
147,2024_Cont01_Cont06_W62,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont01,Cont06,271.91658,141.78342,517.97694,258.72306,246.06036,116.93964,NA,NA,NA,NA,178.3,16.7,NA,237.1,19.4,NA,58.8,2.7,484,08252025,2025,01,06,W,62,962.7,2365,NA,NA,1522.01088,842.98912,1004.03394,584.26606,0.581918635,NA
148,2024_Cont01_Hyp01_W2,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont01,Hyp01,738.54456,220.45544,1108.26846,442.43154,369.7239,221.9761,NA,NA,NA,NA,336.3,23.6,NA,450,26.2,NA,113.7,2.6,72,08272025,2025,01,01,W,2,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
149,2024_Cont01_Hyp03_W25,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont01,Hyp03,554.87016,359.22984,846.3741,479.8259,291.50394,120.59606,NA,NA,NA,NA,249.1,22.5,NA,282.7,23.6,NA,33.6,1.1,257,08262025,2025,01,03,W,25,1159.8,2884,NA,NA,1834.09902,1049.90098,987.72492,570.07508,0.577159762,NA
150,2024_Cont01_Hyp03_W26,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont01,Hyp03,213.64746,132.65254,374.04588,198.55412,160.39842,65.90158,NA,NA,NA,NA,158.5,16.3,NA,163.3,17.6,NA,4.8,1.3,249,08262025,2025,01,03,W,26,541,1345.2,NA,NA,854.2911,490.9089,480.24522,292.35478,0.608761457,NA
151,2024_Cont01_Hyp04_W37,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont01,Hyp04,474.75012,225.54988,608.23074,311.66926,133.48062,86.11938,NA,NA,NA,NA,207.6,18.6,NA,318,22.1,NA,110.4,3.5,345,08262025,2025,01,04,W,37,819.3,1878.2,NA,NA,1294.95132,583.24868,686.72058,271.57942,0.395472959,NA
152,2024_Cont01_Hyp05_W49,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont01,Hyp05,286.16718,175.53282,368.1873,190.8127,82.02012,15.27988,NA,NA,NA,NA,162,17.5,NA,197.4,17.5,NA,35.4,0,451,08252025,2025,01,05,W,49,608.5,1345.7,NA,NA,961.1706,384.5294,592.9833,193.7167,0.326681544,NA
153,2024_Cont01_Hyp05_W50,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont01,Hyp05,862.2081,572.9919,990.78018,597.81982,128.57208,24.82792,NA,NA,wet for dry weight,NA,359.8,25.2,NA,432.9,26.7,NA,73.1,1.5,438,08252025,2025,01,05,W,50,2052.5,5159.2,NA,NA,3247.6002,1911.5998,2256.82002,1313.77998,0.582137684,NA
154,2024_Cont01_Warm02_W13,Norm,Ambient,Norm,Warm,Cont,Warm,Cont01,Warm02,380.22114,289.47886,809.63922,473.56078,429.41808,184.08192,NA,NA,NA,NA,254.1,20.3,NA,330.3,24.1,NA,76.2,3.8,134,08272025,2025,01,02,W,13,831.9,2130.2,NA,NA,1314.90216,815.29784,505.26294,341.73706,0.67635489,NA
155,2024_Cont01_Warm02_W14,Norm,Ambient,Norm,Warm,Cont,Warm,Cont01,Warm02,514.96848,367.43152,1014.05616,534.94384,499.08768,167.51232,NA,NA,NA,NA,262.1,20.1,NA,413.8,26,NA,151.7,5.9,127,08272025,2025,01,02,W,14,1318.3,3184.4,NA,NA,2085.06792,1099.33208,1071.01176,564.38824,0.52696736,NA
156,2024_Cont01_Warm03_W25,Norm,Ambient,Norm,Warm,Cont,Warm,Cont01,Warm03,491.05914,332.54086,901.15974,530.84026,410.1006,198.2994,NA,NA,NA,NA,341,25.4,NA,395.9,24.8,NA,54.9,-0.6,239,08262025,2025,01,03,W,25,1243.9,3193.4,NA,NA,1967.26296,1226.13704,1066.10322,695.29678,0.652185236,NA
157,2024_Cont01_Warm03_W26,Norm,Ambient,Norm,Warm,Cont,Warm,Cont01,Warm03,226.63134,138.86866,386.23806,234.96194,159.60672,96.09328,NA,NA,NA,NA,162.3,16.4,NA,220.1,19.1,NA,57.8,2.7,222,08262025,2025,01,03,W,26,550.5,1325.4,NA,NA,869.3334,456.0666,483.09534,221.10466,0.45768328,NA
158,2024_Cont01_Warm04_W37,Norm,Ambient,Norm,Warm,Cont,Warm,Cont01,Warm04,298.20102,155.99898,787.94664,313.35336,489.74562,157.35438,NA,NA,NA,NA,150.2,15.7,NA,202.4,20.1,NA,52.2,4.4,334,08262025,2025,01,04,W,37,1069.1,2337.1,NA,NA,1690.48464,646.61536,902.538,333.262,0.369249827,NA
159,2024_Cont01_Warm05_W49,Norm,Ambient,Norm,Warm,Cont,Warm,Cont01,Warm05,354.88674,244.91326,658.89954,365.90046,304.0128,120.9872,NA,NA,NA,NA,289.8,22.3,NA,363.1,24,NA,73.3,1.7,423,08252025,2025,01,05,W,49,864.3,2091.6,NA,NA,1366.20432,725.39568,707.30478,359.49522,0.508260696,NA
160,2024_Cont01_Warm05_W50,Norm,Ambient,Norm,Warm,Cont,Warm,Cont01,Warm05,405.23886,236.56114,707.0349,323.7651,301.79604,87.20396,NA,NA,NA,NA,266.1,19.8,NA,339.2,24.1,NA,73.1,4.3,422,08252025,2025,01,05,W,50,863.6,1922.1,NA,NA,1365.09594,557.00406,658.06104,233.23896,0.354433625,NA
161,2024_Cont02_Both01_W4,Norm,Ambient,Hyp,Warm,Cont,Both,Cont02,Both01,248.48226,144.81774,402.2304,210.9696,153.74814,66.15186,NA,NA,NA,NA,121.1,14,NA,170.5,16.5,NA,49.4,2.5,87,08272025,2025,02,01,W,4,428,989.7,NA,NA,675.3669,314.3331,273.1365,103.3635,0.378431663,NA
162,2024_Cont02_Both03_W27,Norm,Ambient,Hyp,Warm,Cont,Both,Cont02,Both03,295.19256,166.40744,455.59098,219.10902,160.39842,52.70158,NA,NA,NA,NA,142.5,14.7,NA,227.4,20.4,NA,84.9,5.7,286,08262025,2025,02,03,W,27,490.5,1116.9,NA,NA,774.3294,342.5706,318.73842,123.46158,0.387344519,NA
163,2024_Cont02_Both03_W28,Norm,Ambient,Hyp,Warm,Cont,Both,Cont02,Both03,276.03342,171.16658,483.14214,269.65786,207.10872,98.49128,NA,NA,NA,NA,198.1,18.2,NA,269.4,21.3,NA,71.3,3.1,271,08262025,2025,02,03,W,28,615.7,1518.8,NA,NA,972.57108,546.22892,489.42894,276.57106,0.565089306,NA
164,2024_Cont02_Both04_W39,Norm,Ambient,Hyp,Warm,Cont,Both,Cont02,Both04,385.92138,237.57862,557.4036,330.6964,171.48222,93.11778,NA,NA,NA,NA,209.2,18.4,NA,286.9,21.3,NA,77.7,2.9,375,08262025,2025,02,04,W,39,738.4,1848.5,NA,NA,1166.85426,681.64574,609.45066,350.94934,0.575845369,NA
165,2024_Cont02_Both04_W40,Norm,Ambient,Hyp,Warm,Cont,Both,Cont02,Both04,155.37834,81.12166,318.3102,145.8898,162.93186,64.76814,NA,NA,NA,NA,91.1,12.9,NA,150.8,16.1,NA,59.7,3.2,366,08262025,2025,02,04,W,40,514.4,1227.1,NA,NA,812.17266,414.92734,493.86246,269.03754,0.544762078,NA
166,2024_Cont02_Both05_W51,Norm,Ambient,Hyp,Warm,Cont,Both,Cont02,Both05,394.15506,174.74494,746.77824,295.12176,352.62318,120.37682,NA,NA,NA,NA,224.2,20,NA,281.2,22,NA,57,2,473,08252025,2025,02,05,W,51,982.5,2206,NA,NA,1553.3622,652.6378,806.58396,357.51604,0.443247148,NA
167,2024_Cont02_Both06_W63,Norm,Ambient,Hyp,Warm,Cont,Both,Cont02,Both06,264.15792,181.94208,414.8976,219.2024,150.73968,37.26032,NA,NA,NA,NA,228,21,NA,220.3,18.3,NA,-7.7,-2.7,569,08252025,2025,02,06,W,63,409.3,986.2,NA,NA,645.75732,340.44268,230.85972,121.24028,0.525168618,NA
168,2024_Cont02_Both06_W64,Norm,Ambient,Hyp,Warm,Cont,Both,Cont02,Both06,274.92504,157.17496,386.71308,183.38692,111.78804,26.21196,NA,NA,NA,NA,186.8,18.5,NA,199.1,19.3,NA,12.3,0.8,564,08252025,2025,02,06,W,64,496.1,1151.6,NA,NA,783.19644,368.40356,396.48336,185.01664,0.466644149,NA
169,2024_Cont02_Cont02_W16,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont02,Cont02,285.69216,198.60784,466.83312,243.86688,181.14096,45.25904,NA,NA,NA,NA,206.7,19.4,NA,273,22.8,NA,66.3,3.4,119,08272025,2025,02,02,W,16,845.3,2031.9,NA,Pulled off meso mesh,1336.11972,695.78028,869.2866,451.9134,0.519866981,NA
170,2024_Cont02_Cont03_W28,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont02,Cont03,298.35936,152.34064,556.77024,282.52976,258.41088,130.18912,NA,NA,NA,NA,200.4,19.1,NA,302.6,24.1,NA,102.2,5,208,08262025,2025,02,03,W,28,785.8,1755.1,NA,NA,1241.90742,513.19258,685.13718,230.66282,0.336666622,NA
171,2024_Cont02_Cont04_W39,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont02,Cont04,458.28276,353.11724,619.63122,419.46878,161.34846,66.35154,NA,NA,NA,NA,292.5,21.2,NA,388.9,27,NA,96.4,5.8,295,08262025,2025,02,04,W,39,609.5,1693.1,NA,Dropped,962.754,730.346,343.12278,310.87722,0.906023261,NA
172,2024_Cont02_Cont04_W40,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont02,Cont04,242.46534,135.13466,517.50192,254.69808,275.03658,119.56342,NA,NA,NA,NA,160.9,16.6,NA,248.7,20.7,NA,87.8,4.1,314,08262025,2025,02,04,W,40,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
173,2024_Cont02_Cont06_W64,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont02,Cont06,160.92024,87.57976,310.07652,142.02348,149.15628,54.44372,NA,NA,NA,NA,102,13.2,NA,144.6,16.8,NA,42.6,3.6,487,08252025,2025,02,06,W,64,749.8,1563.5,NA,NA,1184.90502,378.59498,874.8285,236.5715,0.270420431,NA
174,2024_Cont02_Hyp02_W15,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont02,Hyp02,393.99672,227.10328,1023.55656,465.24344,629.55984,238.14016,NA,NA,NA,NA,259.1,20.2,NA,430.4,27.6,NA,171.3,7.4,162,08272025,2025,02,02,W,15,1406.4,3349.7,NA,NA,2224.56546,1125.13454,1201.0089,659.8911,0.549447302,NA
175,2024_Cont02_Hyp03_W27,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont02,Hyp03,343.01124,185.38876,557.08692,268.71308,214.07568,83.32432,NA,NA,NA,NA,209.7,17.9,NA,265.8,21.6,NA,56.1,3.7,259,08262025,2025,02,03,W,27,1097.4,2606.9,NA,NA,1735.29486,871.60514,1178.20794,602.89206,0.511702595,NA
176,2024_Cont02_Hyp03_W28,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont02,Hyp03,356.78682,174.21318,524.46888,213.73112,167.68206,39.51794,NA,NA,NA,NA,186.7,18.8,NA,217.9,20,NA,31.2,1.2,242,08262025,2025,02,03,W,28,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
177,2024_Cont02_Hyp05_W51,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont02,Hyp05,269.69982,177.20018,370.08738,222.01262,100.38756,44.81244,NA,NA,NA,NA,170.2,17.4,NA,198.8,19.1,NA,28.6,1.7,443,08252025,2025,02,05,W,51,849.8,1926.8,NA,NA,1343.24502,583.55498,973.15764,361.54236,0.371514691,NA
178,2024_Cont02_Hyp05_W52,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont02,Hyp05,316.7268,182.9732,628.97328,324.42672,312.24648,141.45352,NA,NA,NA,NA,183.6,17.8,NA,306.6,21.8,NA,123,4,447,08252025,2025,02,05,W,52,957.4,2173.1,NA,Stuck to another w/a mussel,1513.61886,659.48114,884.64558,335.05442,0.378744242,NA
179,2024_Cont02_Warm01_W4,Norm,Ambient,Norm,Warm,Cont,Warm,Cont02,Warm01,336.20262,176.59738,452.26584,222.43416,116.06322,45.83678,NA,NA,NA,NA,208.8,18,NA,270.9,20.3,NA,62.1,2.3,37,08272025,2025,02,01,W,4,702.2,1692.6,NA,NA,1109.53518,583.06482,657.26934,360.63066,0.54868018,NA
180,2024_Cont02_Warm03_W27,Norm,Ambient,Norm,Warm,Cont,Warm,Cont02,Warm03,212.2224,138.3776,346.0197,214.3803,133.7973,76.0027,NA,NA,NA,NA,123.1,17.2,NA,155.1,18.9,NA,32,1.7,233,08262025,2025,02,03,W,27,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
181,2024_Cont02_Warm03_W28,Norm,Ambient,Norm,Warm,Cont,Warm,Cont02,Warm03,200.18856,121.41144,251.64906,128.05094,51.4605,6.6395,NA,NA,NA,NA,150.1,15.6,NA,154.5,15.9,NA,4.4,0.3,230,08262025,2025,02,03,W,28,415.5,1021.4,NA,NA,655.5744,365.8256,403.92534,237.77466,0.588659924,NA
182,2024_Cont02_Warm04_W39,Norm,Ambient,Norm,Warm,Cont,Warm,Cont02,Warm04,449.41572,161.98428,648.60744,284.89256,199.19172,122.90828,NA,NA,NA,NA,241.4,18.7,NA,280.4,21.4,NA,39,2.7,336,08262025,2025,02,04,W,39,774.8,1706,NA,NA,1224.49002,481.50998,575.88258,196.61742,0.341419287,NA
183,2024_Cont02_Warm04_W40,Norm,Ambient,Norm,Warm,Cont,Warm,Cont02,Warm04,413.78922,236.41078,845.10738,402.09262,431.31816,165.68184,NA,NA,NA,NA,253.8,20.6,NA,348.3,25.7,NA,94.5,5.1,319,08262025,2025,02,04,W,40,1319.3,3086.4,NA,NA,2086.65132,999.74868,1241.54394,597.65606,0.481381319,NA
184,2024_Cont02_Warm06_W64,Norm,Ambient,Norm,Warm,Cont,Warm,Cont02,Warm06,268.59144,149.40856,438.01524,182.98476,169.4238,33.5762,NA,NA,NA,NA,155.4,16.7,NA,167.3,16.6,NA,11.9,-0.1,522,08252025,2025,02,06,W,64,357.3,795.5,NA,NA,563.42052,232.07948,125.40528,49.09472,0.39148846,NA
185,2024_Cont03_Both01_W5,Norm,Ambient,Hyp,Warm,Cont,Both,Cont03,Both01,604.9056,269.3944,907.01832,395.18168,302.11272,125.78728,NA,NA,NA,NA,243.7,20.4,NA,312.7,22.7,NA,69,2.3,91,08272025,2025,03,01,W,5,1196.7,2865.1,NA,NA,1892.52648,972.57352,985.50816,577.39184,0.585882353,NA
186,2024_Cont03_Both01_W6,Norm,Ambient,Hyp,Warm,Cont,Both,Cont03,Both01,333.98586,213.71414,553.76178,316.73822,219.77592,103.02408,NA,NA,NA,NA,176.1,17.3,NA,255.8,20.7,NA,79.7,3.4,96,08272025,2025,03,01,W,6,919.2,2268.8,NA,NA,1453.13298,815.66702,899.3712,498.9288,0.554752921,NA
187,2024_Cont03_Both02_W17,Norm,Ambient,Hyp,Warm,Cont,Both,Cont03,Both02,897.51792,461.08208,1424.94846,715.35154,527.43054,254.26946,NA,NA,NA,NA,452.8,27.1,NA,480.7,28.3,NA,27.9,1.2,172,08272025,2025,03,02,W,17,1610.2,4048.9,NA,NA,2547.26238,1501.63762,1122.31392,786.28608,0.700593716,NA
188,2024_Cont03_Both04_W41,Norm,Ambient,Hyp,Warm,Cont,Both,Cont03,Both04,746.93658,607.06342,1312.6854,974.8146,565.74882,367.75118,NA,NA,NA,Still wet,389.9,26,NA,201.8,18.9,NA,-188.1,-7.1,362,08262025,2025,03,04,W,41,1086.7,3269.2,NA,NA,1718.35248,1550.84752,405.66708,576.03292,1.419964667,NA
189,2024_Cont03_Both04_W42,Norm,Ambient,Hyp,Warm,Cont,Both,Cont03,Both04,257.50764,147.89236,382.4379,220.5621,124.93026,72.66974,NA,NA,NA,NA,152,15.7,NA,208.8,19.2,6/26/25 SKM Manually calculated post phase 2 data from remeasuring scales and converting from pixels,56.8,3.5,364,08262025,2025,03,04,W,42,1008.4,2395.6,NA,NA,1594.37226,801.22774,1211.93436,580.66564,0.479123011,NA
190,2024_Cont03_Both05_W53,Norm,Ambient,Hyp,Warm,Cont,Both,Cont03,Both05,197.33844,109.66156,254.9742,121.0258,57.63576,11.36424,NA,NA,NA,NA,119.7,13.8,NA,122.6,14.4,NA,2.9,0.6,468,08252025,2025,03,05,W,53,241.8,575.5,NA,NA,380.53782,194.96218,125.56362,73.93638,0.588836002,NA
191,2024_Cont03_Cont01_W5,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont03,Cont01,441.34038,216.65962,866.64162,266.85838,425.30124,50.19876,NA,NA,NA,NA,203.4,18,NA,352,25.5,NA,148.6,7.5,14,08272025,2025,03,01,W,5,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
192,2024_Cont03_Cont01_W6,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont03,Cont01,174.06246,80.13754,248.48226,105.41774,74.4198,25.2802,NA,NA,NA,NA,126.8,13.6,NA,161.9,15.9,NA,35.1,2.3,7,08272025,2025,03,01,W,6,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
193,2024_Cont03_Cont03_W29,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont03,Cont03,167.72886,107.67114,417.58938,217.41062,249.86052,109.73948,NA,NA,NA,NA,103.4,14.8,NA,245.9,21.9,NA,142.5,7.1,194,08262025,2025,03,03,W,29,456.4,1079,NA,NA,720.33546,358.66454,302.74608,141.25392,0.466575554,NA
194,2024_Cont03_Cont05_W54,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont03,Cont05,278.25018,173.24982,646.074,349.026,367.82382,175.77618,NA,NA,NA,NA,206,18,NA,326.1,23.6,NA,120.1,5.6,386,08252025,2025,03,05,W,54,2477,6247.4,NA,NA,3919.7535,2327.6465,3273.6795,1978.6205,0.60440263,NA
195,2024_Cont03_Cont06_W65,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont03,Cont06,339.6861,242.8139,567.6957,421.9043,228.0096,179.0904,NA,NA,NA,NA,279.7,22.7,NA,329.9,25.1,NA,50.2,2.4,498,08252025,2025,03,06,W,65,803.3,2090.4,NA,NA,1269.61692,820.78308,701.92122,398.87878,0.568267163,NA
196,2024_Cont03_Cont06_W66,Norm,Ambient,Norm,Ambient,Cont,Cont,Cont03,Cont06,198.13014,112.26986,334.9359,157.5641,136.80576,45.29424,NA,NA,NA,NA,159.1,16,NA,172.5,18.4,NA,13.4,2.4,494,08252025,2025,03,06,W,66,793.1,1789.5,NA,NA,1253.46624,536.03376,918.53034,378.46966,0.412038278,NA
197,2024_Cont03_Hyp02_W17,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont03,Hyp02,636.09858,457.40142,1155.77046,605.02954,519.67188,147.62812,NA,NA,NA,NA,435.5,28.1,NA,486.7,30.3,NA,51.2,2.2,151,08272025,2025,03,02,W,17,1101,2700.6,NA,NA,1740.9951,959.6049,585.22464,354.57536,0.605879069,NA
198,2024_Cont03_Hyp02_W18,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont03,Hyp02,784.30482,590.79518,1528.34448,927.55552,744.03966,336.76034,NA,NA,NA,NA,449.6,26.5,NA,554.8,30.8,NA,105.2,4.3,149,08272025,2025,03,02,W,18,1489.8,3773.2,NA,NA,2356.62102,1416.57898,828.27654,489.02346,0.590410855,NA
199,2024_Cont03_Hyp03_W29,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont03,Hyp03,351.5616,213.5384,612.34758,353.05242,260.78598,139.51402,NA,NA,NA,NA,278.4,21.9,NA,347.7,24.2,NA,69.3,2.3,244,08262025,2025,03,03,W,29,1399.5,3411.8,NA,NA,2213.64,1198.16,1601.29242,845.10758,0.527765928,NA
200,2024_Cont03_Hyp04_W41,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont03,Hyp04,180.23772,107.26228,290.75904,149.24096,110.52132,41.97868,NA,NA,NA,NA,149.3,16.4,NA,160.7,17.4,NA,11.4,1,353,08262025,2025,03,04,W,41,431.1,981.2,NA,NA,680.27544,300.92456,389.5164,151.6836,0.389415183,NA
201,2024_Cont03_Hyp04_W42,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont03,Hyp04,379.11276,219.18724,574.97934,307.72066,195.86658,88.53342,NA,NA,NA,NA,198.8,17.9,NA,244.6,21.7,NA,45.8,3.8,350,08262025,2025,03,04,W,42,785.4,1925.9,NA,NA,1241.27406,684.62594,666.29472,376.90528,0.565673521,NA
202,2024_Cont03_Hyp06_W66,Norm,Ambient,Hyp,Ambient,Cont,Hyp,Cont03,Hyp06,239.29854,103.00146,363.59544,158.20456,124.2969,55.2031,NA,NA,NA,NA,140.3,16,NA,169.7,17.1,NA,29.4,1.1,536,08252025,2025,03,06,W,66,544.6,1208.8,NA,NA,859.99134,348.80866,496.3959,190.6041,0.383975976,NA
203,2024_Cont03_Warm01_W5,Norm,Ambient,Norm,Warm,Cont,Warm,Cont03,Warm01,636.09858,325.90142,876.61704,402.08296,240.51846,76.18154,NA,NA,NA,NA,306.5,22,NA,382.7,25.6,NA,76.2,3.6,44,08272025,2025,03,01,W,5,1233.2,3025.9,NA,NA,1950.32058,1075.57942,1073.70354,673.49646,0.627264822,NA
204,2024_Cont03_Warm02_W18,Norm,Ambient,Norm,Warm,Cont,Warm,Cont03,Warm02,1056.49128,654.00872,1954.59576,1044.70424,898.10448,390.69552,NA,NA,NA,NA,520.1,28.1,NA,713.2,32.9,NA,193.1,4.8,124,08272025,2025,03,02,W,18,1742.5,4178.7,NA,NA,2756.7462,1421.9538,802.15044,377.24956,0.470297766,NA
205,2024_Cont03_Warm05_W54,Norm,Ambient,Norm,Warm,Cont,Warm,Cont03,Warm05,569.43744,327.86256,948.02838,426.77162,378.59094,98.90906,NA,NA,NA,NA,361.6,24.6,NA,364.7,25.8,NA,3.1,1.2,432,08252025,2025,03,05,W,54,NA,NA,Dead,Dead,NA,NA,#VALUE!,#VALUE!,#VALUE!,Y
206,2024_Cont03_Warm06_W65,Norm,Ambient,Norm,Warm,Cont,Warm,Cont03,Warm06,315.77676,123.42324,438.49026,189.80974,122.7135,66.3865,NA,NA,NA,NA,193.9,17.2,NA,172.8,16.5,NA,-21.1,-0.7,513,08252025,2025,03,06,W,65,911.3,1973.1,NA,NA,1440.62412,532.47588,1002.13386,342.66614,0.341936495,NA
207,2024_Cont03_Warm06_W66,Norm,Ambient,Norm,Warm,Cont,Warm,Cont03,Warm06,510.85164,258.84836,634.83186,310.06814,123.98022,51.21978,NA,NA,NA,NA,270.8,22.1,NA,294.6,23.1,NA,23.8,1,524,08252025,2025,03,06,W,66,421.2,995.2,NA,NA,664.59978,330.60022,29.76792,20.53208,0.689738484,NA
208,2024_Cont04_Both02_W19,Norm,Ambient,Hyp,Warm,Cont,Both,Cont04,Both02,284.42544,156.07456,492.16752,278.23248,207.74208,122.15792,NA,NA,NA,NA,209.9,18.5,NA,263,22.1,NA,53.1,3.6,171,08272025,2025,04,02,W,19,813.7,1861.7,NA,Bee tag came off while picking up,1286.08428,575.61572,793.91676,297.38324,0.374577355,NA
209,2024_Cont04_Both02_W20,Norm,Ambient,Hyp,Warm,Cont,Both,Cont04,Both02,389.24652,226.25348,624.06474,267.53526,234.81822,41.28178,NA,NA,NA,NA,238.3,20.5,NA,246,19.3,NA,7.7,-1.2,179,08272025,2025,04,02,W,20,591.4,1324.3,NA,NA,934.09446,390.20554,310.02972,122.67028,0.395672647,NA
210,2024_Cont04_Both03_W32,Norm,Ambient,Hyp,Warm,Cont,Both,Cont04,Both03,236.44842,153.15158,431.99832,236.40168,195.5499,83.2501,NA,NA,NA,NA,165.2,17.8,NA,222.3,19.2,NA,57.1,1.4,267,08262025,2025,04,03,W,32,669.4,1637,NA,NA,1057.59966,579.40034,625.60134,342.99866,0.548270341,NA
211,2024_Cont04_Both04_W43,Norm,Ambient,Hyp,Warm,Cont,Both,Cont04,Both04,338.26104,205.53896,644.01558,403.88442,305.75454,198.34546,NA,NA,NA,NA,174,17.7,NA,272,22.4,NA,98,4.7,367,08262025,2025,04,04,W,43,1375.3,3233.3,NA,NA,2175.32172,1057.97828,1531.30614,654.09386,0.427147677,NA
