Tank_num,Date / Time,pH Value,mV Value,Temperature,Average Slope,Date / Time,Salinity Value,Conductance Value,Temperature,Salinity Type,Reference Temperature,Cell Constant,Date / Time,Concentration Value,Saturation Value,Partial Pressure,Solution Temperature,Barometric Pressure,Salinity Correction,Slope
5,7/30/2024 9:34,7.58 pH,-27.4 mV,27.2 째C,97.70%,7/30/2024 9:34,11.09 psu,40.98 mS,27.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 9:34,6.57 mg/L,87.7 % sat,128.3 Torr,27.1 째C,760.0 mmHg,11.1 ppt,1.474 Torr/%Sat
4,7/30/2024 9:35,7.58 pH,-27.6 mV,27.3 째C,97.70%,7/30/2024 9:35,11.09 psu,41.03 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 9:35,6.49 mg/L,86.6 % sat,126.6 Torr,27.2 째C,760.0 mmHg,11.1 ppt,1.474 Torr/%Sat
3,7/30/2024 9:37,7.57 pH,-27.3 mV,27.3 째C,97.70%,7/30/2024 9:37,11.10 psu,41.08 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 9:37,6.47 mg/L,86.5 % sat,126.4 Torr,27.2 째C,760.0 mmHg,11.1 ppt,1.474 Torr/%Sat
2,7/30/2024 9:37,7.56 pH,-26.2 mV,27.3 째C,97.70%,7/30/2024 9:37,11.10 psu,41.13 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 9:37,6.61 mg/L,88.4 % sat,129.2 Torr,27.2 째C,760.0 mmHg,11.1 ppt,1.474 Torr/%Sat
1,7/30/2024 9:39,7.60 pH,-28.7 mV,27.4 째C,97.70%,7/30/2024 9:39,11.09 psu,41.13 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 9:39,6.61 mg/L,88.4 % sat,129.3 Torr,27.3 째C,760.0 mmHg,11.1 ppt,1.474 Torr/%Sat
24,7/30/2024 15:08,7.45 pH,-20.5 mV,30.4 째C,97.70%,7/30/2024 15:08,11.17 psu,43.87 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:08,5.93 mg/L,83.4 % sat,120.7 Torr,30.1 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
23,7/30/2024 15:10,7.47 pH,-21.4 mV,30.5 째C,97.70%,7/30/2024 15:10,11.17 psu,43.93 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:10,5.98 mg/L,84.5 % sat,122.3 Torr,30.3 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
22,7/30/2024 15:11,7.45 pH,-20.2 mV,30.6 째C,97.70%,7/30/2024 15:11,11.17 psu,44.04 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:11,6.05 mg/L,85.7 % sat,124.0 Torr,30.5 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
21,7/30/2024 15:13,7.47 pH,-21.4 mV,30.6 째C,97.70%,7/30/2024 15:13,11.16 psu,43.93 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:13,6.05 mg/L,85.6 % sat,123.9 Torr,30.4 째C,759.0 mmHg,11.2 ppt,1.474 Torr/%Sat
20,7/30/2024 15:15,7.46 pH,-21.0 mV,30.6 째C,97.70%,7/30/2024 15:15,11.16 psu,43.94 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:15,5.93 mg/L,83.9 % sat,121.5 Torr,30.4 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
19,7/30/2024 15:17,7.44 pH,-19.7 mV,30.5 째C,97.70%,7/30/2024 15:17,11.15 psu,43.88 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:17,5.78 mg/L,81.8 % sat,118.4 Torr,30.4 째C,758.0 mmHg,11.1 ppt,1.474 Torr/%Sat
18,7/30/2024 15:19,7.55 pH,-26.2 mV,30.6 째C,97.70%,7/30/2024 15:19,11.16 psu,43.96 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:19,0.59 mg/L,8.4 % sat,12.1 Torr,30.5 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
17,7/30/2024 15:21,7.53 pH,-25.1 mV,30.5 째C,97.70%,7/30/2024 15:21,11.16 psu,43.88 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:21,0.91 mg/L,12.8 % sat,18.6 Torr,30.4 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
16,7/30/2024 15:24,7.55 pH,-26.1 mV,30.7 째C,97.70%,7/30/2024 15:24,11.17 psu,44.08 mS,30.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:24,0.61 mg/L,8.6 % sat,12.4 Torr,30.5 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
15,7/30/2024 15:27,7.56 pH,-26.7 mV,30.6 째C,97.70%,7/30/2024 15:27,11.16 psu,43.93 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:27,0.54 mg/L,7.7 % sat,11.1 Torr,30.5 째C,759.0 mmHg,11.2 ppt,1.474 Torr/%Sat
14,7/30/2024 15:28,7.55 pH,-26.5 mV,30.6 째C,97.70%,7/30/2024 15:28,11.17 psu,44.03 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:28,0.69 mg/L,9.8 % sat,14.2 Torr,30.5 째C,759.0 mmHg,11.2 ppt,1.474 Torr/%Sat
13,7/30/2024 15:30,7.53 pH,-25.3 mV,30.8 째C,97.70%,7/30/2024 15:30,11.18 psu,44.21 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:30,0.38 mg/L,5.4 % sat,7.7 Torr,30.7 째C,759.0 mmHg,11.2 ppt,1.474 Torr/%Sat
12,7/30/2024 15:33,7.68 pH,-33.5 mV,27.4 째C,97.70%,7/30/2024 15:33,11.15 psu,41.35 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:33,0.32 mg/L,4.3 % sat,6.3 Torr,27.4 째C,758.0 mmHg,11.1 ppt,1.474 Torr/%Sat
11,7/30/2024 15:34,7.65 pH,-31.5 mV,27.4 째C,97.70%,7/30/2024 15:34,11.17 psu,41.44 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:34,0.29 mg/L,3.9 % sat,5.7 Torr,27.4 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
10,7/30/2024 15:36,7.67 pH,-32.7 mV,27.5 째C,97.70%,7/30/2024 15:36,11.16 psu,41.45 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:36,0.32 mg/L,4.3 % sat,6.2 Torr,27.4 째C,759.0 mmHg,11.2 ppt,1.474 Torr/%Sat
9,7/30/2024 15:39,7.68 pH,-33.1 mV,27.5 째C,97.70%,7/30/2024 15:39,11.17 psu,41.50 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:39,0.30 mg/L,4.0 % sat,5.8 Torr,27.4 째C,759.0 mmHg,11.2 ppt,1.474 Torr/%Sat
8,7/30/2024 15:41,7.67 pH,-33.0 mV,27.5 째C,97.70%,7/30/2024 15:41,11.17 psu,41.47 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:41,0.33 mg/L,4.4 % sat,6.5 Torr,27.4 째C,759.0 mmHg,11.2 ppt,1.474 Torr/%Sat
7,7/30/2024 15:43,7.64 pH,-31.1 mV,27.4 째C,97.70%,7/30/2024 15:43,11.17 psu,41.44 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:43,0.31 mg/L,4.1 % sat,6.0 Torr,27.3 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
6,7/30/2024 15:45,7.52 pH,-24.3 mV,27.5 째C,97.70%,7/30/2024 15:45,11.17 psu,41.52 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:45,6.28 mg/L,84.5 % sat,123.2 Torr,27.4 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
5,7/30/2024 15:46,7.48 pH,-21.8 mV,27.3 째C,97.70%,7/30/2024 15:46,11.17 psu,41.37 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:46,6.53 mg/L,87.7 % sat,127.9 Torr,27.3 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
4,7/30/2024 15:47,7.48 pH,-21.8 mV,27.4 째C,97.70%,7/30/2024 15:47,11.16 psu,41.45 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:47,6.31 mg/L,84.8 % sat,123.6 Torr,27.4 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
3,7/30/2024 15:49,7.46 pH,-20.7 mV,27.4 째C,97.70%,7/30/2024 15:49,11.16 psu,41.41 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:49,6.23 mg/L,83.7 % sat,122.0 Torr,27.3 째C,759.0 mmHg,11.2 ppt,1.474 Torr/%Sat
2,7/30/2024 15:51,7.49 pH,-22.4 mV,27.5 째C,97.70%,7/30/2024 15:51,11.17 psu,41.54 mS,27.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:51,6.25 mg/L,84.2 % sat,122.7 Torr,27.4 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
1,7/30/2024 15:53,7.52 pH,-24.4 mV,27.6 째C,97.70%,7/30/2024 15:53,11.17 psu,41.59 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/30/2024 15:53,6.32 mg/L,85.2 % sat,124.1 Torr,27.5 째C,758.0 mmHg,11.2 ppt,1.474 Torr/%Sat
1,7/31/2024 8:44,6.13 pH,58.7 mV,27.4 째C,98.40%,7/31/2024 8:44,11.37 psu,42.07 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 8:44,6.50 mg/L,87.4 % sat,127.7 Torr,27.3 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
2,7/31/2024 8:46,6.11 pH,60.1 mV,27.3 째C,98.40%,7/31/2024 8:46,11.36 psu,42.01 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 8:46,6.29 mg/L,84.4 % sat,123.3 Torr,27.2 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
3,7/31/2024 8:48,6.34 pH,46.2 mV,27.1 째C,98.40%,7/31/2024 8:48,11.35 psu,41.83 mS,27.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 8:48,6.34 mg/L,84.8 % sat,123.9 Torr,27.1 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
4,7/31/2024 8:51,6.95 pH,10.7 mV,27.2 째C,98.40%,7/31/2024 8:51,11.36 psu,41.92 mS,27.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 8:51,6.32 mg/L,84.6 % sat,123.6 Torr,27.1 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
5,7/31/2024 8:54,7.06 pH,4.3 mV,27.1 째C,98.40%,7/31/2024 8:54,11.35 psu,41.84 mS,27.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 8:54,6.40 mg/L,85.6 % sat,125.0 Torr,27.0 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
6,7/31/2024 8:56,7.50 pH,-21.6 mV,27.3 째C,98.40%,7/31/2024 8:56,11.37 psu,42.05 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 8:56,6.35 mg/L,85.1 % sat,124.2 Torr,27.2 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
7,7/31/2024 8:59,7.22 pH,-5.1 mV,27.3 째C,98.40%,7/31/2024 8:59,11.36 psu,41.96 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 8:59,6.31 mg/L,84.6 % sat,123.6 Torr,27.2 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
8,7/31/2024 9:01,7.54 pH,-24.1 mV,27.3 째C,98.40%,7/31/2024 9:01,11.36 psu,42.02 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:01,6.36 mg/L,85.3 % sat,124.6 Torr,27.2 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
9,7/31/2024 9:02,7.58 pH,-26.2 mV,27.4 째C,98.40%,7/31/2024 9:02,11.37 psu,42.07 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:02,6.50 mg/L,87.2 % sat,127.3 Torr,27.3 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
10,7/31/2024 9:04,7.58 pH,-26.1 mV,27.3 째C,98.40%,7/31/2024 9:04,11.36 psu,42.02 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:04,6.39 mg/L,85.6 % sat,125.0 Torr,27.2 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
11,7/31/2024 9:05,7.57 pH,-25.5 mV,27.3 째C,98.40%,7/31/2024 9:05,11.36 psu,42.03 mS,27.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:05,6.35 mg/L,85.1 % sat,124.3 Torr,27.2 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
12,7/31/2024 9:07,7.59 pH,-26.9 mV,27.4 째C,98.40%,7/31/2024 9:07,11.37 psu,42.13 mS,27.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:07,6.53 mg/L,87.7 % sat,128.1 Torr,27.4 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
13,7/31/2024 9:09,7.57 pH,-25.8 mV,30.6 째C,98.40%,7/31/2024 9:09,11.36 psu,44.74 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:09,6.01 mg/L,85.0 % sat,123.2 Torr,30.4 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
14,7/31/2024 9:10,7.50 pH,-22.0 mV,30.5 째C,98.40%,7/31/2024 9:10,11.36 psu,44.63 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:10,5.75 mg/L,81.3 % sat,118.0 Torr,30.4 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
15,7/31/2024 9:13,7.55 pH,-24.6 mV,30.5 째C,98.40%,7/31/2024 9:13,11.36 psu,44.65 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:13,5.87 mg/L,83.0 % sat,120.3 Torr,30.4 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
16,7/31/2024 9:15,7.52 pH,-23.2 mV,30.6 째C,98.40%,7/31/2024 9:15,11.35 psu,44.67 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:15,5.99 mg/L,84.9 % sat,123.1 Torr,30.5 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
17,7/31/2024 9:16,7.47 pH,-19.8 mV,30.3 째C,98.40%,7/31/2024 9:16,11.35 psu,44.41 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:16,5.66 mg/L,79.7 % sat,115.6 Torr,30.2 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
18,7/31/2024 9:18,7.46 pH,-19.1 mV,30.4 째C,98.40%,7/31/2024 9:18,11.35 psu,44.51 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:18,5.66 mg/L,79.9 % sat,115.9 Torr,30.3 째C,759.0 mmHg,11.4 ppt,1.476 Torr/%Sat
19,7/31/2024 9:20,7.47 pH,-20.1 mV,30.3 째C,98.40%,7/31/2024 9:20,11.35 psu,44.44 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:20,5.71 mg/L,80.5 % sat,116.7 Torr,30.2 째C,760.0 mmHg,11.3 ppt,1.476 Torr/%Sat
20,7/31/2024 9:22,7.46 pH,-19.5 mV,30.4 째C,98.40%,7/31/2024 9:22,11.35 psu,44.48 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:22,5.68 mg/L,80.1 % sat,116.2 Torr,30.3 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
21,7/31/2024 9:23,7.48 pH,-20.5 mV,30.4 째C,98.40%,7/31/2024 9:23,11.35 psu,44.50 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:23,5.67 mg/L,80.1 % sat,116.2 Torr,30.3 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
22,7/31/2024 9:25,7.47 pH,-19.8 mV,30.5 째C,98.40%,7/31/2024 9:25,11.35 psu,44.54 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:25,5.84 mg/L,82.5 % sat,119.6 Torr,30.4 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
23,7/31/2024 9:27,7.46 pH,-19.4 mV,30.4 째C,98.40%,7/31/2024 9:27,11.34 psu,44.47 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:27,5.82 mg/L,82.1 % sat,119.0 Torr,30.3 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
24,7/31/2024 9:28,7.45 pH,-18.9 mV,30.4 째C,98.40%,7/31/2024 9:28,11.35 psu,44.48 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 9:28,5.72 mg/L,80.7 % sat,117.1 Torr,30.3 째C,760.0 mmHg,11.3 ppt,1.476 Torr/%Sat
1,7/31/2024 14:51,7.67 pH,-31.8 mV,27.8 째C,98.40%,7/31/2024 14:51,11.30 psu,42.25 mS,27.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 14:51,6.63 mg/L,89.4 % sat,130.4 Torr,27.5 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
2,7/31/2024 14:53,7.68 pH,-32.0 mV,27.9 째C,98.40%,7/31/2024 14:53,11.30 psu,42.25 mS,27.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 14:53,6.25 mg/L,84.4 % sat,123.1 Torr,27.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
3,7/31/2024 14:55,7.64 pH,-29.5 mV,27.7 째C,98.40%,7/31/2024 14:55,11.30 psu,42.12 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 14:55,6.20 mg/L,83.6 % sat,121.9 Torr,27.6 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
4,7/31/2024 14:57,7.67 pH,-31.3 mV,27.8 째C,98.40%,7/31/2024 14:57,11.30 psu,42.18 mS,27.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 14:57,6.28 mg/L,84.8 % sat,123.7 Torr,27.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
5,7/31/2024 14:59,7.69 pH,-32.5 mV,27.7 째C,98.40%,7/31/2024 14:59,11.30 psu,42.13 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 14:59,6.26 mg/L,84.5 % sat,123.3 Torr,27.6 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
6,7/31/2024 15:00,7.71 pH,-33.9 mV,27.9 째C,98.40%,7/31/2024 15:00,11.30 psu,42.24 mS,27.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:00,6.74 mg/L,91.1 % sat,132.8 Torr,27.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
7,7/31/2024 15:03,7.68 pH,-32.0 mV,27.7 째C,98.40%,7/31/2024 15:03,11.30 psu,42.12 mS,27.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:03,0.36 mg/L,4.8 % sat,7.0 Torr,27.6 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
8,7/31/2024 15:08,7.70 pH,-33.6 mV,27.8 째C,98.40%,7/31/2024 15:08,11.30 psu,42.23 mS,27.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:08,0.21 mg/L,2.9 % sat,4.2 Torr,27.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
9,7/31/2024 15:10,7.71 pH,-33.8 mV,27.9 째C,98.40%,7/31/2024 15:10,11.30 psu,42.28 mS,27.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:10,0.24 mg/L,3.3 % sat,4.9 Torr,27.8 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
10,7/31/2024 15:13,7.68 pH,-32.0 mV,27.8 째C,98.40%,7/31/2024 15:13,11.30 psu,42.21 mS,27.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:13,0.35 mg/L,4.8 % sat,7.0 Torr,27.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
11,7/31/2024 15:16,7.68 pH,-32.3 mV,27.8 째C,98.40%,7/31/2024 15:16,11.30 psu,42.24 mS,27.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:16,0.18 mg/L,2.4 % sat,3.5 Torr,27.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
12,7/31/2024 15:18,7.63 pH,-29.3 mV,27.6 째C,98.40%,7/31/2024 15:18,11.31 psu,42.11 mS,27.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:18,0.24 mg/L,3.2 % sat,4.6 Torr,27.6 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
13,7/31/2024 15:21,7.56 pH,-25.2 mV,30.8 째C,98.40%,7/31/2024 15:21,11.31 psu,44.70 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:21,0.24 mg/L,3.4 % sat,4.9 Torr,30.6 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
14,7/31/2024 15:23,7.53 pH,-23.8 mV,30.8 째C,98.40%,7/31/2024 15:23,11.30 psu,44.68 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:23,0.44 mg/L,6.2 % sat,8.9 Torr,30.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
15,7/31/2024 15:26,7.54 pH,-24.3 mV,30.8 째C,98.40%,7/31/2024 15:26,11.30 psu,44.70 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:26,0.39 mg/L,5.5 % sat,8.0 Torr,30.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
16,7/31/2024 15:28,7.50 pH,-21.9 mV,30.7 째C,98.40%,7/31/2024 15:28,11.31 psu,44.59 mS,30.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:28,0.35 mg/L,5.0 % sat,7.3 Torr,30.6 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
17,7/31/2024 15:31,7.49 pH,-21.2 mV,30.7 째C,98.40%,7/31/2024 15:31,11.30 psu,44.60 mS,30.7 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:31,0.37 mg/L,5.3 % sat,7.7 Torr,30.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
18,7/31/2024 15:33,7.49 pH,-21.1 mV,30.8 째C,98.40%,7/31/2024 15:33,11.31 psu,44.69 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:33,0.17 mg/L,2.4 % sat,3.4 Torr,30.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
19,7/31/2024 15:35,7.51 pH,-22.5 mV,30.6 째C,98.40%,7/31/2024 15:35,11.30 psu,44.51 mS,30.6 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:35,5.59 mg/L,79.3 % sat,114.9 Torr,30.5 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
20,7/31/2024 15:37,7.61 pH,-28.6 mV,30.8 째C,98.40%,7/31/2024 15:37,11.31 psu,44.68 mS,30.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:37,5.91 mg/L,84.0 % sat,121.7 Torr,30.7 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
21,7/31/2024 15:39,7.53 pH,-23.5 mV,30.5 째C,98.40%,7/31/2024 15:39,11.31 psu,44.44 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:39,5.65 mg/L,80.0 % sat,116.0 Torr,30.4 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
22,7/31/2024 15:41,7.42 pH,-17.2 mV,30.3 째C,98.40%,7/31/2024 15:41,11.31 psu,44.30 mS,30.3 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:41,5.43 mg/L,76.6 % sat,111.1 Torr,30.2 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
23,7/31/2024 15:42,7.42 pH,-16.9 mV,30.2 째C,98.40%,7/31/2024 15:42,11.32 psu,44.24 mS,30.2 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:42,5.49 mg/L,77.3 % sat,112.1 Torr,30.2 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
24,7/31/2024 15:45,7.46 pH,-19.4 mV,30.4 째C,98.40%,7/31/2024 15:45,11.31 psu,44.37 mS,30.4 째C,Practical Salinity,15.0 째C,0.4750 /cm,7/31/2024 15:45,5.29 mg/L,74.8 % sat,108.5 Torr,30.3 째C,759.0 mmHg,11.3 ppt,1.476 Torr/%Sat
24,8/1/2024 8:51,7.48 pH,-22.2 mV,29.9 째C,100.30%,8/1/2024 8:51,11.54 psu,44.82 mS,29.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 8:51,5.52 mg/L,77.3 % sat,112.3 Torr,29.9 째C,761.0 mmHg,11.5 ppt,1.474 Torr/%Sat
23,8/1/2024 8:52,7.49 pH,-22.6 mV,29.8 째C,100.30%,8/1/2024 8:52,11.52 psu,44.59 mS,29.8 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 8:52,5.56 mg/L,77.6 % sat,112.9 Torr,29.7 째C,761.0 mmHg,11.5 ppt,1.474 Torr/%Sat
22,8/1/2024 8:54,7.48 pH,-21.8 mV,29.9 째C,100.30%,8/1/2024 8:54,11.52 psu,44.70 mS,29.9 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 8:54,5.67 mg/L,79.2 % sat,115.1 Torr,29.8 째C,761.0 mmHg,11.5 ppt,1.474 Torr/%Sat
21,8/1/2024 8:55,7.52 pH,-24.5 mV,30.1 째C,100.30%,8/1/2024 8:55,11.53 psu,44.94 mS,30.1 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 8:55,5.93 mg/L,83.3 % sat,121.0 Torr,30.0 째C,761.0 mmHg,11.5 ppt,1.474 Torr/%Sat
20,8/1/2024 8:57,7.55 pH,-26.2 mV,30.5 째C,100.30%,8/1/2024 8:57,11.56 psu,45.32 mS,30.5 째C,Practical Salinity,15.0 째C,0.4750 /cm,8/1/2024 8:57,5.97 mg/L,84.3 % sat,122.4 Torr,30.4 째C,761.0 mmHg,11.6 ppt,1.474 Torr/%Sat
