"date","time","tank_num","temp_C","oxygen_conc_mgL","treatment","DO_treat","temp_treat","date_time","pH","cycle"
2024-06-15,1518,17,27.5,1.81,"both","hypoxic","warm",2024-06-15 15:18:00,7.81,"hypoxic"
2024-06-15,1519,16,27.5,2.15,"both","hypoxic","warm",2024-06-15 15:19:00,7.84,"hypoxic"
2024-06-15,1520,15,27.3,1.7,"both","hypoxic","warm",2024-06-15 15:20:00,7.72,"hypoxic"
2024-06-15,1522,14,27.5,1.65,"both","hypoxic","warm",2024-06-15 15:22:00,7.77,"hypoxic"
2024-06-15,1524,13,27.4,1.69,"both","hypoxic","warm",2024-06-15 15:24:00,7.75,"hypoxic"
2024-06-15,1525,12,25.1,1.65,"hypoxic","hypoxic","ambient",2024-06-15 15:25:00,7.88,"hypoxic"
2024-06-15,1527,11,25,1.68,"hypoxic","hypoxic","ambient",2024-06-15 15:27:00,7.85,"hypoxic"
2024-06-15,1528,10,25,2.09,"hypoxic","hypoxic","ambient",2024-06-15 15:28:00,7.8,"hypoxic"
2024-06-15,1529,9,25,1.63,"hypoxic","hypoxic","ambient",2024-06-15 15:29:00,7.85,"hypoxic"
2024-06-15,1531,8,25,1.68,"hypoxic","hypoxic","ambient",2024-06-15 15:31:00,7.84,"hypoxic"
2024-06-15,1532,7,24.9,1.68,"hypoxic","hypoxic","ambient",2024-06-15 15:32:00,7.76,"hypoxic"
2024-06-15,1534,6,24.9,6.43,"control","normoxic","ambient",2024-06-15 15:34:00,7.7,"hypoxic"
2024-06-15,1534,5,25.1,6.76,"control","normoxic","ambient",2024-06-15 15:34:00,7.78,"hypoxic"
2024-06-15,1535,4,25.1,6.76,"control","normoxic","ambient",2024-06-15 15:35:00,7.79,"hypoxic"
2024-06-15,1536,3,25,6.75,"control","normoxic","ambient",2024-06-15 15:36:00,7.72,"hypoxic"
2024-06-15,1536,2,25.1,6.71,"control","normoxic","ambient",2024-06-15 15:36:00,7.75,"hypoxic"
2024-06-15,1537,1,25,6.63,"control","normoxic","ambient",2024-06-15 15:37:00,7.72,"hypoxic"
2024-06-16,845,1,24.5,6.95,"control","normoxic","ambient",2024-06-16 08:45:00,7.86,"normoxic"
2024-06-16,847,2,24.6,6.99,"control","normoxic","ambient",2024-06-16 08:47:00,7.87,"normoxic"
2024-06-16,848,3,24.5,6.84,"control","normoxic","ambient",2024-06-16 08:48:00,7.81,"normoxic"
2024-06-16,850,4,24.5,6.77,"control","normoxic","ambient",2024-06-16 08:50:00,7.79,"normoxic"
2024-06-16,851,5,24.5,7.1,"control","normoxic","ambient",2024-06-16 08:51:00,7.86,"normoxic"
2024-06-16,852,6,24.4,6.82,"control","normoxic","ambient",2024-06-16 08:52:00,7.79,"normoxic"
2024-06-16,854,7,24.6,6.9,"hypoxic","hypoxic","ambient",2024-06-16 08:54:00,7.87,"normoxic"
2024-06-16,856,8,24.5,6.71,"hypoxic","hypoxic","ambient",2024-06-16 08:56:00,7.81,"normoxic"
2024-06-16,858,9,24.6,6.88,"hypoxic","hypoxic","ambient",2024-06-16 08:58:00,7.86,"normoxic"
2024-06-16,900,10,24.6,7.07,"hypoxic","hypoxic","ambient",2024-06-16 09:00:00,7.88,"normoxic"
2024-06-16,900,11,24.6,7.15,"hypoxic","hypoxic","ambient",2024-06-16 09:00:00,7.91,"normoxic"
2024-06-16,901,12,24.6,7,"hypoxic","hypoxic","ambient",2024-06-16 09:01:00,7.85,"normoxic"
2024-06-16,904,13,27,6.46,"both","hypoxic","warm",2024-06-16 09:04:00,7.81,"normoxic"
2024-06-16,905,14,27.1,6.53,"both","hypoxic","warm",2024-06-16 09:05:00,7.83,"normoxic"
2024-06-16,907,15,27.1,6.72,"both","hypoxic","warm",2024-06-16 09:07:00,7.89,"normoxic"
2024-06-16,907,16,27,6.75,"both","hypoxic","warm",2024-06-16 09:07:00,7.86,"normoxic"
2024-06-16,908,17,26.9,6.81,"both","hypoxic","warm",2024-06-16 09:08:00,7.88,"normoxic"
2024-06-16,909,18,27,6.77,"both","hypoxic","warm",2024-06-16 09:09:00,7.84,"normoxic"
2024-06-16,911,19,27,6.65,"warm","normoxic","warm",2024-06-16 09:11:00,7.87,"normoxic"
2024-06-16,912,20,27,6.32,"warm","normoxic","warm",2024-06-16 09:12:00,7.75,"normoxic"
2024-06-16,913,21,26.9,6.55,"warm","normoxic","warm",2024-06-16 09:13:00,7.81,"normoxic"
2024-06-16,914,22,26.9,6.53,"warm","normoxic","warm",2024-06-16 09:14:00,7.83,"normoxic"
2024-06-16,916,23,27,6.57,"warm","normoxic","warm",2024-06-16 09:16:00,7.86,"normoxic"
2024-06-16,917,24,27,6.66,"warm","normoxic","warm",2024-06-16 09:17:00,7.86,"normoxic"
2024-06-16,1506,1,25.3,6.89,"control","normoxic","ambient",2024-06-16 15:06:00,7.9,"hypoxic"
2024-06-16,1507,2,25.3,7.08,"control","normoxic","ambient",2024-06-16 15:07:00,7.95,"hypoxic"
2024-06-16,1508,3,25.2,6.99,"control","normoxic","ambient",2024-06-16 15:08:00,7.9,"hypoxic"
2024-06-16,1508,4,25.3,6.98,"control","normoxic","ambient",2024-06-16 15:08:00,7.91,"hypoxic"
2024-06-16,1509,5,25.3,7.1,"control","normoxic","ambient",2024-06-16 15:09:00,7.98,"hypoxic"
2024-06-16,1510,6,25.2,6.95,"control","normoxic","ambient",2024-06-16 15:10:00,7.9,"hypoxic"
2024-06-16,1513,7,25.3,1.29,"hypoxic","hypoxic","ambient",2024-06-16 15:13:00,7.9,"hypoxic"
2024-06-16,1516,8,25.3,1.5,"hypoxic","hypoxic","ambient",2024-06-16 15:16:00,7.84,"hypoxic"
2024-06-16,1518,9,25.4,1.74,"hypoxic","hypoxic","ambient",2024-06-16 15:18:00,7.9,"hypoxic"
2024-06-16,1521,10,25.4,1.66,"hypoxic","hypoxic","ambient",2024-06-16 15:21:00,7.91,"hypoxic"
2024-06-16,1522,11,25.5,2.58,"hypoxic","hypoxic","ambient",2024-06-16 15:22:00,7.95,"hypoxic"
2024-06-16,1525,12,25.4,1.66,"hypoxic","hypoxic","ambient",2024-06-16 15:25:00,7.88,"hypoxic"
2024-06-16,1533,13,27.7,1.69,"both","hypoxic","warm",2024-06-16 15:33:00,7.81,"hypoxic"
2024-06-16,1536,14,27.8,1.33,"both","hypoxic","warm",2024-06-16 15:36:00,7.8,"hypoxic"
2024-06-16,1539,15,27.9,1.14,"both","hypoxic","warm",2024-06-16 15:39:00,7.87,"hypoxic"
2024-06-16,1542,16,27.8,1.22,"both","hypoxic","warm",2024-06-16 15:42:00,7.82,"hypoxic"
2024-06-16,1544,17,27.8,2,"both","hypoxic","warm",2024-06-16 15:44:00,7.85,"hypoxic"
2024-06-16,1546,18,27.9,1.7,"both","hypoxic","warm",2024-06-16 15:46:00,7.82,"hypoxic"
2024-06-16,1547,19,27.8,6.59,"warm","normoxic","warm",2024-06-16 15:47:00,8.06,"hypoxic"
2024-06-16,1548,20,27.7,6.35,"warm","normoxic","warm",2024-06-16 15:48:00,7.89,"hypoxic"
2024-06-16,1550,21,27.8,6.24,"warm","normoxic","warm",2024-06-16 15:50:00,8,"hypoxic"
2024-06-16,1550,22,27.7,6.57,"warm","normoxic","warm",2024-06-16 15:50:00,8.01,"hypoxic"
2024-06-16,1552,23,27.9,6.52,"warm","normoxic","warm",2024-06-16 15:52:00,8.06,"hypoxic"
2024-06-16,1553,24,27.9,6.76,"warm","normoxic","warm",2024-06-16 15:53:00,8.07,"hypoxic"
2024-06-17,900,24,27,6.45,"warm","normoxic","warm",2024-06-17 09:00:00,7.86,"normoxic"
2024-06-17,901,23,27,6.38,"warm","normoxic","warm",2024-06-17 09:01:00,7.8,"normoxic"
2024-06-17,902,22,26.9,6.45,"warm","normoxic","warm",2024-06-17 09:02:00,7.8,"normoxic"
2024-06-17,903,21,26.9,6.45,"warm","normoxic","warm",2024-06-17 09:03:00,7.79,"normoxic"
2024-06-17,903,20,26.8,6.35,"warm","normoxic","warm",2024-06-17 09:03:00,7.71,"normoxic"
2024-06-17,904,19,27,6.54,"warm","normoxic","warm",2024-06-17 09:04:00,7.83,"normoxic"
2024-06-17,906,18,27.1,6.53,"both","hypoxic","warm",2024-06-17 09:06:00,7.86,"normoxic"
2024-06-17,906,17,27,6.72,"both","hypoxic","warm",2024-06-17 09:06:00,7.85,"normoxic"
2024-06-17,907,16,27,6.73,"both","hypoxic","warm",2024-06-17 09:07:00,7.83,"normoxic"
2024-06-17,908,15,27,6.72,"both","hypoxic","warm",2024-06-17 09:08:00,7.82,"normoxic"
2024-06-17,908,14,27,6.51,"both","hypoxic","warm",2024-06-17 09:08:00,7.82,"normoxic"
2024-06-17,909,13,27,6.64,"both","hypoxic","warm",2024-06-17 09:09:00,7.81,"normoxic"
2024-06-17,910,12,24.7,6.84,"hypoxic","hypoxic","ambient",2024-06-17 09:10:00,7.82,"normoxic"
2024-06-17,911,11,24.7,7.24,"hypoxic","hypoxic","ambient",2024-06-17 09:11:00,7.86,"normoxic"
2024-06-17,911,10,24.6,7.1,"hypoxic","hypoxic","ambient",2024-06-17 09:11:00,7.84,"normoxic"
2024-06-17,912,9,24.6,7.03,"hypoxic","hypoxic","ambient",2024-06-17 09:12:00,7.82,"normoxic"
2024-06-17,913,8,24.6,6.99,"hypoxic","hypoxic","ambient",2024-06-17 09:13:00,7.85,"normoxic"
2024-06-17,913,7,24.6,6.92,"hypoxic","hypoxic","ambient",2024-06-17 09:13:00,7.84,"normoxic"
2024-06-17,914,6,24.4,6.98,"control","normoxic","ambient",2024-06-17 09:14:00,7.78,"normoxic"
2024-06-17,915,5,24.6,7.07,"control","normoxic","ambient",2024-06-17 09:15:00,7.84,"normoxic"
2024-06-17,916,4,24.6,6.98,"control","normoxic","ambient",2024-06-17 09:16:00,7.81,"normoxic"
2024-06-17,916,3,24.5,6.97,"control","normoxic","ambient",2024-06-17 09:16:00,7.8,"normoxic"
2024-06-17,917,2,24.6,7.01,"control","normoxic","ambient",2024-06-17 09:17:00,7.82,"normoxic"
2024-06-17,917,1,24.6,7.06,"control","normoxic","ambient",2024-06-17 09:17:00,7.78,"normoxic"
2024-06-17,1504,24,27.3,6.19,"warm","normoxic","warm",2024-06-17 15:04:00,7.78,"hypoxic"
2024-06-17,1507,23,27.4,6.48,"warm","normoxic","warm",2024-06-17 15:07:00,7.89,"hypoxic"
2024-06-17,1508,22,27.3,6.41,"warm","normoxic","warm",2024-06-17 15:08:00,7.85,"hypoxic"
2024-06-17,1510,21,27.4,6.23,"warm","normoxic","warm",2024-06-17 15:10:00,7.86,"hypoxic"
2024-06-17,1512,20,27.4,6.3,"warm","normoxic","warm",2024-06-17 15:12:00,7.87,"hypoxic"
2024-06-17,1515,19,27.4,6.26,"warm","normoxic","warm",2024-06-17 15:15:00,7.88,"hypoxic"
2024-06-17,1517,18,27.6,1.87,"both","hypoxic","warm",2024-06-17 15:17:00,7.9,"hypoxic"
2024-06-17,1520,17,27.5,1.91,"both","hypoxic","warm",2024-06-17 15:20:00,7.85,"hypoxic"
2024-06-17,1520,16,27.4,2.25,"both","hypoxic","warm",2024-06-17 15:20:00,7.85,"hypoxic"
2024-06-17,1522,15,27.3,1.93,"both","hypoxic","warm",2024-06-17 15:22:00,7.68,"hypoxic"
2024-06-17,1524,14,27.5,1.74,"both","hypoxic","warm",2024-06-17 15:24:00,7.83,"hypoxic"
2024-06-17,1526,13,27.5,1.78,"both","hypoxic","warm",2024-06-17 15:26:00,7.84,"hypoxic"
2024-06-17,1530,12,25.2,1.62,"hypoxic","hypoxic","ambient",2024-06-17 15:30:00,7.91,"hypoxic"
2024-06-17,1534,11,25.2,1.72,"hypoxic","hypoxic","ambient",2024-06-17 15:34:00,7.94,"hypoxic"
2024-06-17,1535,10,25.2,2.29,"hypoxic","hypoxic","ambient",2024-06-17 15:35:00,7.9,"hypoxic"
2024-06-17,1539,9,25.2,1.68,"hypoxic","hypoxic","ambient",2024-06-17 15:39:00,7.92,"hypoxic"
2024-06-17,1541,8,25.3,1.76,"hypoxic","hypoxic","ambient",2024-06-17 15:41:00,7.97,"hypoxic"
2024-06-17,1542,7,25.2,2.37,"hypoxic","hypoxic","ambient",2024-06-17 15:42:00,7.93,"hypoxic"
2024-06-17,1543,6,25.2,6.53,"control","normoxic","ambient",2024-06-17 15:43:00,7.94,"hypoxic"
2024-06-17,1545,5,25.1,6.74,"control","normoxic","ambient",2024-06-17 15:45:00,7.9,"hypoxic"
2024-06-17,1546,4,25.2,6.72,"control","normoxic","ambient",2024-06-17 15:46:00,7.91,"hypoxic"
2024-06-17,1548,3,25.1,6.7,"control","normoxic","ambient",2024-06-17 15:48:00,7.91,"hypoxic"
2024-06-17,1549,2,25.2,6.83,"control","normoxic","ambient",2024-06-17 15:49:00,7.91,"hypoxic"
2024-06-17,1549,1,25.2,6.87,"control","normoxic","ambient",2024-06-17 15:49:00,7.9,"hypoxic"
2024-06-18,855,1,24.6,6.57,"control","normoxic","ambient",2024-06-18 08:55:00,7.74,"normoxic"
2024-06-18,856,2,24.6,6.73,"control","normoxic","ambient",2024-06-18 08:56:00,7.77,"normoxic"
2024-06-18,857,3,24.5,6.85,"control","normoxic","ambient",2024-06-18 08:57:00,7.76,"normoxic"
2024-06-18,857,4,24.6,6.88,"control","normoxic","ambient",2024-06-18 08:57:00,7.77,"normoxic"
2024-06-18,858,5,24.5,6.88,"control","normoxic","ambient",2024-06-18 08:58:00,7.76,"normoxic"
2024-06-18,859,6,24.6,6.83,"control","normoxic","ambient",2024-06-18 08:59:00,7.76,"normoxic"
2024-06-18,859,7,24.6,6.75,"hypoxic","hypoxic","ambient",2024-06-18 08:59:00,7.76,"normoxic"
2024-06-18,900,8,24.7,6.84,"hypoxic","hypoxic","ambient",2024-06-18 09:00:00,7.81,"normoxic"
2024-06-18,901,9,24.6,6.89,"hypoxic","hypoxic","ambient",2024-06-18 09:01:00,7.8,"normoxic"
2024-06-18,902,10,24.6,6.76,"hypoxic","hypoxic","ambient",2024-06-18 09:02:00,7.73,"normoxic"
2024-06-18,903,11,24.7,6.84,"hypoxic","hypoxic","ambient",2024-06-18 09:03:00,7.79,"normoxic"
2024-06-18,903,12,24.7,6.83,"hypoxic","hypoxic","ambient",2024-06-18 09:03:00,7.78,"normoxic"
2024-06-18,905,13,27.1,6.44,"both","hypoxic","warm",2024-06-18 09:05:00,7.79,"normoxic"
2024-06-18,905,14,27.1,6.47,"both","hypoxic","warm",2024-06-18 09:05:00,7.77,"normoxic"
2024-06-18,906,15,27.1,6.61,"both","hypoxic","warm",2024-06-18 09:06:00,7.82,"normoxic"
2024-06-18,908,16,27.1,6.28,"both","hypoxic","warm",2024-06-18 09:08:00,7.8,"normoxic"
2024-06-18,909,17,27.1,6.81,"both","hypoxic","warm",2024-06-18 09:09:00,7.84,"normoxic"
2024-06-18,910,18,27.1,6.51,"both","hypoxic","warm",2024-06-18 09:10:00,7.74,"normoxic"
2024-06-18,910,19,27,6.53,"warm","normoxic","warm",2024-06-18 09:10:00,7.78,"normoxic"
2024-06-18,911,20,27,6.4,"warm","normoxic","warm",2024-06-18 09:11:00,7.76,"normoxic"
2024-06-18,912,21,27,6.44,"warm","normoxic","warm",2024-06-18 09:12:00,7.76,"normoxic"
2024-06-18,912,22,27.1,6.54,"warm","normoxic","warm",2024-06-18 09:12:00,7.82,"normoxic"
2024-06-18,913,23,27.1,6.52,"warm","normoxic","warm",2024-06-18 09:13:00,7.78,"normoxic"
2024-06-18,914,24,27,6.44,"warm","normoxic","warm",2024-06-18 09:14:00,7.71,"normoxic"
2024-06-18,1524,24,28,6.18,"warm","normoxic","warm",2024-06-18 15:24:00,7.88,"hypoxic"
2024-06-18,1524,23,28,6.44,"warm","normoxic","warm",2024-06-18 15:24:00,7.92,"hypoxic"
2024-06-18,1526,22,28,6.36,"warm","normoxic","warm",2024-06-18 15:26:00,7.95,"hypoxic"
2024-06-18,1527,21,28,6.41,"warm","normoxic","warm",2024-06-18 15:27:00,7.91,"hypoxic"
2024-06-18,1527,20,28,6.41,"warm","normoxic","warm",2024-06-18 15:27:00,7.92,"hypoxic"
2024-06-18,1528,19,28,6.48,"warm","normoxic","warm",2024-06-18 15:28:00,7.94,"hypoxic"
2024-06-18,1530,18,28.1,2.48,"both","hypoxic","warm",2024-06-18 15:30:00,7.56,"hypoxic"
2024-06-18,1531,17,28,2.72,"both","hypoxic","warm",2024-06-18 15:31:00,7.57,"hypoxic"
2024-06-18,1533,16,28.1,2.6,"both","hypoxic","warm",2024-06-18 15:33:00,7.58,"hypoxic"
2024-06-18,1534,15,28.1,2.48,"both","hypoxic","warm",2024-06-18 15:34:00,7.57,"hypoxic"
2024-06-18,1535,14,28.1,2.9,"both","hypoxic","warm",2024-06-18 15:35:00,7.57,"hypoxic"
2024-06-18,1536,13,28.1,2.89,"both","hypoxic","warm",2024-06-18 15:36:00,7.59,"hypoxic"
2024-06-18,1538,12,26,2.05,"hypoxic","hypoxic","ambient",2024-06-18 15:38:00,7.63,"hypoxic"
2024-06-18,1539,11,26,2.12,"hypoxic","hypoxic","ambient",2024-06-18 15:39:00,7.64,"hypoxic"
2024-06-18,1540,10,25.9,2.45,"hypoxic","hypoxic","ambient",2024-06-18 15:40:00,7.6,"hypoxic"
2024-06-18,1541,9,25.9,2.5,"hypoxic","hypoxic","ambient",2024-06-18 15:41:00,7.61,"hypoxic"
2024-06-18,1541,8,25.9,2.54,"hypoxic","hypoxic","ambient",2024-06-18 15:41:00,7.61,"hypoxic"
2024-06-18,1543,7,25.8,1.89,"hypoxic","hypoxic","ambient",2024-06-18 15:43:00,7.59,"hypoxic"
2024-06-18,1544,6,25.9,6.64,"control","normoxic","ambient",2024-06-18 15:44:00,7.95,"hypoxic"
2024-06-18,1547,5,25.8,6.23,"control","normoxic","ambient",2024-06-18 15:47:00,7.95,"hypoxic"
2024-06-18,1548,4,25.9,6.73,"control","normoxic","ambient",2024-06-18 15:48:00,7.94,"hypoxic"
2024-06-18,1549,3,25.8,6.87,"control","normoxic","ambient",2024-06-18 15:49:00,7.97,"hypoxic"
2024-06-18,1549,2,25.8,6.86,"control","normoxic","ambient",2024-06-18 15:49:00,7.94,"hypoxic"
2024-06-18,1550,1,25.9,6.9,"control","normoxic","ambient",2024-06-18 15:50:00,7.93,"hypoxic"
2024-06-19,855,24,27.1,6.17,"warm","normoxic","warm",2024-06-19 08:55:00,7.73,"normoxic"
2024-06-19,856,23,27.1,6.37,"warm","normoxic","warm",2024-06-19 08:56:00,7.69,"normoxic"
2024-06-19,859,22,27.1,6.01,"warm","normoxic","warm",2024-06-19 08:59:00,7.73,"normoxic"
2024-06-19,900,21,27.1,6.27,"warm","normoxic","warm",2024-06-19 09:00:00,7.7,"normoxic"
2024-06-19,902,20,27.2,6.21,"warm","normoxic","warm",2024-06-19 09:02:00,7.69,"normoxic"
2024-06-19,904,19,27.1,6.38,"warm","normoxic","warm",2024-06-19 09:04:00,7.74,"normoxic"
2024-06-19,906,18,27.2,6.2,"both","hypoxic","warm",2024-06-19 09:06:00,7.72,"normoxic"
2024-06-19,907,17,27.2,5.92,"both","hypoxic","warm",2024-06-19 09:07:00,7.68,"normoxic"
2024-06-19,909,16,27.2,6.07,"both","hypoxic","warm",2024-06-19 09:09:00,7.71,"normoxic"
2024-06-19,910,15,27.2,6.52,"both","hypoxic","warm",2024-06-19 09:10:00,7.71,"normoxic"
2024-06-19,912,14,27.2,5.98,"both","hypoxic","warm",2024-06-19 09:12:00,7.69,"normoxic"
2024-06-19,913,13,27.2,5.93,"both","hypoxic","warm",2024-06-19 09:13:00,7.69,"normoxic"
2024-06-19,915,12,24.7,6.74,"hypoxic","hypoxic","ambient",2024-06-19 09:15:00,7.74,"normoxic"
2024-06-19,915,11,24.6,6.94,"hypoxic","hypoxic","ambient",2024-06-19 09:15:00,7.76,"normoxic"
2024-06-19,916,10,24.6,6.89,"hypoxic","hypoxic","ambient",2024-06-19 09:16:00,7.75,"normoxic"
2024-06-19,918,9,24.6,6.53,"hypoxic","hypoxic","ambient",2024-06-19 09:18:00,7.72,"normoxic"
2024-06-19,919,8,24.6,6.83,"hypoxic","hypoxic","ambient",2024-06-19 09:19:00,7.72,"normoxic"
2024-06-19,920,7,24.6,6.82,"hypoxic","hypoxic","ambient",2024-06-19 09:20:00,7.72,"normoxic"
2024-06-19,922,6,24.6,6.65,"control","normoxic","ambient",2024-06-19 09:22:00,7.71,"normoxic"
2024-06-19,923,5,24.5,6.94,"control","normoxic","ambient",2024-06-19 09:23:00,7.69,"normoxic"
2024-06-19,923,4,24.6,6.89,"control","normoxic","ambient",2024-06-19 09:23:00,7.72,"normoxic"
2024-06-19,924,3,24.5,6.94,"control","normoxic","ambient",2024-06-19 09:24:00,7.71,"normoxic"
2024-06-19,925,2,24.5,7,"control","normoxic","ambient",2024-06-19 09:25:00,7.71,"normoxic"
2024-06-19,927,1,24.6,6.54,"control","normoxic","ambient",2024-06-19 09:27:00,7.67,"normoxic"
2024-06-19,1523,24,28.5,6.27,"warm","normoxic","warm",2024-06-19 15:23:00,7.8,"hypoxic"
2024-06-19,1522,23,28.5,6.31,"warm","normoxic","warm",2024-06-19 15:22:00,7.81,"hypoxic"
2024-06-19,1525,22,28.5,6.29,"warm","normoxic","warm",2024-06-19 15:25:00,7.83,"hypoxic"
2024-06-19,1526,21,28.5,6.38,"warm","normoxic","warm",2024-06-19 15:26:00,7.81,"hypoxic"
2024-06-19,1528,20,28.5,5.85,"warm","normoxic","warm",2024-06-19 15:28:00,7.81,"hypoxic"
2024-06-19,1532,19,28.6,5.35,"warm","normoxic","warm",2024-06-19 15:32:00,7.84,"hypoxic"
2024-06-19,1536,18,28.7,0.5,"both","hypoxic","warm",2024-06-19 15:36:00,7.53,"hypoxic"
2024-06-19,1538,17,28.5,1.01,"both","hypoxic","warm",2024-06-19 15:38:00,7.5,"hypoxic"
2024-06-19,1541,16,28.6,0.6,"both","hypoxic","warm",2024-06-19 15:41:00,7.51,"hypoxic"
2024-06-19,1544,15,28.7,0.96,"both","hypoxic","warm",2024-06-19 15:44:00,7.52,"hypoxic"
2024-06-19,1546,14,28.6,0.8,"both","hypoxic","warm",2024-06-19 15:46:00,7.49,"hypoxic"
2024-06-19,1548,13,28.7,1.14,"both","hypoxic","warm",2024-06-19 15:48:00,7.51,"hypoxic"
2024-06-19,1552,12,26.4,1.02,"hypoxic","hypoxic","ambient",2024-06-19 15:52:00,7.6,"hypoxic"
2024-06-19,1553,11,26.4,1.97,"hypoxic","hypoxic","ambient",2024-06-19 15:53:00,7.61,"hypoxic"
2024-06-19,1556,10,26.3,1.37,"hypoxic","hypoxic","ambient",2024-06-19 15:56:00,7.57,"hypoxic"
2024-06-19,1558,9,26.3,1.29,"hypoxic","hypoxic","ambient",2024-06-19 15:58:00,7.58,"hypoxic"
2024-06-19,1601,8,26.3,1.31,"hypoxic","hypoxic","ambient",2024-06-19 16:01:00,7.58,"hypoxic"
2024-06-19,1604,7,26.2,1.09,"hypoxic","hypoxic","ambient",2024-06-19 16:04:00,7.57,"hypoxic"
2024-06-19,1605,6,26.3,6.6,"control","normoxic","ambient",2024-06-19 16:05:00,7.87,"hypoxic"
2024-06-19,1608,5,26.1,6.93,"control","normoxic","ambient",2024-06-19 16:08:00,7.87,"hypoxic"
2024-06-19,1612,4,26.3,6.38,"control","normoxic","ambient",2024-06-19 16:12:00,7.88,"hypoxic"
2024-06-19,1613,3,26.2,6.82,"control","normoxic","ambient",2024-06-19 16:13:00,7.9,"hypoxic"
2024-06-19,1615,2,26.3,6.57,"control","normoxic","ambient",2024-06-19 16:15:00,7.88,"hypoxic"
2024-06-19,1617,1,26.3,6.47,"control","normoxic","ambient",2024-06-19 16:17:00,7.86,"hypoxic"
2024-06-20,914,1,24.6,6.52,"control","normoxic","ambient",2024-06-20 09:14:00,7.65,"normoxic"
2024-06-20,915,2,24.6,6.68,"control","normoxic","ambient",2024-06-20 09:15:00,7.69,"normoxic"
2024-06-20,916,3,24.6,6.7,"control","normoxic","ambient",2024-06-20 09:16:00,7.67,"normoxic"
2024-06-20,916,4,24.6,6.66,"control","normoxic","ambient",2024-06-20 09:16:00,7.6,"normoxic"
2024-06-20,917,5,24.6,6.71,"control","normoxic","ambient",2024-06-20 09:17:00,7.64,"normoxic"
2024-06-20,918,6,24.6,6.73,"control","normoxic","ambient",2024-06-20 09:18:00,7.66,"normoxic"
2024-06-20,919,7,24.6,6.72,"hypoxic","hypoxic","ambient",2024-06-20 09:19:00,7.68,"normoxic"
2024-06-20,920,8,24.6,6.65,"hypoxic","hypoxic","ambient",2024-06-20 09:20:00,7.64,"normoxic"
2024-06-20,920,9,24.6,6.68,"hypoxic","hypoxic","ambient",2024-06-20 09:20:00,7.63,"normoxic"
2024-06-20,921,10,24.6,6.68,"hypoxic","hypoxic","ambient",2024-06-20 09:21:00,7.63,"normoxic"
2024-06-20,922,11,24.6,6.69,"hypoxic","hypoxic","ambient",2024-06-20 09:22:00,7.65,"normoxic"
2024-06-20,923,12,24.5,6.76,"hypoxic","hypoxic","ambient",2024-06-20 09:23:00,7.67,"normoxic"
2024-06-20,923,13,27.4,6.7,"both","hypoxic","warm",2024-06-20 09:23:00,7.73,"normoxic"
2024-06-20,924,14,27.4,6.74,"both","hypoxic","warm",2024-06-20 09:24:00,7.72,"normoxic"
2024-06-20,925,15,27.4,6.65,"both","hypoxic","warm",2024-06-20 09:25:00,7.71,"normoxic"
2024-06-20,926,16,27.4,6.64,"both","hypoxic","warm",2024-06-20 09:26:00,7.73,"normoxic"
2024-06-20,926,17,27.4,6.69,"both","hypoxic","warm",2024-06-20 09:26:00,7.71,"normoxic"
2024-06-20,927,18,27.4,6.56,"both","hypoxic","warm",2024-06-20 09:27:00,7.68,"normoxic"
2024-06-20,929,19,27.4,5.85,"warm","normoxic","warm",2024-06-20 09:29:00,7.66,"normoxic"
2024-06-20,929,20,27.4,5.87,"warm","normoxic","warm",2024-06-20 09:29:00,7.63,"normoxic"
2024-06-20,931,21,27.4,5.67,"warm","normoxic","warm",2024-06-20 09:31:00,7.61,"normoxic"
2024-06-20,932,22,27.4,5.86,"warm","normoxic","warm",2024-06-20 09:32:00,7.63,"normoxic"
2024-06-20,933,23,27.4,5.95,"warm","normoxic","warm",2024-06-20 09:33:00,7.58,"normoxic"
2024-06-20,933,24,27.4,5.87,"warm","normoxic","warm",2024-06-20 09:33:00,7.63,"normoxic"
2024-06-20,1518,1,26.2,6.61,"control","normoxic","ambient",2024-06-20 15:18:00,7.63,"hypoxic"
2024-06-20,1519,2,26.2,6.58,"control","normoxic","ambient",2024-06-20 15:19:00,7.75,"hypoxic"
2024-06-20,1520,3,26.1,6.73,"control","normoxic","ambient",2024-06-20 15:20:00,7.78,"hypoxic"
2024-06-20,1520,4,26.1,6.58,"control","normoxic","ambient",2024-06-20 15:20:00,7.75,"hypoxic"
2024-06-20,1521,5,26.2,6.69,"control","normoxic","ambient",2024-06-20 15:21:00,7.81,"hypoxic"
2024-06-20,1522,6,26.1,6.74,"control","normoxic","ambient",2024-06-20 15:22:00,7.84,"hypoxic"
2024-06-20,1524,7,24.7,2.3,"hypoxic","hypoxic","ambient",2024-06-20 15:24:00,7.46,"hypoxic"
2024-06-20,1526,8,26.1,0.45,"hypoxic","hypoxic","ambient",2024-06-20 15:26:00,7.9,"hypoxic"
2024-06-20,1527,9,24.8,2.25,"hypoxic","hypoxic","ambient",2024-06-20 15:27:00,7.57,"hypoxic"
2024-06-20,1528,10,25.4,1.01,"hypoxic","hypoxic","ambient",2024-06-20 15:28:00,7.67,"hypoxic"
2024-06-20,1529,11,25.9,0.9,"hypoxic","hypoxic","ambient",2024-06-20 15:29:00,7.83,"hypoxic"
