date,time,tank_num,temp_C,oxygen_conc_mgL,treatment,DO_treat,temp_treat,date_time,pH,cycle,measurement_error
8/7/24,904,9,27.3,6.28,hypoxic,hypoxic,ambient,8/7/24 9:04,7.53,normoxic,
8/7/24,906,8,27.4,6.47,hypoxic,hypoxic,ambient,8/7/24 9:06,7.48,normoxic,
8/7/24,907,7,27.6,6.74,hypoxic,hypoxic,ambient,8/7/24 9:07,7.52,normoxic,
8/7/24,909,6,27.5,6.55,control,normoxic,ambient,8/7/24 9:09,7.6,normoxic,
8/7/24,911,5,27.3,6.64,control,normoxic,ambient,8/7/24 9:11,7.56,normoxic,
8/7/24,912,4,27.4,6.64,control,normoxic,ambient,8/7/24 9:12,7.6,normoxic,
8/7/24,913,3,27.4,6.54,control,normoxic,ambient,8/7/24 9:13,7.59,normoxic,
8/7/24,915,2,27.4,6.56,control,normoxic,ambient,8/7/24 9:15,7.62,normoxic,
8/7/24,917,1,27.5,6.72,control,normoxic,ambient,8/7/24 9:17,7.63,normoxic,
8/7/24,1506,24,30,5.96,warm,normoxic,warm,8/7/24 15:06,7.55,hypoxic,
8/7/24,1508,23,29.8,5.78,warm,normoxic,warm,8/7/24 15:08,7.63,hypoxic,
8/7/24,1510,22,30.1,5.76,warm,normoxic,warm,8/7/24 15:10,7.61,hypoxic,
8/7/24,1512,21,30.3,5.8,warm,normoxic,warm,8/7/24 15:12,7.62,hypoxic,
8/7/24,1514,20,30.3,5.93,warm,normoxic,warm,8/7/24 15:14,7.66,hypoxic,
8/7/24,1515,19,30.4,5.99,warm,normoxic,warm,8/7/24 15:15,7.68,hypoxic,
8/7/24,1518,18,30.5,0.23,both,hypoxic,warm,8/7/24 15:18,7.67,hypoxic,
8/7/24,1520,17,30.4,0.36,both,hypoxic,warm,8/7/24 15:20,7.66,hypoxic,
8/7/24,1522,16,30.4,0.56,both,hypoxic,warm,8/7/24 15:22,7.66,hypoxic,
8/7/24,1524,15,30.5,0.22,both,hypoxic,warm,8/7/24 15:24,7.7,hypoxic,
8/7/24,1527,14,30.5,0.27,both,hypoxic,warm,8/7/24 15:27,7.69,hypoxic,
8/7/24,1529,13,30.5,0.34,both,hypoxic,warm,8/7/24 15:29,7.67,hypoxic,
8/7/24,1531,12,27.5,1.31,hypoxic,hypoxic,ambient,8/7/24 15:31,7.46,hypoxic,
8/7/24,1533,11,27.6,0.36,hypoxic,hypoxic,ambient,8/7/24 15:33,7.61,hypoxic,
8/7/24,1535,10,27.7,0.48,hypoxic,hypoxic,ambient,8/7/24 15:35,7.6,hypoxic,
8/7/24,1537,9,27.6,0.47,hypoxic,hypoxic,ambient,8/7/24 15:37,7.63,hypoxic,
8/7/24,1539,8,27.7,0.42,hypoxic,hypoxic,ambient,8/7/24 15:39,7.65,hypoxic,
8/7/24,1541,7,27.7,0.51,hypoxic,hypoxic,ambient,8/7/24 15:41,7.5,hypoxic,
8/7/24,1543,6,26.9,5.78,control,normoxic,ambient,8/7/24 15:43,7.19,hypoxic,
8/7/24,1544,5,26.8,5.8,control,normoxic,ambient,8/7/24 15:44,7.33,hypoxic,
8/7/24,1546,4,27.3,5.89,control,normoxic,ambient,8/7/24 15:46,7.46,hypoxic,
8/7/24,1548,3,27.3,6.1,control,normoxic,ambient,8/7/24 15:48,7.47,hypoxic,
8/7/24,1549,2,27.3,5.96,control,normoxic,ambient,8/7/24 15:49,7.43,hypoxic,
8/7/24,1551,1,27.2,6.03,control,normoxic,ambient,8/7/24 15:51,7.44,hypoxic,
8/8/24,852,1,26.3,5.83,control,normoxic,ambient,8/8/24 8:52,7.24,normoxic,
8/8/24,855,2,26.8,6.56,control,normoxic,ambient,8/8/24 8:55,5.14,normoxic,Y
8/8/24,858,3,26.8,6.58,control,normoxic,ambient,8/8/24 8:58,6.18,normoxic,
8/8/24,902,4,26.8,6.65,control,normoxic,ambient,8/8/24 9:02,6.74,normoxic,
8/8/24,904,5,25.9,5.78,control,normoxic,ambient,8/8/24 9:04,7.32,normoxic,
8/8/24,907,6,26.2,5.74,control,normoxic,ambient,8/8/24 9:07,6.94,normoxic,
8/8/24,909,7,27.1,6.81,hypoxic,hypoxic,ambient,8/8/24 9:09,7.1,normoxic,
8/8/24,910,8,27.2,6.88,hypoxic,hypoxic,ambient,8/8/24 9:10,7.11,normoxic,
8/8/24,911,9,27.1,6.79,hypoxic,hypoxic,ambient,8/8/24 9:11,7.14,normoxic,
8/8/24,912,10,27.2,6.93,hypoxic,hypoxic,ambient,8/8/24 9:12,7.19,normoxic,
8/8/24,914,11,27.1,6.81,hypoxic,hypoxic,ambient,8/8/24 9:14,7.32,normoxic,
8/8/24,916,12,26.4,4.42,hypoxic,hypoxic,ambient,8/8/24 9:16,7.31,normoxic,
8/8/24,917,13,30.1,6.08,both,hypoxic,warm,8/8/24 9:17,7.15,normoxic,
8/8/24,918,14,30.2,6.11,both,hypoxic,warm,8/8/24 9:18,7.5,normoxic,
8/8/24,918,15,30.2,6.14,both,hypoxic,warm,8/8/24 9:18,7.53,normoxic,
8/8/24,919,16,30.1,6.02,both,hypoxic,warm,8/8/24 9:19,7.49,normoxic,
8/8/24,920,17,30.1,5.94,both,hypoxic,warm,8/8/24 9:20,7.48,normoxic,
8/8/24,921,18,30.2,5.97,both,hypoxic,warm,8/8/24 9:21,7.47,normoxic,
8/8/24,922,19,28.5,5.02,warm,normoxic,warm,8/8/24 9:22,7.38,normoxic,
8/8/24,924,20,26.8,4.39,warm,normoxic,warm,8/8/24 9:24,7.08,normoxic,
8/8/24,927,21,26.5,3.89,warm,normoxic,warm,8/8/24 9:27,7.02,normoxic,
8/8/24,928,22,27.5,4.4,warm,normoxic,warm,8/8/24 9:28,7.18,normoxic,
8/8/24,929,23,25.8,3.5,warm,normoxic,warm,8/8/24 9:29,7.22,normoxic,
8/8/24,931,24,25.7,3.27,warm,normoxic,warm,8/8/24 9:31,7,normoxic,
8/8/24,1510,1,26.9,6.61,control,normoxic,ambient,8/8/24 15:10,7.62,hypoxic,
8/8/24,1510,2,27.1,6.75,control,normoxic,ambient,8/8/24 15:10,7.67,hypoxic,
8/8/24,1511,3,27.1,6.8,control,normoxic,ambient,8/8/24 15:11,7.67,hypoxic,
8/8/24,1512,4,27.1,6.59,control,normoxic,ambient,8/8/24 15:12,7.86,hypoxic,
8/8/24,1514,5,26.2,5.93,control,normoxic,ambient,8/8/24 15:14,7.47,hypoxic,
8/8/24,1514,6,26.1,5.75,control,normoxic,ambient,8/8/24 15:14,7.46,hypoxic,
8/8/24,1517,7,27.1,0.45,hypoxic,hypoxic,ambient,8/8/24 15:17,7.71,hypoxic,
8/8/24,1517,8,27.1,0.57,hypoxic,hypoxic,ambient,8/8/24 15:17,7.71,hypoxic,
8/8/24,1518,9,27.1,1.17,hypoxic,hypoxic,ambient,8/8/24 15:18,7.72,hypoxic,
8/8/24,1520,10,27.2,0.39,hypoxic,hypoxic,ambient,8/8/24 15:20,7.74,hypoxic,
8/8/24,1520,11,27.1,0.4,hypoxic,hypoxic,ambient,8/8/24 15:20,7.74,hypoxic,
8/8/24,1522,12,26.7,1.94,hypoxic,hypoxic,ambient,8/8/24 15:22,7.58,hypoxic,
8/8/24,1524,13,29.6,1.04,both,hypoxic,warm,8/8/24 15:24,7.51,hypoxic,
8/8/24,1525,14,29.9,0.58,both,hypoxic,warm,8/8/24 15:25,7.54,hypoxic,
8/8/24,1526,15,29.9,0.58,both,hypoxic,warm,8/8/24 15:26,7.55,hypoxic,
8/8/24,1526,16,29.8,0.47,both,hypoxic,warm,8/8/24 15:26,7.58,hypoxic,
8/8/24,1530,17,29.3,2.95,both,hypoxic,warm,8/8/24 15:30,7.35,hypoxic,
8/8/24,1532,18,29.8,0.33,both,hypoxic,warm,8/8/24 15:32,7.54,hypoxic,
8/8/24,1533,19,29,5.86,warm,normoxic,warm,8/8/24 15:33,7.51,hypoxic,
8/8/24,1534,20,28.7,5.82,warm,normoxic,warm,8/8/24 15:34,7.5,hypoxic,
8/8/24,1536,21,28,5.02,warm,normoxic,warm,8/8/24 15:36,7.27,hypoxic,
8/8/24,1537,22,28.7,5.9,warm,normoxic,warm,8/8/24 15:37,7.34,hypoxic,
8/8/24,1538,23,28.5,5.54,warm,normoxic,warm,8/8/24 15:38,7.35,hypoxic,
8/8/24,1540,24,28.3,5.24,warm,normoxic,warm,8/8/24 15:40,7.32,hypoxic,
8/9/24,852,24,29.8,6.54,warm,normoxic,warm,8/9/24 8:52,7.6,normoxic,
8/9/24,853,23,29.8,6.64,warm,normoxic,warm,8/9/24 8:53,7.6,normoxic,
8/9/24,854,22,30,6.73,warm,normoxic,warm,8/9/24 8:54,7.69,normoxic,
8/9/24,855,21,29.9,6.64,warm,normoxic,warm,8/9/24 8:55,7.63,normoxic,
8/9/24,856,20,29.9,6.66,warm,normoxic,warm,8/9/24 8:56,7.64,normoxic,
8/9/24,857,19,29.8,6.36,warm,normoxic,warm,8/9/24 8:57,7.64,normoxic,
8/9/24,858,18,29.8,6.2,both,hypoxic,warm,8/9/24 8:58,7.56,normoxic,
8/9/24,902,17,27.9,3.29,both,hypoxic,warm,8/9/24 9:02,7.16,normoxic,
8/9/24,904,16,29.7,6.03,both,hypoxic,warm,8/9/24 9:04,7.56,normoxic,
8/9/24,905,15,29.9,6.28,both,hypoxic,warm,8/9/24 9:05,7.59,normoxic,
8/9/24,906,14,29.9,6.16,both,hypoxic,warm,8/9/24 9:06,7.56,normoxic,
8/9/24,908,13,29.7,5.8,both,hypoxic,warm,8/9/24 9:08,7.54,normoxic,
8/9/24,910,12,25.1,2.68,hypoxic,hypoxic,ambient,8/9/24 9:10,7.43,normoxic,
8/9/24,912,11,26.9,6.87,hypoxic,hypoxic,ambient,8/9/24 9:12,7.71,normoxic,
8/9/24,913,10,26.9,7.1,hypoxic,hypoxic,ambient,8/9/24 9:13,7.72,normoxic,
8/9/24,915,9,26.8,6.74,hypoxic,hypoxic,ambient,8/9/24 9:15,7.68,normoxic,
8/9/24,917,8,26.8,6.81,hypoxic,hypoxic,ambient,8/9/24 9:17,7.69,normoxic,
8/9/24,918,7,26.9,6.95,hypoxic,hypoxic,ambient,8/9/24 9:18,7.72,normoxic,
8/9/24,920,6,24.5,4.61,control,normoxic,ambient,8/9/24 9:20,7.08,normoxic,
8/9/24,923,5,25.8,6.05,control,normoxic,ambient,8/9/24 9:23,7.47,normoxic,
8/9/24,925,4,26.8,7.07,control,normoxic,ambient,8/9/24 9:25,7.61,normoxic,
8/9/24,927,3,26.9,6.88,control,normoxic,ambient,8/9/24 9:27,7.61,normoxic,
8/9/24,928,2,26.9,6.94,control,normoxic,ambient,8/9/24 9:28,7.61,normoxic,
8/9/24,929,1,26.7,7.05,control,normoxic,ambient,8/9/24 9:29,7.59,normoxic,
8/9/24,1506,24,29.5,6.77,warm,normoxic,warm,8/9/24 15:06,7.61,hypoxic,
8/9/24,1507,23,29.5,6.83,warm,normoxic,warm,8/9/24 15:07,7.6,hypoxic,
8/9/24,1507,22,29.4,6.83,warm,normoxic,warm,8/9/24 15:07,7.58,hypoxic,
8/9/24,1508,21,29.5,6.77,warm,normoxic,warm,8/9/24 15:08,7.58,hypoxic,
8/9/24,1509,20,29.5,6.75,warm,normoxic,warm,8/9/24 15:09,7.6,hypoxic,
8/9/24,1510,19,29.5,6.87,warm,normoxic,warm,8/9/24 15:10,7.6,hypoxic,
8/9/24,1512,18,29.5,0.75,both,hypoxic,warm,8/9/24 15:12,7.64,hypoxic,
8/9/24,1514,17,29.5,0.76,both,hypoxic,warm,8/9/24 15:14,7.63,hypoxic,
8/9/24,1517,16,29.6,0.73,both,hypoxic,warm,8/9/24 15:17,7.64,hypoxic,
8/9/24,1518,15,29.5,0.87,both,hypoxic,warm,8/9/24 15:18,7.63,hypoxic,
8/9/24,1520,14,29.6,0.92,both,hypoxic,warm,8/9/24 15:20,7.63,hypoxic,
8/9/24,1522,13,29.5,0.88,both,hypoxic,warm,8/9/24 15:22,7.63,hypoxic,
8/9/24,1524,12,27.3,0.96,hypoxic,hypoxic,ambient,8/9/24 15:24,7.63,hypoxic,
8/9/24,1526,11,27.3,0.66,hypoxic,hypoxic,ambient,8/9/24 15:26,7.65,hypoxic,
8/9/24,1528,10,27.3,0.76,hypoxic,hypoxic,ambient,8/9/24 15:28,7.66,hypoxic,
8/9/24,1530,9,27.2,0.68,hypoxic,hypoxic,ambient,8/9/24 15:30,7.62,hypoxic,
8/9/24,1532,8,27.4,0.6,hypoxic,hypoxic,ambient,8/9/24 15:32,7.67,hypoxic,
8/9/24,1534,7,27.3,0.87,hypoxic,hypoxic,ambient,8/9/24 15:34,7.67,hypoxic,
8/9/24,1535,6,27.3,6.86,control,normoxic,ambient,8/9/24 15:35,7.5,hypoxic,
8/9/24,1537,5,27.3,6.84,control,normoxic,ambient,8/9/24 15:37,7.5,hypoxic,
8/9/24,1539,4,27.3,6.99,control,normoxic,ambient,8/9/24 15:39,7.48,hypoxic,
8/9/24,1540,3,27.3,7.06,control,normoxic,ambient,8/9/24 15:40,7.5,hypoxic,
8/9/24,1541,2,27.4,7.09,control,normoxic,ambient,8/9/24 15:41,7.49,hypoxic,
8/9/24,1543,1,27.3,7.1,control,normoxic,ambient,8/9/24 15:43,7.51,hypoxic,
8/10/24,854,1,27,6.88,control,normoxic,ambient,8/10/24 8:54,7.52,normoxic,
8/10/24,855,2,27,6.89,control,normoxic,ambient,8/10/24 8:55,7.52,normoxic,
8/10/24,856,3,27,6.76,control,normoxic,ambient,8/10/24 8:56,7.54,normoxic,
8/10/24,857,4,26.9,6.82,control,normoxic,ambient,8/10/24 8:57,7.57,normoxic,
8/10/24,857,5,27,6.81,control,normoxic,ambient,8/10/24 8:57,7.58,normoxic,
8/10/24,858,6,27,6.91,control,normoxic,ambient,8/10/24 8:58,7.58,normoxic,
8/10/24,859,7,27.1,6.86,hypoxic,hypoxic,ambient,8/10/24 8:59,7.58,normoxic,
8/10/24,900,8,27.1,7.02,hypoxic,hypoxic,ambient,8/10/24 9:00,7.6,normoxic,
8/10/24,901,9,27,6.6,hypoxic,hypoxic,ambient,8/10/24 9:01,7.56,normoxic,
8/10/24,902,10,27.1,6.82,hypoxic,hypoxic,ambient,8/10/24 9:02,7.59,normoxic,
8/10/24,903,11,27.1,6.97,hypoxic,hypoxic,ambient,8/10/24 9:03,7.6,normoxic,
8/10/24,904,12,27,6.75,hypoxic,hypoxic,ambient,8/10/24 9:04,7.57,normoxic,
8/10/24,906,13,29.4,5.71,both,hypoxic,warm,8/10/24 9:06,7.47,normoxic,
8/10/24,907,14,29.5,5.85,both,hypoxic,warm,8/10/24 9:07,7.45,normoxic,
8/10/24,908,15,29.5,6.05,both,hypoxic,warm,8/10/24 9:08,7.48,normoxic,
8/10/24,909,16,29.4,5.92,both,hypoxic,warm,8/10/24 9:09,7.45,normoxic,
8/10/24,911,17,29.4,5.68,both,hypoxic,warm,8/10/24 9:11,7.46,normoxic,
8/10/24,913,18,29.4,5.6,both,hypoxic,warm,8/10/24 9:13,7.45,normoxic,
8/10/24,915,19,29.4,6.34,warm,normoxic,warm,8/10/24 9:15,7.56,normoxic,
8/10/24,915,20,29.4,6.58,warm,normoxic,warm,8/10/24 9:15,7.56,normoxic,
8/10/24,916,21,29.3,6.61,warm,normoxic,warm,8/10/24 9:16,7.57,normoxic,
8/10/24,918,22,29.3,6.56,warm,normoxic,warm,8/10/24 9:18,7.56,normoxic,
8/10/24,919,23,29.2,6.36,warm,normoxic,warm,8/10/24 9:19,7.57,normoxic,
8/10/24,920,24,29.3,6.53,warm,normoxic,warm,8/10/24 9:20,7.57,normoxic,
8/10/24,1508,1,27.6,6.86,control,normoxic,ambient,8/10/24 15:08,7.59,hypoxic,
8/10/24,1508,2,27.7,6.78,control,normoxic,ambient,8/10/24 15:08,7.59,hypoxic,
8/10/24,1509,3,27.7,6.77,control,normoxic,ambient,8/10/24 15:09,7.59,hypoxic,
8/10/24,1510,4,27.6,6.73,control,normoxic,ambient,8/10/24 15:10,7.59,hypoxic,
8/10/24,1511,5,27.6,6.83,control,normoxic,ambient,8/10/24 15:11,7.68,hypoxic,
8/10/24,1511,6,27.6,6.8,control,normoxic,ambient,8/10/24 15:11,7.67,hypoxic,
8/10/24,1514,7,27.6,0.85,hypoxic,hypoxic,ambient,8/10/24 15:14,7.81,hypoxic,
8/10/24,1515,8,27.3,1.24,hypoxic,hypoxic,ambient,8/10/24 15:15,7.69,hypoxic,
8/10/24,1516,9,27.6,0.65,hypoxic,hypoxic,ambient,8/10/24 15:16,7.8,hypoxic,
8/10/24,1517,10,27.7,0.76,hypoxic,hypoxic,ambient,8/10/24 15:17,7.82,hypoxic,
8/10/24,1517,11,27.5,0.85,hypoxic,hypoxic,ambient,8/10/24 15:17,7.75,hypoxic,
8/10/24,1518,12,27.3,1.39,hypoxic,hypoxic,ambient,8/10/24 15:18,7.75,hypoxic,
8/10/24,1524,13,30.2,0.72,both,hypoxic,warm,8/10/24 15:24,7.66,hypoxic,
8/10/24,1524,14,30,0.92,both,hypoxic,warm,8/10/24 15:24,7.59,hypoxic,
8/10/24,1525,15,30.1,0.93,both,hypoxic,warm,8/10/24 15:25,7.64,hypoxic,
8/10/24,1526,16,30.2,0.77,both,hypoxic,warm,8/10/24 15:26,7.64,hypoxic,
8/10/24,1527,17,30,1.02,both,hypoxic,warm,8/10/24 15:27,7.62,hypoxic,
8/10/24,1528,18,30.3,0.63,both,hypoxic,warm,8/10/24 15:28,7.66,hypoxic,
8/10/24,1530,19,30.2,6.49,warm,normoxic,warm,8/10/24 15:30,7.7,hypoxic,
8/10/24,1531,20,29.9,6.28,warm,normoxic,warm,8/10/24 15:31,7.64,hypoxic,
8/10/24,1532,21,30.2,6.53,warm,normoxic,warm,8/10/24 15:32,7.7,hypoxic,
8/10/24,1533,22,30.2,6.58,warm,normoxic,warm,8/10/24 15:33,7.7,hypoxic,
8/10/24,1534,23,30.1,6.55,warm,normoxic,warm,8/10/24 15:34,7.67,hypoxic,
8/10/24,1535,24,28.6,5.65,warm,normoxic,warm,8/10/24 15:35,7.46,hypoxic,
8/11/24,853,24,29.3,6.36,warm,normoxic,warm,8/11/24 8:53,7.55,normoxic,
8/11/24,855,23,29.4,6.32,warm,normoxic,warm,8/11/24 8:55,7.57,normoxic,
8/11/24,856,22,29.4,6.57,warm,normoxic,warm,8/11/24 8:56,7.58,normoxic,
8/11/24,857,21,29.4,6.61,warm,normoxic,warm,8/11/24 8:57,7.58,normoxic,
8/11/24,859,20,29.3,6.21,warm,normoxic,warm,8/11/24 8:59,7.56,normoxic,
8/11/24,900,19,29.5,6.44,warm,normoxic,warm,8/11/24 9:00,7.57,normoxic,
8/11/24,902,18,29.6,5.96,both,hypoxic,warm,8/11/24 9:02,7.46,normoxic,
8/11/24,903,17,29.4,5.95,both,hypoxic,warm,8/11/24 9:03,7.42,normoxic,
8/11/24,904,16,29.6,5.98,both,hypoxic,warm,8/11/24 9:04,7.45,normoxic,
8/11/24,905,15,29.5,5.96,both,hypoxic,warm,8/11/24 9:05,7.45,normoxic,
8/11/24,906,14,29.5,5.9,both,hypoxic,warm,8/11/24 9:06,7.43,normoxic,
8/11/24,908,13,29.6,6.05,both,hypoxic,warm,8/11/24 9:08,7.46,normoxic,
8/11/24,910,12,27.1,6.41,hypoxic,hypoxic,ambient,8/11/24 9:10,7.27,normoxic,
8/11/24,912,11,27.1,6.21,hypoxic,hypoxic,ambient,8/11/24 9:12,7.24,normoxic,
8/11/24,913,10,27.3,6.67,hypoxic,hypoxic,ambient,8/11/24 9:13,7.33,normoxic,
8/11/24,914,9,27.4,6.99,hypoxic,hypoxic,ambient,8/11/24 9:14,7.4,normoxic,
8/11/24,916,8,27,5.81,hypoxic,hypoxic,ambient,8/11/24 9:16,7.34,normoxic,
8/11/24,918,7,27.2,6.56,hypoxic,hypoxic,ambient,8/11/24 9:18,7.42,normoxic,
8/11/24,920,6,27.2,6.61,control,normoxic,ambient,8/11/24 9:20,7.38,normoxic,
8/11/24,921,5,27.2,6.72,control,normoxic,ambient,8/11/24 9:21,7.39,normoxic,
8/11/24,923,4,27.2,6.68,control,normoxic,ambient,8/11/24 9:23,7.41,normoxic,
8/11/24,925,3,27.2,6.72,control,normoxic,ambient,8/11/24 9:25,7.43,normoxic,
8/11/24,926,2,27.2,6.66,control,normoxic,ambient,8/11/24 9:26,7.45,normoxic,
8/11/24,928,1,27.3,6.55,control,normoxic,ambient,8/11/24 9:28,7.45,normoxic,
8/11/24,1459,24,30.2,6.32,warm,normoxic,warm,8/11/24 14:59,7.6,hypoxic,
8/11/24,1500,23,30.3,6.36,warm,normoxic,warm,8/11/24 15:00,7.62,hypoxic,
8/11/24,1501,22,30.4,6.45,warm,normoxic,warm,8/11/24 15:01,7.64,hypoxic,
8/11/24,1502,21,30.4,6.5,warm,normoxic,warm,8/11/24 15:02,7.65,hypoxic,
8/11/24,1503,20,30.1,6.23,warm,normoxic,warm,8/11/24 15:03,7.61,hypoxic,
8/11/24,1505,19,30.4,6.44,warm,normoxic,warm,8/11/24 15:05,7.63,hypoxic,
8/11/24,1507,18,30.5,0.74,both,hypoxic,warm,8/11/24 15:07,7.62,hypoxic,
8/11/24,1509,17,30.2,1.26,both,hypoxic,warm,8/11/24 15:09,7.58,hypoxic,
8/11/24,1511,16,30.5,0.83,both,hypoxic,warm,8/11/24 15:11,7.6,hypoxic,
8/11/24,1513,15,30.3,1.01,both,hypoxic,warm,8/11/24 15:13,7.6,hypoxic,
8/11/24,1515,14,30.3,1.17,both,hypoxic,warm,8/11/24 15:15,7.57,hypoxic,
8/11/24,1515,13,30.5,1.1,both,hypoxic,warm,8/11/24 15:15,7.6,hypoxic,
8/11/24,1519,12,27.4,1.61,hypoxic,hypoxic,ambient,8/11/24 15:19,7.31,hypoxic,
8/11/24,1521,11,27.4,1.21,hypoxic,hypoxic,ambient,8/11/24 15:21,7.38,hypoxic,
8/11/24,1522,10,27.7,1,hypoxic,hypoxic,ambient,8/11/24 15:22,7.49,hypoxic,
8/11/24,1524,9,27.8,1.4,hypoxic,hypoxic,ambient,8/11/24 15:24,7.51,hypoxic,
8/11/24,1526,8,27.5,1.12,hypoxic,hypoxic,ambient,8/11/24 15:26,7.42,hypoxic,
8/11/24,1529,7,27.7,1.16,hypoxic,hypoxic,ambient,8/11/24 15:29,7.61,hypoxic,
8/11/24,1531,6,27.7,6.72,control,normoxic,ambient,8/11/24 15:31,7.5,hypoxic,
8/11/24,1532,5,27.7,6.73,control,normoxic,ambient,8/11/24 15:32,7.51,hypoxic,
8/11/24,1534,4,27.6,6.67,control,normoxic,ambient,8/11/24 15:34,7.49,hypoxic,
8/11/24,1535,3,27.7,6.7,control,normoxic,ambient,8/11/24 15:35,7.48,hypoxic,
8/11/24,1536,2,27.7,6.68,control,normoxic,ambient,8/11/24 15:36,7.47,hypoxic,
8/11/24,1538,1,27.7,6.79,control,normoxic,ambient,8/11/24 15:38,7.49,hypoxic,
