Original_order,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_post,Dry_weight_post,double_single_dead,notes_post,Displacement368.7,Tag,CondRepl,Shell#,Area_post_mm2,Feret_post_mm,AreaNotes_Post,,,,,,,,,,,,,,,,,,,,,,,
113,8122024,2024,Hyp,4,Warm,1,B,8,2024_Hyp04_Warm01_B8,291.3,734.2,,,442.9,B8,Warm1,4,221.4,19.4,,,,,,,,,,,,,,,,,,,,,,,,
152,8122024,2024,Hyp,5,Both,1,B,9,2024_Hyp05_Both01_B9,307.1,824.6,,,517.5,B9,Both1,3,294.2,23.5,,,,,,,,,,,,,,,,,,,,,,,,
45,8122024,2024,Hyp,5,Cont,1,B,9,2024_Hyp05_Cont01_B9,171.4,427.3,,,255.9,B9,Cont1,21,139.9,17.9,,,,,,,,,,,,,,,,,,,,,,,,
60,8122024,2024,Hyp,5,Hyp,1,B,9,2024_Hyp05_Hyp01_B9,774.8,1999.6,,,1224.8,B9,Hyp1,4,500.6,29.3,,,,,,,,,,,,,,,,,,,,,,,,
125,8122024,2024,Hyp,5,Warm,1,B,9,2024_Hyp05_Warm01_B9,440,1103.6,,,663.6,B9,Warm1,4,378.5,26.2,,,,,,,,,,,,,,,,,,,,,,,,
184,8122024,2024,Warm,1,Both,1,G,1,2024_Warm01_Both01_G1,574.4,1327,,,752.6,G1,Both1,15,361.8,25.5,,,,,,,,,,,,,,,,,,,,,,,,
9,8122024,2024,Warm,1,Cont,1,G,1,2024_Warm01_Cont01_G1,720.5,1620,,,899.5,G1,Cont1,3,401.3,24.7,,,,,,,,,,,,,,,,,,,,,,,,
76,8122024,2024,Warm,1,Hyp,1,G,1,2024_Warm01_Hyp01_G1,567.5,1280.6,,,713.1,G1,Hyp1,3,372.6,23.9,,,,,,,,,,,,,,,,,,,,,,,,
97,8122024,2024,Warm,1,Warm,1,G,1,2024_Warm01_Warm01_G1,526,1366.5,,,840.5,G1,Warm1,4,420.7,26.5,,,,,,,,,,,,,,,,,,,,,,,,
157,8122024,2024,Warm,5,Both,1,G,10,2024_Warm05_Both01_G10,307.8,742,,,434.2,G10,Both1,6,250.3,22.1,,,,,,,,,,,,,,,,,,,,,,,,
36,8122024,2024,Warm,5,Cont,1,G,10,2024_Warm05_Cont01_G10,174.7,415.9,,,241.2,G10,Cont1,13,203.2,19.8,,,,,,,,,,,,,,,,,,,,,,,,
62,8122024,2024,Warm,5,Hyp,1,G,10,2024_Warm05_Hyp01_G10,503.6,1264.2,,,760.6,G10,Hyp1,5,337.4,22.2,,,,,,,,,,,,,,,,,,,,,,,,
134,8122024,2024,Warm,5,Warm,1,G,10,2024_Warm05_Warm01_G10,239.8,526.8,,,287,G10,Warm1,14,159.6,15.2,,,,,,,,,,,,,,,,,,,,,,,,
187,8122024,2024,Warm,6,Both,1,G,11,2024_Warm06_Both01_G11,545.8,1279.8,,,734,G11,Both1,20,233,19.8,,,,,,,,,,,,,,,,,,,,,,,,
32,8122024,2024,Warm,6,Cont,1,G,11,2024_Warm06_Cont01_G11,564.8,1240.9,,,676.1,G11,Cont1,6,361.8,25.8,,,,,,,,,,,,,,,,,,,,,,,,
58,8122024,2024,Warm,6,Hyp,1,G,11,2024_Warm06_Hyp01_G11,402.2,883.2,,,481,G11,Hyp1,3,244.2,19.1,,,,,,,,,,,,,,,,,,,,,,,,
138,8122024,2024,Warm,6,Warm,1,G,11,2024_Warm06_Warm01_G11,787,1702.6,,,915.6,G11,Warm1,18,399.4,25.2,,,,,,,,,,,,,,,,,,,,,,,,
191,8122024,2024,Warm,6,Both,1,G,12,2024_Warm06_Both01_G12,216.4,532,,,315.6,G12,Both1,22,209.4,18.9,,,,,,,,,,,,,,,,,,,,,,,,
21,8122024,2024,Warm,6,Cont,1,G,12,2024_Warm06_Cont01_G12,380.5,967.1,,,586.6,G12,Cont1,12,245.2,25.4,,,,,,,,,,,,,,,,,,,,,,,,
88,8122024,2024,Warm,6,Hyp,1,G,12,2024_Warm06_Hyp01_G12,368.8,917.1,,,548.3,G12,Hyp1,11,251.6,21.1,,,,,,,,,,,,,,,,,,,,,,,,
127,8122024,2024,Warm,6,Warm,1,G,12,2024_Warm06_Warm01_G12,537.6,1590.4,,,1052.8,G12,Warm1,3,477.2,33.7,,,,,,,,,,,,,,,,,,,,,,,,
377,8122024,2024,Warm,1,Both,2,G,13,2024_Warm01_Both02_G13,627.6,1485.1,,,857.5,G13,Both2,17,453.8,29.8,,,,,,,,,,,,,,,,,,,,,,,,
240,8122024,2024,Warm,1,Cont,2,G,13,2024_Warm01_Cont02_G13,754.6,1802.6,,,1048,G13,Cont2,24,452.2,27.1,,,,,,,,,,,,,,,,,,,,,,,,
336,8122024,2024,Warm,1,Hyp,2,G,13,2024_Warm01_Hyp02_G13,304.6,788.2,,,483.6,G13,Hyp2,23,256.2,20.9,,,,,,,,,,,,,,,,,,,,,,,,
247,8122024,2024,Warm,1,Warm,2,G,13,2024_Warm01_Warm02_G13,681.9,1570.5,,,888.6,G13,Warm2,1,375.5,26.4,,,,,,,,,,,,,,,,,,,,,,,,
378,8122024,2024,Warm,1,Both,2,G,14,2024_Warm01_Both02_G14,326.4,731.7,,,405.3,G14,Both2,21,249,20.1,,,,,,,,,,,,,,,,,,,,,,,,
233,8122024,2024,Warm,1,Cont,2,G,14,2024_Warm01_Cont02_G14,743.2,1657.5,,,914.3,G14,Cont2,18,383,24.6,,,,,,,,,,,,,,,,,,,,,,,,
298,8122024,2024,Warm,1,Hyp,2,G,14,2024_Warm01_Hyp02_G14,1517,3671.6,,,2154.6,G14,Hyp2,1,897.1,37.9,,,,,,,,,,,,,,,,,,,,,,,,
253,8122024,2024,Warm,1,Warm,2,G,14,2024_Warm01_Warm02_G14,306.4,780.1,,,473.7,G14,Warm2,6,221.1,19.9,,,,,,,,,,,,,,,,,,,,,,,,
342,8122024,2024,Warm,2,Both,2,G,15,2024_Warm02_Both02_G15,596.6,1499.8,,,903.2,G15,Both2,2,477.8,29.3,,,,,,,,,,,,,,,,,,,,,,,,
193,8122024,2024,Warm,2,Cont,2,G,15,2024_Warm02_Cont02_G15,771.7,1807.7,,,1036,G15,Cont2,4,401.7,26.7,,,,,,,,,,,,,,,,,,,,,,,,
302,8122024,2024,Warm,2,Hyp,2,G,15,2024_Warm02_Hyp02_G15,584.9,1509.4,,,924.5,G15,Hyp2,3,508.1,29.4,,,,,,,,,,,,,,,,,,,,,,,,
255,8122024,2024,Warm,2,Warm,2,G,15,2024_Warm02_Warm02_G15,563,1644.9,,,1081.9,G15,Warm2,3,370.7,24.4,,,,,,,,,,,,,,,,,,,,,,,,
355,8122024,2024,Warm,2,Both,2,G,16,2024_Warm02_Both02_G16,610.1,1630.8,,,1020.7,G16,Both2,12,390.9,27.2,,,,,,,,,,,,,,,,,,,,,,,,
211,8122024,2024,Warm,2,Cont,2,G,16,2024_Warm02_Cont02_G16,498.8,1349.2,,,850.4,G16,Cont2,13,413.9,26.4,,,,,,,,,,,,,,,,,,,,,,,,
289,8122024,2024,Warm,2,Hyp,2,G,16,2024_Warm02_Hyp02_G16,624.8,1477.6,,,852.8,G16,Hyp2,2,406.9,25.1,,,,,,,,,,,,,,,,,,,,,,,,
267,8122024,2024,Warm,2,Warm,2,G,16,2024_Warm02_Warm02_G16,271.1,586.4,,,315.3,G16,Warm2,8,197.2,17.3,,,,,,,,,,,,,,,,,,,,,,,,
383,8122024,2024,Warm,3,Both,2,G,17,2024_Warm03_Both02_G17,255,630.7,,,375.7,G17,Both2,23,190.7,18.5,,,,,,,,,,,,,,,,,,,,,,,,
224,8122024,2024,Warm,3,Cont,2,G,17,2024_Warm03_Cont02_G17,1090.6,2713.9,,,1623.3,G17,Cont2,1,675.4,35.4,,,,,,,,,,,,,,,,,,,,,,,,
333,8122024,2024,Warm,3,Hyp,2,G,17,2024_Warm03_Hyp02_G17,726,1728.4,,,1002.4,G17,Hyp2,18,415.2,26.6,,,,,,,,,,,,,,,,,,,,,,,,
277,8122024,2024,Warm,3,Warm,2,G,17,2024_Warm03_Warm02_G17,593.7,1463.3,,,869.6,G17,Warm2,13,371.2,25.2,,,,,,,,,,,,,,,,,,,,,,,,
348,8122024,2024,Warm,3,Both,2,G,18,2024_Warm03_Both02_G18,371.7,965,,,593.3,G18,Both2,7,308.9,25.4,,,,,,,,,,,,,,,,,,,,,,,,
214,8122024,2024,Warm,3,Cont,2,G,18,2024_Warm03_Cont02_G18,474,1129.3,,,655.3,G18,Cont2,10,326.3,24.8,,,,,,,,,,,,,,,,,,,,,,,,
297,8122024,2024,Warm,3,Hyp,2,G,18,2024_Warm03_Hyp02_G18,856.7,1988.7,,had gonad - female,1132,G18,Hyp2,1,418.7,26.9,,,,,,,,,,,,,,,,,,,,,,,,
281,8122024,2024,Warm,3,Warm,2,G,18,2024_Warm03_Warm02_G18,476.6,1150.3,,,673.7,G18,Warm2,17,349.5,25.2,,,,,,,,,,,,,,,,,,,,,,,,
367,8122024,2024,Warm,4,Both,2,G,19,2024_Warm04_Both02_G19,613.1,1499.8,,,886.7,G19,Both2,6,424,27.2,,,,,,,,,,,,,,,,,,,,,,,,
217,8122024,2024,Warm,4,Cont,2,G,19,2024_Warm04_Cont02_G19,230.9,555.2,,,324.3,G19,Cont2,8,241.3,20.3,,,,,,,,,,,,,,,,,,,,,,,,
329,8122024,2024,Warm,4,Hyp,2,G,19,2024_Warm04_Hyp02_G19,559.2,1259.2,,,700,G19,Hyp2,15,325.2,23.1,,,,,,,,,,,,,,,,,,,,,,,,
287,8122024,2024,Warm,4,Warm,2,G,19,2024_Warm04_Warm02_G19,447.3,992,,,544.7,G19,Warm2,23,254.7,20.8,,,,,,,,,,,,,,,,,,,,,,,,
176,8122024,2024,Warm,1,Both,1,G,2,2024_Warm01_Both01_G2,354.1,785.3,,,431.2,G2,Both1,8,250,23.4,,,,,,,,,,,,,,,,,,,,,,,,
5,8122024,2024,Warm,1,Cont,1,G,2,2024_Warm01_Cont01_G2,379.2,924.3,,,545.1,G2,Cont1,8,274.5,20.1,,,,,,,,,,,,,,,,,,,,,,,,
77,8122024,2024,Warm,1,Hyp,1,G,2,2024_Warm01_Hyp01_G2,255.8,696.2,,,440.4,G2,Hyp1,4,289.4,23.6,,,,,,,,,,,,,,,,,,,,,,,,
119,8122024,2024,Warm,1,Warm,1,G,2,2024_Warm01_Warm01_G2,167.7,400.2,,,232.5,G2,Warm1,13,163.5,16.3,,,,,,,,,,,,,,,,,,,,,,,,
379,8122024,2024,Warm,4,Both,2,G,20,2024_Warm04_Both02_G20,679,1800.5,,,1121.5,G20,Both2,18,523,29.8,,,,,,,,,,,,,,,,,,,,,,,,
205,8122024,2024,Warm,4,Cont,2,G,20,2024_Warm04_Cont02_G20,880.6,2116,,,1235.4,G20,Cont2,6,496.8,29.5,,,,,,,,,,,,,,,,,,,,,,,,
326,8122024,2024,Warm,4,Hyp,2,G,20,2024_Warm04_Hyp02_G20,714.9,1734.6,,,1019.7,G20,Hyp2,12,437.6,27.5,,,,,,,,,,,,,,,,,,,,,,,,
285,8122024,2024,Warm,4,Warm,2,G,20,2024_Warm04_Warm02_G20,490.1,1213.4,,,723.3,G20,Warm2,18,367.4,23.7,,,,,,,,,,,,,,,,,,,,,,,,
338,8122024,2024,Warm,5,Both,2,G,21,2024_Warm05_Both02_G21,503.9,1415.5,,,911.6,G21,Both2,5,415,27.2,,,,,,,,,,,,,,,,,,,,,,,,
198,8122024,2024,Warm,5,Cont,2,G,21,2024_Warm05_Cont02_G21,626.8,1446,,,819.2,G21,Cont2,3,395.5,24.8,,,,,,,,,,,,,,,,,,,,,,,,
335,8122024,2024,Warm,5,Hyp,2,G,21,2024_Warm05_Hyp02_G21,454.4,1053.8,,,599.4,G21,Hyp2,22,264.8,20.8,,,,,,,,,,,,,,,,,,,,,,,,
250,8122024,2024,Warm,5,Warm,2,G,21,2024_Warm05_Warm02_G21,689.4,1329.4,,,640,G21,Warm2,7,361.2,26.4,,,,,,,,,,,,,,,,,,,,,,,,
346,8122024,2024,Warm,5,Both,2,G,22,2024_Warm05_Both02_G22,551,1294.9,,,743.9,G22,Both2,2,378.6,24.9,,,,,,,,,,,,,,,,,,,,,,,,
209,8122024,2024,Warm,5,Cont,2,G,22,2024_Warm05_Cont02_G22,717.8,1956.9,,,1239.1,G22,Cont2,15,619.1,31.5,,,,,,,,,,,,,,,,,,,,,,,,
307,8122024,2024,Warm,5,Hyp,2,G,22,2024_Warm05_Hyp02_G22,369.5,916.1,,,546.6,G22,Hyp2,13,318.1,21.5,,,,,,,,,,,,,,,,,,,,,,,,
245,8122024,2024,Warm,5,Warm,2,G,22,2024_Warm05_Warm02_G22,320.3,776.6,,,456.3,G22,Warm2,6,200.8,19.3,,,,,,,,,,,,,,,,,,,,,,,,
354,8122024,2024,Warm,6,Both,2,G,23,2024_Warm06_Both02_G23,410,978.8,,,568.8,G23,Both2,14,305.1,21.5,,,,,,,,,,,,,,,,,,,,,,,,
220,8122024,2024,Warm,6,Cont,2,G,23,2024_Warm06_Cont02_G23,787.7,1805.6,,,1017.9,G23,Cont2,6,461.8,26.3,,,,,,,,,,,,,,,,,,,,,,,,
306,8122024,2024,Warm,6,Hyp,2,G,23,2024_Warm06_Hyp02_G23,911.9,1933.2,,,1021.3,G23,Hyp2,9,558.6,32.4,,,,,,,,,,,,,,,,,,,,,,,,
283,8122024,2024,Warm,6,Warm,2,G,23,2024_Warm06_Warm02_G23,571.1,1214.6,,,643.5,G23,Warm2,21,300.2,22.1,,,,,,,,,,,,,,,,,,,,,,,,
376,8122024,2024,Warm,6,Both,2,G,24,2024_Warm06_Both02_G24,557.4,1426.2,,,868.8,G24,Both2,16,399.4,25,,,,,,,,,,,,,,,,,,,,,,,,
230,8122024,2024,Warm,6,Cont,2,G,24,2024_Warm06_Cont02_G24,709.5,1512.1,,,802.6,G24,Cont2,9,425.4,25.7,,,,,,,,,,,,,,,,,,,,,,,,
294,8122024,2024,Warm,6,Hyp,2,G,24,2024_Warm06_Hyp02_G24,138.6,416.4,,,277.8,G24,Hyp2,8,159.1,17.4,DEAD,,,,,,,,,,,,,,,,,,,,,,,
263,8122024,2024,Warm,6,Warm,2,G,24,2024_Warm06_Warm02_G24,637.3,1277.5,,,640.2,G24,Warm2,10,271.6,25.7,,,,,,,,,,,,,,,,,,,,,,,,
573,8122024,2024,Warm,1,Both,3,G,25,2024_Warm01_Both03_G25,67.4,183.8,,,116.4,G25,Both3,22,114,14.5,,,,,,,,,,,,,,,,,,,,,,,,
411,8122024,2024,Warm,1,Cont,3,G,25,2024_Warm01_Cont03_G25,634.6,1565.9,,,931.3,G25,Cont3,3,464.1,27.8,,,,,,,,,,,,,,,,,,,,,,,,
502,8122024,2024,Warm,1,Hyp,3,G,25,2024_Warm01_Hyp03_G25,279.5,669.4,,,389.9,G25,Hyp3,13,212.1,18.4,,,,,,,,,,,,,,,,,,,,,,,,
443,8122024,2024,Warm,1,Warm,3,G,25,2024_Warm01_Warm03_G25,320.1,840,,,519.9,G25,Warm3,3,271.2,22.1,,,,,,,,,,,,,,,,,,,,,,,,
537,8122024,2024,Warm,1,Both,3,G,26,2024_Warm01_Both03_G26,441.4,1107.3,,,665.9,G26,Both3,7,254.4,23.8,,,,,,,,,,,,,,,,,,,,,,,,
432,8122024,2024,Warm,1,Cont,3,G,26,2024_Warm01_Cont03_G26,616.5,1412.6,,,796.1,G26,Cont3,13,364.6,25.6,,,,,,,,,,,,,,,,,,,,,,,,
462,8122024,2024,Warm,1,Warm,3,G,26,2024_Warm01_Warm03_G26,659.1,1452.5,,,793.4,G26,Warm3,8,325.4,22.7,,,,,,,,,,,,,,,,,,,,,,,,
576,8122024,2024,Warm,2,Both,3,G,27,2024_Warm02_Both03_G27,141.5,398.1,,,256.6,G27,Both3,23,175,17.5,,,,,,,,,,,,,,,,,,,,,,,,
414,8122024,2024,Warm,2,Cont,3,G,27,2024_Warm02_Cont03_G27,822.6,1890.7,,,1068.1,G27,Cont3,5,467.3,26.5,,,,,,,,,,,,,,,,,,,,,,,,
515,8122024,2024,Warm,2,Hyp,3,G,27,2024_Warm02_Hyp03_G27,595.6,1423.4,,,827.8,G27,Hyp3,9,375.1,25.4,,,,,,,,,,,,,,,,,,,,,,,,
467,8122024,2024,Warm,2,Warm,3,G,27,2024_Warm02_Warm03_G27,224.9,526.4,,,301.5,G27,Warm3,14,190.7,18.7,,,,,,,,,,,,,,,,,,,,,,,,
550,8122024,2024,Warm,2,Both,3,G,28,2024_Warm02_Both03_G28,174.3,424,,,249.7,G28,Both3,14,180.8,19.2,,,,,,,,,,,,,,,,,,,,,,,,
393,8122024,2024,Warm,2,Cont,3,G,28,2024_Warm02_Cont03_G28,907.7,2528.2,,,1620.5,G28,Cont3,2,750.6,36.4,,,,,,,,,,,,,,,,,,,,,,,,
524,8122024,2024,Warm,2,Hyp,3,G,28,2024_Warm02_Hyp03_G28,271,676,,,405,G28,Hyp3,20,194.3,19.8,,,,,,,,,,,,,,,,,,,,,,,,
479,8122024,2024,Warm,2,Warm,3,G,28,2024_Warm02_Warm03_G28,259.5,652.7,,,393.2,G28,Warm3,22,231.9,18.9,,,,,,,,,,,,,,,,,,,,,,,,
530,8122024,2024,Warm,3,Both,3,G,29,2024_Warm03_Both03_G29,284.1,834.4,,,550.3,G29,Both3,4,267.4,20.1,,,,,,,,,,,,,,,,,,,,,,,,
390,8122024,2024,Warm,3,Cont,3,G,29,2024_Warm03_Cont03_G29,422.2,1034.8,,,612.6,G29,Cont3,6,300.8,28.8,,,,,,,,,,,,,,,,,,,,,,,,
494,8122024,2024,Warm,3,Hyp,3,G,29,2024_Warm03_Hyp03_G29,198.2,454.4,,,256.2,G29,Hyp3,3,139.3,15.5,,,,,,,,,,,,,,,,,,,,,,,,
477,8122024,2024,Warm,3,Warm,3,G,29,2024_Warm03_Warm03_G29,412.5,1212.2,,,799.7,G29,Warm3,18,400,26.7,,,,,,,,,,,,,,,,,,,,,,,,
155,8122024,2024,Warm,2,Both,1,G,3,2024_Warm02_Both01_G3,644.7,1599.2,,,954.5,G3,Both1,1,460.9,30.5,,,,,,,,,,,,,,,,,,,,,,,,
47,8122024,2024,Warm,2,Cont,1,G,3,2024_Warm02_Cont01_G3,616.9,1488.6,,,871.7,G3,Cont1,18,404.6,27,,,,,,,,,,,,,,,,,,,,,,,,
75,8122024,2024,Warm,2,Hyp,1,G,3,2024_Warm02_Hyp01_G3,383.4,958.6,,,575.2,G3,Hyp1,7,310.3,21.6,,,,,,,,,,,,,,,,,,,,,,,,
101,8122024,2024,Warm,2,Warm,1,G,3,2024_Warm02_Warm01_G3,416.1,939.5,,,523.4,G3,Warm1,8,243.2,18.6,,,,,,,,,,,,,,,,,,,,,,,,
401,8122024,2024,Warm,3,Cont,3,G,30,2024_Warm03_Cont03_G30,188.2,452.1,,,263.9,G30,Cont3,16,167.4,17.4,,,,,,,,,,,,,,,,,,,,,,,,
455,8122024,2024,Warm,3,Warm,3,G,30,2024_Warm03_Warm03_G30,258.4,671.5,,,413.1,G30,Warm3,11,235.5,19.4,,,,,,,,,,,,,,,,,,,,,,,,
559,8122024,2024,Warm,4,Both,3,G,31,2024_Warm04_Both03_G31,424.3,1110.9,,,686.6,G31,Both3,6,426,26.7,,,,,,,,,,,,,,,,,,,,,,,,
417,8122024,2024,Warm,4,Cont,3,G,31,2024_Warm04_Cont03_G31,271.5,706,,,434.5,G31,Cont3,11,259.4,22.3,,,,,,,,,,,,,,,,,,,,,,,,
521,8122024,2024,Warm,4,Hyp,3,G,31,2024_Warm04_Hyp03_G31,245.4,605.3,,,359.9,G31,Hyp3,17,229,19.4,,,,,,,,,,,,,,,,,,,,,,,,
445,8122024,2024,Warm,4,Warm,3,G,31,2024_Warm04_Warm03_G31,247.6,634.6,,,387,G31,Warm3,6,211.3,19.4,,,,,,,,,,,,,,,,,,,,,,,,
569,8122024,2024,Warm,4,Both,3,G,32,2024_Warm04_Both03_G32,386,860.6,,,474.6,G32,Both3,19,279.4,21.3,,,,,,,,,,,,,,,,,,,,,,,,
428,8122024,2024,Warm,4,Cont,3,G,32,2024_Warm04_Cont03_G32,360.1,796.1,,,436,G32,Cont3,21,243.6,20.7,,,,,,,,,,,,,,,,,,,,,,,,
496,8122024,2024,Warm,4,Hyp,3,G,32,2024_Warm04_Hyp03_G32,332.1,813.4,,,481.3,G32,Hyp3,8,265.5,22,,,,,,,,,,,,,,,,,,,,,,,,
436,8122024,2024,Warm,4,Warm,3,G,32,2024_Warm04_Warm03_G32,185.3,471.4,,,286.1,G32,Warm3,4,204.5,18.6,,,,,,,,,,,,,,,,,,,,,,,,
561,8122024,2024,Warm,5,Both,3,G,33,2024_Warm05_Both03_G33,420.2,1053.8,,,633.6,G33,Both3,10,312,23.5,,,,,,,,,,,,,,,,,,,,,,,,
396,8122024,2024,Warm,5,Cont,3,G,33,2024_Warm05_Cont03_G33,470.7,1148.3,,,677.6,G33,Cont3,4,365,26.3,,,,,,,,,,,,,,,,,,,,,,,,
519,8122024,2024,Warm,5,Hyp,3,G,33,2024_Warm05_Hyp03_G33,455.1,1022.3,,,567.2,G33,Hyp3,16,230.8,20.5,,,,,,,,,,,,,,,,,,,,,,,,
457,8122024,2024,Warm,5,Warm,3,G,33,2024_Warm05_Warm03_G33,345.4,874.2,,,528.8,G33,Warm3,4,295.6,22,,,,,,,,,,,,,,,,,,,,,,,,
564,8122024,2024,Warm,5,Both,3,G,34,2024_Warm05_Both03_G34,167.4,375.2,,,207.8,G34,Both3,16,148.4,17.1,,,,,,,,,,,,,,,,,,,,,,,,
410,8122024,2024,Warm,5,Cont,3,G,34,2024_Warm05_Cont03_G34,982,2177.3,,,1195.3,G34,Cont3,1,539.9,30.7,,,,,,,,,,,,,,,,,,,,,,,,
516,8122024,2024,Warm,5,Hyp,3,G,34,2024_Warm05_Hyp03_G34,337,803.7,,,466.7,G34,Hyp3,13,185.7,22.4,,,,,,,,,,,,,,,,,,,,,,,,
460,8122024,2024,Warm,5,Warm,3,G,34,2024_Warm05_Warm03_G34,282.6,765.8,,,483.2,G34,Warm3,5,244.4,20.7,,,,,,,,,,,,,,,,,,,,,,,,
532,8122024,2024,Warm,6,Both,3,G,35,2024_Warm06_Both03_G35,359.1,930.5,,,571.4,G35,Both3,6,303.8,23.1,,,,,,,,,,,,,,,,,,,,,,,,
385,8122024,2024,Warm,6,Cont,3,G,35,2024_Warm06_Cont03_G35,368.2,827.7,,,459.5,G35,Cont3,1,261.1,21.6,,,,,,,,,,,,,,,,,,,,,,,,
522,8122024,2024,Warm,6,Hyp,3,G,35,2024_Warm06_Hyp03_G35,151.6,382.9,,,231.3,G35,Hyp3,19,164.3,17.6,,,,,,,,,,,,,,,,,,,,,,,,
453,8122024,2024,Warm,6,Warm,3,G,35,2024_Warm06_Warm03_G35,460.9,1105.8,,,644.9,G35,Warm3,14,316.7,24.2,,,,,,,,,,,,,,,,,,,,,,,,
551,8122024,2024,Warm,6,Both,3,G,36,2024_Warm06_Both03_G36,176.7,393.1,,,216.4,G36,Both3,13,140.8,15.9,,,,,,,,,,,,,,,,,,,,,,,,
404,8122024,2024,Warm,6,Cont,3,G,36,2024_Warm06_Cont03_G36,617.7,1321.1,,,703.4,G36,Cont3,12,363.7,25.7,,,,,,,,,,,,,,,,,,,,,,,,
497,8122024,2024,Warm,6,Hyp,3,G,36,2024_Warm06_Hyp03_G36,140.4,373.5,,,233.1,G36,Hyp3,16,155,16.6,,,,,,,,,,,,,,,,,,,,,,,,
439,8122024,2024,Warm,6,Warm,3,G,36,2024_Warm06_Warm03_G36,536,1251.3,,,715.3,G36,Warm3,1,396.5,28.7,,,,,,,,,,,,,,,,,,,,,,,,
758,8122024,2024,Warm,1,Both,4,G,37,2024_Warm01_Both04_G37,412.6,1166.6,,Still wet,754,G37,Both4,14,299.5,21.9,,,,,,,,,,,,,,,,,,,,,,,,
592,8122024,2024,Warm,1,Cont,4,G,37,2024_Warm01_Cont04_G37,213.8,495.2,,,281.4,G37,Cont4,3,166,16,,,,,,,,,,,,,,,,,,,,,,,,
690,8122024,2024,Warm,1,Hyp,4,G,37,2024_Warm01_Hyp04_G37,267.7,690.6,,,422.9,G37,Hyp4,16,161.2,16.6,,,,,,,,,,,,,,,,,,,,,,,,
654,8122024,2024,Warm,1,Warm,4,G,37,2024_Warm01_Warm04_G37,330.3,727.2,,,396.9,G37,Warm4,8,223.4,18.9,,,,,,,,,,,,,,,,,,,,,,,,
609,8122024,2024,Warm,1,Cont,4,G,38,2024_Warm01_Cont04_G38,156.7,363.5,,,206.8,G38,Cont4,12,167.5,15.7,,,,,,,,,,,,,,,,,,,,,,,,
678,8122024,2024,Warm,1,Hyp,4,G,38,2024_Warm01_Hyp04_G38,363.1,875,,,511.9,G38,Hyp4,6,227.8,20.8,,,,,,,,,,,,,,,,,,,,,,,,
660,8122024,2024,Warm,1,Warm,4,G,38,2024_Warm01_Warm04_G38,383.4,974.6,,,591.2,G38,Warm4,13,340.2,22.8,,,,,,,,,,,,,,,,,,,,,,,,
746,8122024,2024,Warm,2,Both,4,G,39,2024_Warm02_Both04_G39,350.1,821.4,,,471.3,G39,Both4,6,242,19.8,,,,,,,,,,,,,,,,,,,,,,,,
621,8122024,2024,Warm,2,Cont,4,G,39,2024_Warm02_Cont04_G39,510.7,1290,,,779.3,G39,Cont4,19,448.1,29.1,,,,,,,,,,,,,,,,,,,,,,,,
718,8122024,2024,Warm,2,Hyp,4,G,39,2024_Warm02_Hyp04_G39,198.9,524.9,,,326,G39,Hyp4,20,188.3,18.8,,,,,,,,,,,,,,,,,,,,,,,,
656,8122024,2024,Warm,2,Warm,4,G,39,2024_Warm02_Warm04_G39,422.9,1016.2,,,593.3,G39,Warm4,1,303.9,22.9,,,,,,,,,,,,,,,,,,,,,,,,
147,8122024,2024,Warm,2,Both,1,G,4,2024_Warm02_Both01_G4,155.6,385.4,,,229.8,G4,Both1,6,155.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,
29,8122024,2024,Warm,2,Cont,1,G,4,2024_Warm02_Cont01_G4,217.3,1263.6,,,1046.3,G4,Cont1,3,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,
66,8122024,2024,Warm,2,Hyp,1,G,4,2024_Warm02_Hyp01_G4,450.4,1033.3,,,582.9,G4,Hyp1,12,265.2,20.3,,,,,,,,,,,,,,,,,,,,,,,,
105,8122024,2024,Warm,2,Warm,1,G,4,2024_Warm02_Warm01_G4,417.6,1084.6,,,667,G4,Warm1,7,253.4,23.4,,,,,,,,,,,,,,,,,,,,,,,,
733,8122024,2024,Warm,2,Both,4,G,40,2024_Warm02_Both04_G40,166.3,398.2,,,231.9,G40,Both4,2,167.7,16.5,,,,,,,,,,,,,,,,,,,,,,,,
606,8122024,2024,Warm,2,Cont,4,G,40,2024_Warm02_Cont04_G40,439.2,1053.9,,,614.7,G40,Cont4,2,298.7,24.3,,,,,,,,,,,,,,,,,,,,,,,,
713,8122024,2024,Warm,2,Hyp,4,G,40,2024_Warm02_Hyp04_G40,229.2,512.9,,,283.7,G40,Hyp4,17,163.5,17.4,,,,,,,,,,,,,,,,,,,,,,,,
653,8122024,2024,Warm,2,Warm,4,G,40,2024_Warm02_Warm04_G40,533.5,1245.1,,,711.6,G40,Warm4,7,359.8,24.1,,,,,,,,,,,,,,,,,,,,,,,,
763,8122024,2024,Warm,3,Both,4,G,41,2024_Warm03_Both04_G41,257.3,604,,,346.7,G41,Both4,21,184.6,18.6,,,,,,,,,,,,,,,,,,,,,,,,
