"Sample_Name","Phase_1_DO","Phase_1_temp","Phase_2.1_DO","Phase_2.1_temp","Phase_1_treat","Phase_2_treat","Phase_1_rep_R","Phase_2_rep_R","Actual_shell_pre_mg","Actual_tissue_pre_mg","Actual_shell_post_mg","Actual_tissue_post_mg","Actual_shell_growth_mg","Actual_tissue_growth_mg","Exclude_all","Exclude_pre_analysis","Notes_pre","Notes_post","Area_pre_mm2","Feret_pre_mm","AreaNotes_Pre","Area_post_mm2","Feret_post_mm","AreaNotes_Post","Area_growth_mm2","Feret_growth_mm"
"2024_Hyp01_Hyp04_B37","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp01","Hyp04",546.00312,263.99688,680.43378,307.06622,134.43066,43.06934,NA,NA,NA,NA,272.3,21.6,NA,303.1,22.2,NA,30.8,0.599999999999998
"2024_Hyp01_Hyp04_B38","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp01","Hyp04",521.14374,416.45626,631.66506,439.23494,110.52132,22.77868,NA,NA,NA,NA,366.7,23.8,NA,304,23.8,NA,-62.7,0
"2024_Hyp01_Hyp05_B49","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp01","Hyp05",341.58618,227.21382,498.50112,347.39888,156.91494,120.18506,NA,NA,NA,NA,211.9,20.3,"6/26/25 SKM Manually calculated pre phase 2 data from remeasuring scales and converting from pixels, had to export as jpg, hoping this did not affect scale at all",269.6,21.2,NA,57.7,0.899999999999999
"2024_Hyp01_Hyp05_B50","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp01","Hyp05",232.17324,150.42676,436.43184,213.66816,204.2586,63.2414,NA,NA,NA,NA,180.4,18,NA,233.7,21.2,NA,53.3,3.2
"2024_Hyp01_Hyp06_B61","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp01","Hyp06",239.9319,142.2681,341.58618,209.11382,101.65428,66.84572,NA,NA,NA,NA,198.4,17.5,NA,238.7,19.2,NA,40.3,1.7
"2024_Hyp01_Hyp06_B62","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp01","Hyp06",527.95236,249.04764,706.71822,326.98178,178.76586,77.93414,NA,NA,NA,NA,254.1,20.2,NA,241.5,21.4,NA,-12.6,1.2
"2024_Hyp01_Warm01_B1","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm01",372.30414,285.49586,515.28516,399.51484,142.98102,114.01898,NA,NA,NA,NA,223,19.3,NA,268.5,23.9,NA,45.5,4.6
"2024_Hyp01_Warm01_B2","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm01",136.37754,89.92246,311.50158,131.79842,175.12404,41.87596,NA,NA,NA,NA,126.9,14.1,NA,173.7,17.4,NA,46.8,3.3
"2024_Hyp01_Warm02_B13","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm02",201.29694,111.90306,442.92378,174.97622,241.62684,63.07316,NA,NA,NA,NA,111.1,13.9,NA,174.7,17,NA,63.6,3.1
"2024_Hyp01_Warm02_B14","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm02",210.00564,193.09436,472.6917,329.9083,262.68606,136.81394,NA,NA,NA,NA,181.2,17,NA,277.2,22.4,NA,96,5.4
"2024_Hyp01_Warm03_B25","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm03",429.46488,206.63512,726.19404,338.90596,296.72916,132.27084,NA,NA,NA,NA,288.2,23.9,NA,347.4,26.4,NA,59.2,2.5
"2024_Hyp01_Warm03_B26","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm03",159.9702,97.5298,295.82592,183.07408,135.85572,85.54428,NA,NA,NA,NA,105.1,14,NA,161.4,18,NA,56.3,4
"2024_Hyp01_Warm04_B37","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm04",387.66312,243.83688,777.65454,435.14546,389.99142,191.30858,NA,NA,NA,NA,195,17.6,NA,302.5,22.4,NA,107.5,4.8
"2024_Hyp01_Warm04_B38","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm04",257.98266,116.51734,463.82466,220.57534,205.842,104.058,NA,NA,NA,NA,148.4,15.9,NA,228.3,20.5,NA,79.9,4.6
"2024_Hyp01_Warm05_B49","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm05",384.97134,256.42866,710.9934,444.8066,326.02206,188.37794,NA,NA,NA,NA,252.1,20.4,NA,360.2,24,NA,108.1,3.6
"2024_Hyp01_Warm05_B50","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm05",274.29168,170.80832,386.23806,217.26194,111.94638,46.45362,NA,NA,NA,NA,200.7,18.9,NA,251.1,20.7,NA,50.4,1.8
"2024_Hyp01_Warm06_B61","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm06",250.85736,141.14264,336.83598,159.36402,85.97862,18.22138,NA,NA,NA,NA,181.3,17.6,NA,181.6,18.5,NA,0.299999999999983,0.899999999999999
"2024_Hyp01_Warm06_B62","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp01","Warm06",923.169,534.631,1651.533,1060.867,728.364,526.236,NA,NA,NA,NA,513.6,31.2,NA,631.6,33,NA,118,1.8
"2024_Hyp02_Both01_B3","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both01",190.0548,120.8452,295.03422,170.66578,104.97942,49.82058,NA,NA,NA,NA,132.2,15.5,NA,202.8,19.5,NA,70.6,4
"2024_Hyp02_Both01_B4","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both01",265.42464,163.67536,426.7731,265.0269,161.34846,101.35154,NA,NA,NA,NA,166.3,16.3,NA,237.3,19.9,NA,71,3.6
"2024_Hyp02_Both02_B15","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both02",1001.70564,958.59436,1599.43914,1558.66086,597.7335,600.0665,NA,NA,NA,NA,743.4,36.3,NA,551.5,31.2,NA,-191.9,-5.1
"2024_Hyp02_Both02_B16","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both02",893.24274,720.45726,1356.86226,927.83774,463.61952,207.38048,NA,NA,NA,NA,553.1,32.1,NA,637.4,36,NA,84.3,3.9
"2024_Hyp02_Both03_B27","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both03",219.3477,149.6523,547.58652,288.31348,328.23882,138.66118,NA,NA,NA,NA,175.1,16.2,NA,307,23.4,NA,131.9,7.2
"2024_Hyp02_Both03_B28","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both03",175.32918,124.07082,299.3094,198.9906,123.98022,74.91978,NA,NA,NA,NA,127.5,14.6,NA,178.4,16.9,NA,50.9,2.3
"2024_Hyp02_Both04_B39","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both04",381.32952,269.37048,713.52684,399.27316,332.19732,129.90268,NA,NA,NA,NA,273.7,21,NA,321.5,23.7,NA,47.8,2.7
"2024_Hyp02_Both04_B40","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both04",441.0237,214.8763,733.63602,308.76398,292.61232,93.88768,NA,NA,NA,NA,224.5,19.9,NA,296.2,22.9,NA,71.7,3
"2024_Hyp02_Both05_B51","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both05",358.52856,234.27144,679.80042,384.39958,321.27186,150.12814,NA,NA,"wet",NA,228.6,19,NA,306.7,23.2,NA,78.1,4.2
"2024_Hyp02_Both05_B52","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both05",268.90812,182.09188,483.14214,217.75786,214.23402,35.66598,NA,NA,NA,NA,189.3,18.5,NA,247.9,19,"7/4/25 SKM added in  area/feret data from Teresa rerunning analysis",58.6,0.5
"2024_Hyp02_Both06_B63","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both06",134.6358,81.8642,257.3493,121.5507,122.7135,39.6865,NA,NA,NA,NA,104.1,12.9,NA,113.8,14.1,NA,9.7,1.2
"2024_Hyp02_Both06_B64","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp02","Both06",224.25624,126.24376,478.2336,222.7664,253.97736,96.52264,NA,NA,NA,NA,170.7,17.6,NA,248.9,20.9,NA,78.2,3.3
"2024_Hyp02_Cont01_B3","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont01",573.2376,254.7624,752.47848,354.92152,179.24088,100.15912,NA,NA,NA,NA,225.9,19,NA,359.6,23.9,NA,133.7,4.9
"2024_Hyp02_Cont01_B4","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont01",274.45002,131.74998,474.43344,245.86656,199.98342,114.11658,NA,NA,NA,NA,147.1,14.9,NA,242.8,19.9,NA,95.7,5
"2024_Hyp02_Cont02_B15","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont02",397.00518,284.99482,857.29956,436.40044,460.29438,151.40562,NA,NA,NA,NA,318.9,23.1,NA,400.9,27.1,NA,82,4
"2024_Hyp02_Cont02_B16","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont02",509.58492,352.61508,944.86158,475.63842,435.27666,123.02334,NA,NA,NA,NA,282.8,21.4,NA,375.1,26.1,NA,92.3,4.7
"2024_Hyp02_Cont03_B27","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont03",471.9,346.5,779.39628,448.30372,307.49628,101.80372,NA,NA,NA,NA,309.6,23.5,NA,306.1,23.1,NA,-3.5,-0.399999999999999
"2024_Hyp02_Cont03_B28","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont03",267.6414,119.6586,617.41446,227.68554,349.77306,108.02694,NA,NA,NA,NA,145.3,15.2,NA,250.4,21.9,NA,105.1,6.7
"2024_Hyp02_Cont04_B39","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont04",255.13254,131.96746,658.7412,306.7588,403.60866,174.79134,NA,NA,NA,NA,144.5,15.1,NA,317.6,25.4,NA,173.1,10.3
"2024_Hyp02_Cont04_B40","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont04",388.92984,247.77016,634.9902,406.3098,246.06036,158.53964,NA,NA,NA,NA,257.2,21.5,NA,327.1,23.8,NA,69.9,2.3
"2024_Hyp02_Cont05_B51","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont05",393.04668,253.85332,526.5273,336.9727,133.48062,83.11938,NA,NA,NA,NA,244.1,19.7,NA,313.8,22.6,NA,69.7,2.9
"2024_Hyp02_Cont05_B52","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont05",139.54434,137.95566,197.65512,159.14488,58.11078,21.18922,NA,NA,"10.02.24 SKM changed B42 to B52, from error on datasheets and updated phase 1 info",NA,144.1,15.6,"Misnoted on datasheet.  Should be B52 as on shell.",153.5,16.4,NA,9.40000000000001,0.799999999999999
"2024_Hyp02_Cont06_B63","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont06",467.62482,249.77518,659.21622,323.38378,191.5914,73.6086,NA,NA,NA,NA,281.5,24.6,NA,330.7,27.2,NA,49.2,2.6
"2024_Hyp02_Cont06_B64","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp02","Cont06",202.88034,92.61966,237.08178,103.31822,34.20144,10.69856,NA,NA,NA,NA,150,15.5,NA,148.5,16.9,NA,-1.5,1.4
"2024_Hyp02_Hyp01_B3","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp01",607.43904,340.06096,986.98002,502.71998,379.54098,162.65902,NA,NA,NA,NA,309.9,23.1,NA,375.5,24.9,NA,65.6,1.8
"2024_Hyp02_Hyp01_B4","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp01",632.77344,374.72656,833.23188,417.46812,200.45844,42.74156,NA,NA,NA,NA,359.3,23.8,NA,375.3,24.6,NA,16,0.800000000000001
"2024_Hyp02_Hyp02_B15","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp02",184.19622,176.10378,327.17724,191.02276,142.98102,14.91898,NA,NA,NA,NA,198.1,17.4,NA,210,18.1,NA,11.9,0.700000000000003
"2024_Hyp02_Hyp02_B16","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp02",539.1945,371.7055,918.4188,458.4812,379.2243,86.7757,NA,NA,NA,NA,383.9,24,NA,411.4,26,NA,27.5,2
"2024_Hyp02_Hyp03_B27","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp03",296.61762,200.98238,470.47494,282.62506,173.85732,81.64268,NA,NA,NA,NA,190.6,19.6,NA,244.5,19.7,NA,53.9,0.0999999999999979
"2024_Hyp02_Hyp03_B28","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp03",150.94482,113.15518,302.4762,205.1238,151.53138,91.96862,NA,NA,NA,NA,134.8,15.6,NA,210.1,17.8,NA,75.3,2.2
"2024_Hyp02_Hyp04_B39","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp04",419.96448,263.03552,650.50752,339.79248,230.54304,76.75696,NA,NA,NA,NA,257.1,20.6,NA,316.1,22.1,NA,59,1.5
"2024_Hyp02_Hyp04_B40","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp04",136.37754,86.72246,265.74132,143.55868,129.36378,56.83622,NA,NA,NA,NA,128.6,14.5,NA,176.1,17.1,NA,47.5,2.6
"2024_Hyp02_Hyp05_B51","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp05",206.99718,201.10282,292.9758,223.2242,85.97862,22.12138,NA,NA,NA,NA,125.3,13.8,NA,161.5,16.2,NA,36.2,2.4
"2024_Hyp02_Hyp05_B52","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp05",248.79894,96.90106,398.11356,43.88644,149.31462,-53.01462,NA,NA,NA,NA,142.5,16.4,"6/26/25 SKM Manually calculated pre phase 2 data from remeasuring scales and converting from pixels, had to export as jpg, hoping this did not affect scale at all",146.6,15.6,NA,4.09999999999999,-0.799999999999999
"2024_Hyp02_Hyp06_B63","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp06",269.06646,145.03354,386.23806,178.66194,117.1716,33.6284,NA,NA,NA,NA,200.6,18.8,NA,213.3,19.5,NA,12.7,0.699999999999999
"2024_Hyp02_Hyp06_B64","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp02","Hyp06",517.50192,399.29808,810.43092,609.56908,292.929,210.271,NA,NA,NA,NA,329.4,23.5,NA,356.8,26.9,NA,27.4,3.4
"2024_Hyp02_Warm01_B3","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm01",208.58058,141.61942,409.51404,220.28596,200.93346,78.66654,NA,NA,NA,NA,179.1,19.1,NA,201.4,20.5,NA,22.3,1.4
"2024_Hyp02_Warm01_B4","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm01",205.8888,144.2112,375.94596,243.25404,170.05716,99.04284,NA,NA,NA,NA,160.8,16.9,NA,223.4,19.3,NA,62.6,2.4
"2024_Hyp02_Warm02_B15","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm02",741.23634,427.66366,1135.81962,505.98038,394.58328,78.31672,NA,NA,NA,NA,374.4,27.4,NA,405.8,28.2,NA,31.4,0.800000000000001
"2024_Hyp02_Warm02_B16","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm02",322.58538,193.61462,667.4499,329.2501,344.86452,135.63548,NA,NA,NA,NA,170.7,15.8,NA,281,21.7,NA,110.3,5.9
"2024_Hyp02_Warm03_B27","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm03",709.09332,383.60668,1156.40382,508.29618,447.3105,124.6895,NA,NA,NA,NA,382.4,25.8,NA,408.4,27.4,NA,26,1.6
"2024_Hyp02_Warm03_B28","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm03",490.26744,308.13256,891.02598,537.57402,400.75854,229.44146,NA,NA,NA,NA,296.7,21.5,NA,405.5,25.1,NA,108.8,3.6
"2024_Hyp02_Warm04_B39","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm04",203.98872,163.31128,358.21188,223.88812,154.22316,60.57684,NA,NA,NA,NA,181.7,18,NA,246.9,21.1,NA,65.2,3.1
"2024_Hyp02_Warm04_B40","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm04",328.91898,178.98102,455.43264,268.26736,126.51366,89.28634,NA,NA,NA,NA,195.3,17.4,NA,222.7,19.3,NA,27.4,1.9
"2024_Hyp02_Warm05_B51","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm05",334.1442,251.8558,514.81014,339.78986,180.66594,87.93406,NA,NA,NA,NA,246.1,20.4,NA,264.9,20.9,NA,18.8,0.5
"2024_Hyp02_Warm05_B52","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm05",155.69502,110.00498,337.15266,193.74734,181.45764,83.74236,NA,NA,NA,NA,119.3,15.2,NA,200.8,19.9,NA,81.5,4.7
"2024_Hyp02_Warm06_B63","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm06",623.74806,532.45194,955.15368,699.34632,331.40562,166.89438,NA,NA,NA,NA,372.9,26.1,NA,449.4,29.8,NA,76.5,3.7
"2024_Hyp02_Warm06_B64","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp02","Warm06",478.55028,357.64972,792.69684,518.00316,314.14656,160.35344,NA,NA,NA,NA,244.5,23.6,NA,261.9,24.2,NA,17.4,0.599999999999998
"2024_Hyp03_Both01_B5","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both01",498.97614,306.42386,693.73434,388.76566,194.7582,82.3418,NA,NA,NA,NA,262.4,19.7,NA,343,23.2,NA,80.6,3.5
"2024_Hyp03_Both01_B6","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both01",200.66358,139.63642,302.63454,214.56546,101.97096,74.92904,NA,NA,NA,NA,132.8,14,NA,187,17.1,NA,54.2,3.1
"2024_Hyp03_Both02_B17","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both02",906.38496,724.11504,1483.85094,946.94906,577.46598,222.83402,NA,NA,NA,NA,598.3,30.6,NA,653.4,31,NA,55.1,0.399999999999999
"2024_Hyp03_Both02_B18","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both02",567.22068,312.67932,992.52192,384.67808,425.30124,71.99876,NA,NA,NA,NA,216.7,21.7,NA,281.9,22.9,NA,65.2,1.2
"2024_Hyp03_Both03_B29","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both03",161.39526,81.90474,107.55966,121.24034,-53.8356,39.3356,"Y",NA,NA,"1/14/25 SKM Excluded due to negative shell growth, broken shell",152.1,15.4,NA,158,15.6,NA,5.90000000000001,0.199999999999999
"2024_Hyp03_Both03_B30","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both03",313.08498,217.41502,492.16752,295.33248,179.08254,77.91746,NA,NA,NA,NA,208.6,17.9,NA,286,20.8,NA,77.4,2.9
"2024_Hyp03_Both04_B41","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both04",321.95202,168.74798,580.20456,273.69544,258.25254,104.94746,NA,NA,NA,NA,146.4,16.5,NA,245,20.1,NA,98.6,3.6
"2024_Hyp03_Both04_B42","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both04",279.20022,144.29978,491.53416,206.96584,212.33394,62.66606,NA,NA,NA,NA,164.8,15.9,NA,209.2,18.5,NA,44.4,2.6
"2024_Hyp03_Both05_B53","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both05",174.69582,124.90418,396.21348,231.08652,221.51766,106.18234,NA,NA,NA,NA,116.8,14.9,NA,187.6,19.5,NA,70.8,4.6
"2024_Hyp03_Both05_B54","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both05",152.36988,108.43012,282.05034,186.44966,129.68046,78.01954,NA,NA,NA,NA,95,14.4,NA,136.8,17,NA,41.8,2.6
"2024_Hyp03_Both06_B65","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both06",711.31008,572.98992,1375.2297,1191.4703,663.91962,618.48038,NA,NA,NA,NA,379.3,26.5,NA,513.3,32.6,NA,134,6.1
"2024_Hyp03_Both06_B66","Hyp","Ambient","Hyp","Warm","Hyp","Both","Hyp03","Both06",252.5991,132.5009,438.33192,240.76808,185.73282,108.26718,NA,NA,NA,NA,164.6,16.7,NA,203.4,17.9,NA,38.8,1.2
"2024_Hyp03_Cont01_B5","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont01",511.64334,347.05666,1000.43892,524.36108,488.79558,177.30442,NA,NA,NA,NA,233.7,19.4,NA,344.9,24.5,NA,111.2,5.1
"2024_Hyp03_Cont01_B6","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont01",124.50204,99.29796,199.71354,151.28646,75.2115,51.9885,NA,NA,NA,NA,88.6,11.8,NA,133,14.9,NA,44.4,3.1
"2024_Hyp03_Cont02_B17","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont02",476.96688,454.73312,799.98048,567.91952,323.0136,113.1864,NA,NA,NA,NA,386.2,25.1,NA,454.7,26.4,NA,68.5,1.3
"2024_Hyp03_Cont02_B18","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont02",673.94184,443.65816,1476.40896,877.49104,802.46712,433.83288,NA,NA,NA,NA,292.6,21.7,NA,381,25.1,NA,88.4,3.4
"2024_Hyp03_Cont03_B29","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont03",228.53142,158.06858,463.03296,277.56704,234.50154,119.49846,NA,NA,NA,NA,160.3,16.5,NA,304,23.9,NA,143.7,7.4
"2024_Hyp03_Cont03_B30","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont03",192.4299,102.9701,413.15586,242.64414,220.72596,139.67404,NA,NA,NA,NA,136,16.3,NA,215,20.5,NA,79,4.2
"2024_Hyp03_Cont04_B41","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont04",285.0588,245.5412,389.24652,310.25348,104.18772,64.71228,NA,NA,NA,NA,197.6,17.4,NA,233.2,20.3,NA,35.6,2.9
"2024_Hyp03_Cont04_B42","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont04",515.91852,361.38148,842.73228,615.46772,326.81376,254.08624,NA,NA,NA,NA,312,22.6,NA,436.9,27.4,NA,124.9,4.8
"2024_Hyp03_Cont05_B53","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont05",357.57852,233.12148,762.77058,506.62942,405.19206,273.50794,NA,NA,NA,NA,270.3,20.4,NA,446.6,28.8,NA,176.3,8.4
"2024_Hyp03_Cont05_B54","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont05",329.55234,204.34766,618.20616,346.49384,288.65382,142.14618,NA,NA,NA,NA,220.4,18.8,NA,241,23.7,NA,20.6,4.9
"2024_Hyp03_Cont06_B65","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont06",455.90766,295.49234,833.23188,390.46812,377.32422,94.97578,NA,NA,NA,NA,339.8,23.7,NA,425,28.5,NA,85.2,4.8
"2024_Hyp03_Cont06_B66","Hyp","Ambient","Norm","Ambient","Hyp","Cont","Hyp03","Cont06",86.02542,66.47458,143.97786,75.92214,57.95244,9.44756,NA,NA,NA,NA,100.9,13.1,NA,89.6,13.3,NA,-11.3,0.200000000000001
"2024_Hyp03_Hyp01_B5","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp01",183.40452,108.69548,387.50478,196.09522,204.10026,87.39974,NA,NA,NA,NA,143.8,16.1,NA,219.3,19.1,NA,75.5,3
"2024_Hyp03_Hyp01_B6","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp01",692.46762,490.33238,1205.8059,742.4941,513.33828,252.16172,NA,NA,NA,NA,344,25.2,NA,552.4,31.1,NA,208.4,5.9
"2024_Hyp03_Hyp02_B17","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp02",671.09172,429.40828,1146.11172,533.78828,475.02,104.38,NA,NA,NA,NA,419.9,28.4,NA,448.2,28.7,NA,28.3,0.300000000000001
"2024_Hyp03_Hyp02_B18","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp02",682.01718,378.98282,783.98814,377.01186,101.97096,-1.97096,NA,NA,NA,NA,317.6,23.4,NA,317,22.4,NA,-0.600000000000023,-1
"2024_Hyp03_Hyp03_B29","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp03",206.99718,162.00282,397.79688,231.40312,190.7997,69.4003,NA,NA,NA,NA,201.6,18.5,NA,226.2,20,NA,24.6,1.5
"2024_Hyp03_Hyp03_B30","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp03",315.77676,180.52324,497.55108,280.74892,181.77432,100.22568,NA,NA,NA,NA,214.6,20.4,NA,230.8,21.2,NA,16.2,0.800000000000001
"2024_Hyp03_Hyp04_B41","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp04",310.07652,183.72348,486.9423,291.4577,176.86578,107.73422,NA,NA,NA,NA,190.9,19.1,NA,248.5,20.1,NA,57.6,1
"2024_Hyp03_Hyp04_B42","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp04",859.35798,626.84202,1069.15848,668.24152,209.8005,41.3995,NA,NA,NA,NA,444.9,29.6,NA,477.7,30.4,NA,32.8,0.799999999999997
"2024_Hyp03_Hyp05_B53","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp05",367.3956,238.4044,507.84318,314.55682,140.44758,76.15242,NA,NA,NA,NA,189.4,18.8,NA,278.1,22.6,NA,88.7,3.8
"2024_Hyp03_Hyp05_B54","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp05",368.82066,226.87934,529.21908,271.58092,160.39842,44.70158,NA,NA,NA,NA,228.4,19.9,NA,239.8,20.8,NA,11.4,0.900000000000002
"2024_Hyp03_Hyp06_B65","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp06",535.07766,293.12234,823.09812,433.40188,288.02046,140.27954,NA,NA,NA,NA,325.7,23.2,NA,347.7,27.3,NA,22,4.1
"2024_Hyp03_Hyp06_B66","Hyp","Ambient","Hyp","Ambient","Hyp","Hyp","Hyp03","Hyp06",510.6933,248.1067,723.6606,332.4394,212.9673,84.3327,NA,NA,NA,NA,260,20.2,NA,285.4,21.7,NA,25.4,1.5
"2024_Hyp03_Warm01_B5","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp03","Warm01",349.1865,377.9135,549.4866,411.0134,200.3001,33.0999,NA,NA,NA,NA,236.1,21.7,NA,297,23.3,NA,60.9,1.6
"2024_Hyp03_Warm01_B6","Hyp","Ambient","Norm","Warm","Hyp","Warm","Hyp03","Warm01",214.43916,127.06084,401.91372,187.28628,187.47456,60.22544,NA,NA,NA,NA,144.2,17.3,NA,173.8,17.3,NA,29.6,0
