,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_pre,Dry_weight_pre,Notes,Tag,P2Treatment,Shell#,Area_pre_mm2,Feret_pre_mm,NotesShell_Pre
188,7/24/24,2024,Warm,4,Cont,3,G,31,2024_Warm04_Cont03_G31,119.4,334.8,,G31,Cont3,17,153.8,16.7,
580,7/24/24,2024,Warm,4,Hyp,3,G,31,2024_Warm04_Hyp03_G31,158.2,408,,G31,Hyp3,32,150.5,17.2,
898,7/24/24,2024,Warm,4,Warm,3,G,31,2024_Warm04_Warm03_G31,146.4,378.1,,G31,Warm3,43,174.5,17,
317,7/24/24,2024,Warm,4,Both,3,G,32,2024_Warm04_Both03_G32,264.7,593.4,,G32,Both3,18,191.8,17.8,
192,7/24/24,2024,Warm,4,Cont,3,G,32,2024_Warm04_Cont03_G32,224.7,539.5,,G32,Cont3,15,225.3,19.6,
583,7/24/24,2024,Warm,4,Hyp,3,G,32,2024_Warm04_Hyp03_G32,212.4,519,,G32,Hyp3,13,234.4,19.5,
935,7/24/24,2024,Warm,4,Warm,3,G,32,2024_Warm04_Warm03_G32,74.5,216.9,,G32,Warm3,38,107.2,14.5,
1268,7/24/24,2024,Warm,5,Both,3,G,33,2024_Warm05_Both03_G33,306.7,797.1,,G33,Both3,6,259.7,21.1,
196,7/24/24,2024,Warm,5,Cont,3,G,33,2024_Warm05_Cont03_G33,159.9,417.5,,G33,Cont3,37,165.6,17,
586,7/24/24,2024,Warm,5,Hyp,3,G,33,2024_Warm05_Hyp03_G33,273.3,610.9,,G33,Hyp3,31,180.9,17.2,
939,7/24/24,2024,Warm,5,Warm,3,G,33,2024_Warm05_Warm03_G33,195.2,532.7,,G33,Warm3,6,220.8,19.7,
912,7/24/24,2024,Warm,5,Both,3,G,34,2024_Warm05_Both03_G34,111,255.1,,G34,Both3,41,108.3,14.4,
122,7/24/24,2024,Warm,5,Cont,3,G,34,2024_Warm05_Cont03_G34,520.4,1190.1,,G34,Cont3,47,319.5,23.3,
593,7/24/24,2024,Warm,5,Hyp,3,G,34,2024_Warm05_Hyp03_G34,175.3,436.3,,G34,Hyp3,20,148.5,16.5,
943,7/24/24,2024,Warm,5,Warm,3,G,34,2024_Warm05_Warm03_G34,167.5,437.9,,G34,Warm3,26,183.9,17.3,
542,7/24/24,2024,Warm,6,Both,3,G,35,2024_Warm06_Both03_G35,215.8,581.2,,G35,Both3,11,233,20.3,
203,7/24/24,2024,Warm,6,Cont,3,G,35,2024_Warm06_Cont03_G35,226.1,523.1,,G35,Cont3,49,207.8,18.2,
612,7/24/24,2024,Warm,6,Hyp,3,G,35,2024_Warm06_Hyp03_G35,82.6,218.4,,G35,Hyp3,16,100.9,12.5,
945,7/24/24,2024,Warm,6,Warm,3,G,35,2024_Warm06_Warm03_G35,240.3,607.7,,G35,Warm3,17,233.3,21.4,
1282,7/24/24,2024,Warm,6,Both,3,G,36,2024_Warm06_Both03_G36,99,248,,G36,Both3,39,116,14,
113,7/24/24,2024,Warm,6,Cont,3,G,36,2024_Warm06_Cont03_G36,267.4,640.5,,G36,Cont3,14,250.9,20.5,
616,7/24/24,2024,Warm,6,Hyp,3,G,36,2024_Warm06_Hyp03_G36,86,253.6,,G36,Hyp3,40,112.3,13.9,
118,7/24/24,2024,Warm,6,Warm,3,G,36,2024_Warm06_Warm03_G36,237.9,613,,G36,Warm3,33,254,21.2,
1287,7/24/24,2024,Warm,1,Both,4,G,37,2024_Warm01_Both04_G37,226.5,694.9,,G37,Both4,13,228.1,19.8,
213,7/24/24,2024,Warm,1,Cont,4,G,37,2024_Warm01_Cont04_G37,159.6,384.4,,G37,Cont4,18,141.9,14.9,
327,7/24/24,2024,Warm,1,Hyp,4,G,37,2024_Warm01_Hyp04_G37,207.4,543.5,,G37,Hyp4,44,135.5,15.8,
954,7/24/24,2024,Warm,1,Warm,4,G,37,2024_Warm01_Warm04_G37,248.1,589.5,,G37,Warm4,4,240,18.9,
1025,7/24/24,2024,Warm,1,Both,4,G,38,2024_Warm01_Both04_G38,266.6,676.2,,G38,Both4,10,297.6,21,
218,7/24/24,2024,Warm,1,Cont,4,G,38,2024_Warm01_Cont04_G38,122.7,296.2,,G38,Cont4,35,129.2,14.3,
622,7/24/24,2024,Warm,1,Hyp,4,G,38,2024_Warm01_Hyp04_G38,288.4,727.3,,G38,Hyp4,23,209.8,20.7,
959,7/24/24,2024,Warm,1,Warm,4,G,38,2024_Warm01_Warm04_G38,161.1,444.7,,G38,Warm4,43,257.7,19.9,
558,7/24/24,2024,Warm,2,Both,4,G,39,2024_Warm02_Both04_G39,258.1,613.8,,G39,Both4,26,169.8,18.5,
220,7/24/24,2024,Warm,2,Cont,4,G,39,2024_Warm02_Cont04_G39,278.7,755.7,,G39,Cont4,38,276.1,20.9,
628,7/24/24,2024,Warm,2,Hyp,4,G,39,2024_Warm02_Hyp04_G39,153.8,397.2,,G39,Hyp4,11,178,16.9,
354,7/24/24,2024,Warm,2,Warm,4,G,39,2024_Warm02_Warm04_G39,264.8,658.3,,G39,Warm4,5,282.8,21,
1298,7/23/24,2024,Warm,2,Both,1,G,4,2024_Warm02_Both01_G4,103.8,253.2,,G4,Both1,2,104.8,13,
13,7/23/24,2024,Warm,2,Cont,1,G,4,2024_Warm02_Cont01_G4,188.9,354.4,,G4,Cont1,16,142.7,16.3,
443,7/23/24,2024,Warm,2,Hyp,1,G,4,2024_Warm02_Hyp01_G4,262,623.9,,G4,Hyp1,21,207.5,18.7,
789,7/23/24,2024,Warm,2,Warm,1,G,4,2024_Warm02_Warm01_G4,275.3,761.9,,G4,Warm1,14,241.9,20.1,
1159,7/24/24,2024,Warm,2,Both,4,G,40,2024_Warm02_Both04_G40,129.6,315.6,,G40,Both4,36,143.9,14.9,
224,7/24/24,2024,Warm,2,Cont,4,G,40,2024_Warm02_Cont04_G40,269.8,679.1,,G40,Cont4,42,283.7,22.3,
633,7/24/24,2024,Warm,2,Hyp,4,G,40,2024_Warm02_Hyp04_G40,162.1,377.4,,G40,Hyp4,40,147.2,15.9,
315,7/24/24,2024,Warm,2,Warm,4,G,40,2024_Warm02_Warm04_G40,275.2,666.2,,G40,Warm4,10,280.4,20.7,
1303,7/24/24,2024,Warm,3,Both,4,G,41,2024_Warm03_Both04_G41,185.3,437.4,,G41,Both4,38,132.8,16.1,
228,7/24/24,2024,Warm,3,Cont,4,G,41,2024_Warm03_Cont04_G41,209.6,550.1,,G41,Cont4,4,194.5,16.7,
636,7/24/24,2024,Warm,3,Hyp,4,G,41,2024_Warm03_Hyp04_G41,303.2,869,,G41,Hyp4,24,343,25.5,
972,7/24/24,2024,Warm,3,Warm,4,G,41,2024_Warm03_Warm04_G41,148.2,380,,G41,Warm4,28,174.7,16.6,
320,7/24/24,2024,Warm,3,Both,4,G,42,2024_Warm03_Both04_G42,127.8,303.8,,G42,Both4,37,131.3,14.5,
147,7/24/24,2024,Warm,3,Cont,4,G,42,2024_Warm03_Cont04_G42,281.5,730.7,,G42,Cont4,19,278.8,20.8,
640,7/24/24,2024,Warm,3,Hyp,4,G,42,2024_Warm03_Hyp04_G42,197.9,461.5,,G42,Hyp4,13,192.3,18.7,
974,7/24/24,2024,Warm,3,Warm,4,G,42,2024_Warm03_Warm04_G42,155.2,417.5,,G42,Warm4,17,165.7,16.9,
1309,7/24/24,2024,Warm,4,Both,4,G,43,2024_Warm04_Both04_G43,145.5,422.6,,G43,Both4,40,187.4,18,
236,7/24/24,2024,Warm,4,Cont,4,G,43,2024_Warm04_Cont04_G43,254.2,737.9,,G43,Cont4,8,325.4,23.2,
645,7/24/24,2024,Warm,4,Hyp,4,G,43,2024_Warm04_Hyp04_G43,132.6,315.1,,G43,Hyp4,30,148.4,15.4,
176,7/24/24,2024,Warm,4,Warm,4,G,43,2024_Warm04_Warm04_G43,326.4,866.4,,G43,Warm4,30,318.5,23.7,
1315,7/24/24,2024,Warm,4,Both,4,G,44,2024_Warm04_Both04_G44,177,475.8,,G44,Both4,25,171.7,17.5,
241,7/24/24,2024,Warm,4,Cont,4,G,44,2024_Warm04_Cont04_G44,213,538.5,,G44,Cont4,20,209.2,18.8,
649,7/24/24,2024,Warm,4,Hyp,4,G,44,2024_Warm04_Hyp04_G44,207.1,540.2,,G44,Hyp4,3,189.3,17.4,
930,7/24/24,2024,Warm,4,Warm,4,G,44,2024_Warm04_Warm04_G44,179.4,490.3,,G44,Warm4,21,209.6,18.8,
690,7/24/24,2024,Warm,5,Both,4,G,45,2024_Warm05_Both04_G45,134.3,330.9,,G45,Both4,44,102.8,14.4,
245,7/24/24,2024,Warm,5,Cont,4,G,45,2024_Warm05_Cont04_G45,226.3,592.9,,G45,Cont4,30,224.7,19.4,
651,7/24/24,2024,Warm,5,Hyp,4,G,45,2024_Warm05_Hyp04_G45,233.2,647.3,,G45,Hyp4,28,222.1,19.8,
988,7/24/24,2024,Warm,5,Warm,4,G,45,2024_Warm05_Warm04_G45,184.2,433.7,,G45,Warm4,46,183.5,17.3,
1322,7/24/24,2024,Warm,5,Both,4,G,46,2024_Warm05_Both04_G46,443.4,1055.7,,G46,Both4,9,338.7,23,
250,7/24/24,2024,Warm,5,Cont,4,G,46,2024_Warm05_Cont04_G46,159.2,381.2,,G46,Cont4,40,148,15.2,
322,7/24/24,2024,Warm,5,Hyp,4,G,46,2024_Warm05_Hyp04_G46,105.4,255.7,,G46,Hyp4,48,117.7,14,
124,7/24/24,2024,Warm,5,Warm,4,G,46,2024_Warm05_Warm04_G46,217.3,524.4,,G46,Warm4,37,225.3,18.2,
1327,7/24/24,2024,Warm,6,Both,4,G,47,2024_Warm06_Both04_G47,134,352.7,,G47,Both4,20,121.7,14.1,
253,7/24/24,2024,Warm,6,Cont,4,G,47,2024_Warm06_Cont04_G47,126.1,300,,G47,Cont4,33,115.3,13.3,
146,7/24/24,2024,Warm,6,Hyp,4,G,47,2024_Warm06_Hyp04_G47,130.8,335.3,,G47,Hyp4,34,151.5,17.2,
994,7/24/24,2024,Warm,6,Warm,4,G,47,2024_Warm06_Warm04_G47,268,650.9,,G47,Warm4,36,245.8,19.7,
1141,7/24/24,2024,Warm,6,Both,4,G,48,2024_Warm06_Both04_G48,228.3,554.9,,G48,Both4,15,197.7,18,
256,7/24/24,2024,Warm,6,Cont,4,G,48,2024_Warm06_Cont04_G48,145,425.2,,G48,Cont4,21,185,17.9,
664,7/24/24,2024,Warm,6,Hyp,4,G,48,2024_Warm06_Hyp04_G48,152,404.8,,G48,Hyp4,33,171.4,16.9,
366,7/24/24,2024,Warm,6,Warm,4,G,48,2024_Warm06_Warm04_G48,110.2,260.3,,G48,Warm4,8,132.3,14.9,
134,7/25/24,2024,Warm,1,Both,5,G,49,2024_Warm01_Both05_G49,227.4,595.3,,G49,Both5,15,225.9,20,
261,7/25/24,2024,Warm,1,Cont,5,G,49,2024_Warm01_Cont05_G49,110.5,286.6,,G49,Cont5,44,143.6,15.3,
667,7/25/24,2024,Warm,1,Hyp,5,G,49,2024_Warm01_Hyp05_G49,220.8,538.9,,G49,Hyp5,46,212.6,20.1,
925,7/23/24,2024,Warm,3,Both,1,G,5,2024_Warm03_Both01_G5,134.8,342.2,,G5,Both1,41,122.1,13.9,
18,7/23/24,2024,Warm,3,Cont,1,G,5,2024_Warm03_Cont01_G5,224.3,523.3,,G5,Cont1,27,187.5,18.3,
447,7/23/24,2024,Warm,3,Hyp,1,G,5,2024_Warm03_Hyp01_G5,179.8,524.9,,G5,Hyp1,29,194.8,18.2,
795,7/23/24,2024,Warm,3,Warm,1,G,5,2024_Warm03_Warm01_G5,137.2,423.8,,G5,Warm1,41,183.4,16.6,
1160,7/25/24,2024,Warm,1,Both,5,G,50,2024_Warm01_Both05_G50,211.6,539.9,,G50,Both5,31,150.6,19,
264,7/25/24,2024,Warm,1,Cont,5,G,50,2024_Warm01_Cont05_G50,453.3,1025,,G50,Cont5,9,340.7,23.8,
673,7/25/24,2024,Warm,1,Hyp,5,G,50,2024_Warm01_Hyp05_G50,219.9,580.7,,G50,Hyp5,16,225.9,22.2,
1007,7/25/24,2024,Warm,1,Warm,5,G,50,2024_Warm01_Warm05_G50,213.6,588.4,,G50,Warm5,27,253.2,21.2,
1341,7/25/24,2024,Warm,2,Both,5,G,51,2024_Warm02_Both05_G51,233.1,620.1,,G51,Both5,43,271.6,22.8,
270,7/25/24,2024,Warm,2,Cont,5,G,51,2024_Warm02_Cont05_G51,149.3,392.3,,G51,Cont5,19,193.1,18.2,
346,7/25/24,2024,Warm,2,Hyp,5,G,51,2024_Warm02_Hyp05_G51,253.8,592.3,,G51,Hyp5,25,198.9,17.6,
1012,7/25/24,2024,Warm,2,Warm,5,G,51,2024_Warm02_Warm05_G51,222.1,576.1,,G51,Warm5,9,214.5,19.3,
1346,7/25/24,2024,Warm,2,Both,5,G,52,2024_Warm02_Both05_G52,174.9,423.6,,G52,Both5,4,182.2,17.1,
271,7/25/24,2024,Warm,2,Cont,5,G,52,2024_Warm02_Cont05_G52,328.5,910.2,,G52,Cont5,17,312.3,23.7,
681,7/25/24,2024,Warm,2,Hyp,5,G,52,2024_Warm02_Hyp05_G52,297.8,811.3,,G52,Hyp5,43,318.7,24.2,
1016,7/25/24,2024,Warm,2,Warm,5,G,52,2024_Warm02_Warm05_G52,136.3,333.4,,G52,Warm5,3,151.5,17.1,
1349,7/25/24,2024,Warm,3,Both,5,G,53,2024_Warm03_Both05_G53,176.8,479.9,,G53,Both5,39,220.3,19.8,
278,7/25/24,2024,Warm,3,Cont,5,G,53,2024_Warm03_Cont05_G53,169.3,495.9,,G53,Cont5,20,177.1,16.5,
699,7/25/24,2024,Warm,3,Hyp,5,G,53,2024_Warm03_Hyp05_G53,343.6,1022.7,,G53,Hyp5,8,384.2,24.6,
1045,7/25/24,2024,Warm,3,Warm,5,G,53,2024_Warm03_Warm05_G53,243.1,593.9,,G53,Warm5,2,232.4,20.6,
1023,7/25/24,2024,Warm,3,Cont,5,G,54,2024_Warm03_Cont05_G54,185.6,440,,G54,Cont5,7,178.4,16.7,
548,7/25/24,2024,Warm,3,Hyp,5,G,54,2024_Warm03_Hyp05_G54,161.9,418.8,,G54,Hyp5,11,172,17.1,
1046,7/25/24,2024,Warm,3,Warm,5,G,54,2024_Warm03_Warm05_G54,202,563.9,,G54,Warm5,21,245,21.5,
1357,7/25/24,2024,Warm,4,Both,5,G,55,2024_Warm04_Both05_G55,249,646.1,,G55,Both5,34,225.9,19.1,
286,7/25/24,2024,Warm,4,Cont,5,G,55,2024_Warm04_Cont05_G55,165.9,492.8,,G55,Cont5,26,193.6,18.8,
694,7/25/24,2024,Warm,4,Hyp,5,G,55,2024_Warm04_Hyp05_G55,168.1,407.7,,G55,Hyp5,28,142.2,16.1,
1050,7/25/24,2024,Warm,4,Warm,5,G,55,2024_Warm04_Warm05_G55,326.9,842.3,,G55,Warm5,1,197.9,17.9,
1363,7/25/24,2024,Warm,4,Both,5,G,56,2024_Warm04_Both05_G56,113.5,309.3,,G56,Both5,21,138.5,14.5,
159,7/25/24,2024,Warm,4,Cont,5,G,56,2024_Warm04_Cont05_G56,147.2,420,,G56,Cont5,25,186.7,17.1,
710,7/25/24,2024,Warm,4,Hyp,5,G,56,2024_Warm04_Hyp05_G56,116.5,342.5,,G56,Hyp5,48,172.8,17.9,
1055,7/25/24,2024,Warm,4,Warm,5,G,56,2024_Warm04_Warm05_G56,344.7,819.3,,G56,Warm5,43,365.4,26.6,
1366,7/25/24,2024,Warm,5,Both,5,G,57,2024_Warm05_Both05_G57,378.3,966.1,,G57,Both5,1,466.1,27.5,
294,7/25/24,2024,Warm,5,Cont,5,G,57,2024_Warm05_Cont05_G57,93.2,217.1,,G57,Cont5,40,115.9,14.3,
713,7/25/24,2024,Warm,5,Hyp,5,G,57,2024_Warm05_Hyp05_G57,111.9,295.8,,G57,Hyp5,42,151.2,15.6,
1058,7/25/24,2024,Warm,5,Warm,5,G,57,2024_Warm05_Warm05_G57,190.3,463.4,,G57,Warm5,46,163.5,17.7,
1367,7/25/24,2024,Warm,5,Both,5,G,58,2024_Warm05_Both05_G58,173.8,429.1,,G58,Both5,47,147.7,17.2,
372,7/25/24,2024,Warm,5,Cont,5,G,58,2024_Warm05_Cont05_G58,189.6,489.9,pretty wet during dry weight,G58,Cont5,4,192.6,18.7,
689,7/25/24,2024,Warm,5,Hyp,5,G,58,2024_Warm05_Hyp05_G58,235.3,610.7,,G58,Hyp5,21,231.9,20.7,
1063,7/25/24,2024,Warm,5,Warm,5,G,58,2024_Warm05_Warm05_G58,166,482.9,,G58,Warm5,28,246.7,20.1,
601,7/25/24,2024,Warm,6,Both,5,G,59,2024_Warm06_Both05_G59,155.4,371.1,,G59,Both5,18,158.2,15.9,
309,7/25/24,2024,Warm,6,Cont,5,G,59,2024_Warm06_Cont05_G59,224,529.3,,G59,Cont5,33,183.3,17.4,
724,7/25/24,2024,Warm,6,Hyp,5,G,59,2024_Warm06_Hyp05_G59,225.1,666.1,,G59,Hyp5,2,289.6,22.2,
1068,7/23/24,2024,Warm,3,Both,1,G,6,2024_Warm03_Both01_G6,132.8,330.8,,G6,Both1,20,120,13.8,
21,7/23/24,2024,Warm,3,Cont,1,G,6,2024_Warm03_Cont01_G6,133.4,361,,G6,Cont1,33,139.9,15.6,
452,7/23/24,2024,Warm,3,Hyp,1,G,6,2024_Warm03_Hyp01_G6,327.3,1027.6,,G6,Hyp1,27,302,23.4,
799,7/23/24,2024,Warm,3,Warm,1,G,6,2024_Warm03_Warm01_G6,377.4,948.8,,G6,Warm1,43,317.2,23.6,
1167,7/25/24,2024,Warm,6,Both,5,G,60,2024_Warm06_Both05_G60,161.9,420.3,,G60,Both5,14,163.4,16.6,
379,7/25/24,2024,Warm,6,Cont,5,G,60,2024_Warm06_Cont05_G60,139,329,,G60,Cont5,32,122.9,14,
726,7/25/24,2024,Warm,6,Hyp,5,G,60,2024_Warm06_Hyp05_G60,504,1158.1,,G60,Hyp5,7,348.6,23.1,
1073,7/25/24,2024,Warm,6,Warm,5,G,60,2024_Warm06_Warm05_G60,253.7,624.9,,G60,Warm5,41,196.4,21.2,
1382,7/26/24,2024,Warm,1,Both,6,G,61,2024_Warm01_Both06_G61,505.7,1103.4,,G61,Both6,27,330.8,22.8,
385,7/25/24,2024,Warm,1,Cont,6,G,61,2024_Warm01_Cont06_G61,186.6,463.9,,G61,Cont6,33,232.7,18.8,
732,7/26/24,2024,Warm,1,Hyp,6,G,61,2024_Warm01_Hyp06_G61,196,476.6,,G61,Hyp6,5,153.4,17.2,
1075,7/25/24,2024,Warm,1,Warm,6,G,61,2024_Warm01_Warm06_G61,223.3,652.2,,G61,Warm6,31,220.9,18.9,
1142,7/26/24,2024,Warm,1,Both,6,G,62,2024_Warm01_Both06_G62,171.7,466.5,,G62,Both6,47,218.9,20.4,
386,7/25/24,2024,Warm,1,Cont,6,G,62,2024_Warm01_Cont06_G62,171.1,439.7,,G62,Cont6,20,170.9,17.3,
546,7/26/24,2024,Warm,1,Hyp,6,G,62,2024_Warm01_Hyp06_G62,307,788.6,,G62,Hyp6,25,232.2,23.7,
1081,7/25/24,2024,Warm,1,Warm,6,G,62,2024_Warm01_Warm06_G62,339.1,966.1,,G62,Warm6,20,388.2,24.4,
1389,7/26/24,2024,Warm,2,Both,6,G,63,2024_Warm02_Both06_G63,127.8,307.2,,G63,Both6,46,120.2,15.2,
391,7/25/24,2024,Warm,2,Cont,6,G,63,2024_Warm02_Cont06_G63,403.6,1029.8,,G63,Cont6,4,433.9,26.5,
740,7/26/24,2024,Warm,2,Hyp,6,G,63,2024_Warm02_Hyp06_G63,225.5,516,,G63,Hyp6,39,210.5,18.9,
1083,7/25/24,2024,Warm,2,Warm,6,G,63,2024_Warm02_Warm06_G63,289.6,803.4,,G63,Warm6,11,271.7,20.6,
394,7/25/24,2024,Warm,2,Cont,6,G,64,2024_Warm02_Cont06_G64,722.3,1839.5,,G64,Cont6,1,670.3,40.3,
744,7/26/24,2024,Warm,2,Hyp,6,G,64,2024_Warm02_Hyp06_G64,193.3,459.4,,G64,Hyp6,4,237.1,19.1,
1392,7/26/24,2024,Warm,2,Both,6,G,64,2024_Warm02_Both06_G64,95.9,238.1,,G64,Both6,42,107.6,13.5,
1396,7/25/24,2024,Warm,2,Warm,6,G,64,2024_Warm02_Warm06_G64,158.4,407.7,,G64,Warm6,48,163.9,16.4,
1087,7/26/24,2024,Warm,3,Both,6,G,65,2024_Warm03_Both06_G65,175.1,419.3,,G65,Both6,19,178.9,18.1,
400,7/25/24,2024,Warm,3,Cont,6,G,65,2024_Warm03_Cont06_G65,325,845.4,,G65,Cont6,30,326.4,23.5,
748,7/26/24,2024,Warm,3,Hyp,6,G,65,2024_Warm03_Hyp06_G65,144,376.8,,G65,Hyp6,35,186.3,18.3,
1091,7/25/24,2024,Warm,3,Warm,6,G,65,2024_Warm03_Warm06_G65,433.8,1098.4,,G65,Warm6,14,321.6,22.4,
1414,7/26/24,2024,Warm,3,Both,6,G,66,2024_Warm03_Both06_G66,135.6,346.3,,G66,Both6,21,195.6,17.8,
402,7/25/24,2024,Warm,3,Cont,6,G,66,2024_Warm03_Cont06_G66,250.7,616.7,,G66,Cont6,27,206.6,17.9,
752,7/26/24,2024,Warm,3,Hyp,6,G,66,2024_Warm03_Hyp06_G66,103.1,289.5,,G66,Hyp6,31,132,15.8,
1094,7/25/24,2024,Warm,3,Warm,6,G,66,2024_Warm03_Warm06_G66,359.7,1021.4,,G66,Warm6,8,401.4,26.6,
1418,7/26/24,2024,Warm,4,Both,6,G,67,2024_Warm04_Both06_G67,101.4,266.4,,G67,Both6,23,136.6,14.2,
407,7/25/24,2024,Warm,4,Cont,6,G,67,2024_Warm04_Cont06_G67,144.7,367,,G67,Cont6,15,183,18,
302,7/26/24,2024,Warm,4,Hyp,6,G,67,2024_Warm04_Hyp06_G67,186.4,469.4,,G67,Hyp6,32,167.8,18.6,
1099,7/25/24,2024,Warm,4,Warm,6,G,67,2024_Warm04_Warm06_G67,198.5,535.3,,G67,Warm6,38,217.3,18.5,
919,7/26/24,2024,Warm,4,Both,6,G,68,2024_Warm04_Both06_G68,118.8,324.2,,G68,Both6,12,150.6,16,
410,7/25/24,2024,Warm,4,Cont,6,G,68,2024_Warm04_Cont06_G68,167.6,400,,G68,Cont6,32,161.3,17.1,
359,7/26/24,2024,Warm,4,Hyp,6,G,68,2024_Warm04_Hyp06_G68,229.8,643.7,,G68,Hyp6,26,295.2,22,
1104,7/25/24,2024,Warm,4,Warm,6,G,68,2024_Warm04_Warm06_G68,235.9,609.4,,G68,Warm6,4,249.2,20,
1423,7/26/24,2024,Warm,5,Both,6,G,69,2024_Warm05_Both06_G69,199.2,453.4,,G69,Both6,7,204.5,17.6,
416,7/25/24,2024,Warm,5,Cont,6,G,69,2024_Warm05_Cont06_G69,204.8,523.4,,G69,Cont6,28,251.6,20.9,
763,7/26/24,2024,Warm,5,Hyp,6,G,69,2024_Warm05_Hyp06_G69,82.4,209.8,,G69,Hyp6,48,120.4,14.2,
1106,7/25/24,2024,Warm,5,Warm,6,G,69,2024_Warm05_Warm06_G69,144.5,363.2,,G69,Warm6,44,194.2,18.1,
296,7/23/24,2024,Warm,4,Both,1,G,7,2024_Warm04_Both01_G7,317.7,741.1,,G7,Both1,21,248.8,20.7,
28,7/23/24,2024,Warm,4,Cont,1,G,7,2024_Warm04_Cont01_G7,397.3,942,,G7,Cont1,8,273.4,20.1,
457,7/23/24,2024,Warm,4,Hyp,1,G,7,2024_Warm04_Hyp01_G7,306.8,783.9,,G7,Hyp1,4,308,22.6,
804,7/23/24,2024,Warm,4,Warm,1,G,7,2024_Warm04_Warm01_G7,326.4,724.4,,G7,Warm1,28,232.2,18.9,
1171,7/26/24,2024,Warm,5,Both,6,G,70,2024_Warm05_Both06_G70,229.9,600.4,,G70,Both6,41,226.5,21,
420,7/25/24,2024,Warm,5,Cont,6,G,70,2024_Warm05_Cont06_G70,133.7,310.5,,G70,Cont6,22,113.7,13.8,
161,7/26/24,2024,Warm,5,Hyp,6,G,70,2024_Warm05_Hyp06_G70,206.7,542.8,,G70,Hyp6,10,226.1,20.4,
1112,7/25/24,2024,Warm,5,Warm,6,G,70,2024_Warm05_Warm06_G70,122.1,319.9,,G70,Warm6,40,141.5,16,
1431,7/26/24,2024,Warm,6,Both,6,G,71,2024_Warm06_Both06_G71,179.2,431,,G71,Both6,44,190.1,17.7,
423,7/25/24,2024,Warm,6,Cont,6,G,71,2024_Warm06_Cont06_G71,200.9,472.5,,G71,Cont6,39,182.9,17.5,
772,7/26/24,2024,Warm,6,Hyp,6,G,71,2024_Warm06_Hyp06_G71,264,618.7,,G71,Hyp6,27,193.6,17.8,
1116,7/25/24,2024,Warm,6,Warm,6,G,71,2024_Warm06_Warm06_G71,195.6,440.5,,G71,Warm6,26,178.2,17.4,
552,7/26/24,2024,Warm,6,Both,6,G,72,2024_Warm06_Both06_G72,261.9,603.9,,G72,Both6,32,234.6,19.3,
428,7/25/24,2024,Warm,6,Cont,6,G,72,2024_Warm06_Cont06_G72,262,601.1,,G72,Cont6,26,240.4,20.2,
775,7/26/24,2024,Warm,6,Hyp,6,G,72,2024_Warm06_Hyp06_G72,132.1,312.8,,G72,Hyp6,36,149,15.6,
1119,7/25/24,2024,Warm,6,Warm,6,G,72,2024_Warm06_Warm06_G72,357.5,911.5,,G72,Warm6,13,354.6,24.4,
1441,7/23/24,2024,Warm,4,Both,1,G,8,2024_Warm04_Both01_G8,261.5,626.8,,G8,Both1,18,201.4,17.6,
32,7/23/24,2024,Warm,4,Cont,1,G,8,2024_Warm04_Cont01_G8,141.1,332.5,,G8,Cont1,11,129.4,15.4,
458,7/23/24,2024,Warm,4,Hyp,1,G,8,2024_Warm04_Hyp01_G8,552.8,1319.5,,G8,Hyp1,6,365.8,24.2,
808,7/23/24,2024,Warm,4,Warm,1,G,8,2024_Warm04_Warm01_G8,165.5,502.9,,G8,Warm1,32,213,18.6,
210,7/23/24,2024,Warm,5,Both,1,G,9,2024_Warm05_Both01_G9,311.6,726.6,,G9,Both1,32,197,17.3,
34,7/23/24,2024,Warm,5,Cont,1,G,9,2024_Warm05_Cont01_G9,619.8,1525.5,,G9,Cont1,6,387,26,
465,7/23/24,2024,Warm,5,Hyp,1,G,9,2024_Warm05_Hyp01_G9,152.4,396,,G9,Hyp1,46,127.2,14.9,
351,7/23/24,2024,Warm,5,Warm,1,G,9,2024_Warm05_Warm01_G9,554.3,1428.2,,G9,Warm1,6,347.4,23.8,
1179,7/23/24,2024,Both,1,Both,1,O,1,2024_Both01_Both01_O1,210.7,630.3,,O1,Both1,15,256.9,21.5,
3,7/23/24,2024,Both,1,Cont,1,O,1,2024_Both01_Cont01_O1,303.3,783.2,,O1,Cont1,7,243.4,21.2,
432,7/23/24,2024,Both,1,Hyp,1,O,1,2024_Both01_Hyp01_O1,451.2,943.7,,O1,Hyp1,15,263.4,20.4,
779,7/23/24,2024,Both,1,Warm,1,O,1,2024_Both01_Warm01_O1,123.2,366.1,,O1,Warm1,26,137.3,15.1,
300,7/23/24,2024,Both,5,Both,1,O,10,2024_Both05_Both01_O10,138.7,345.3,,O10,Both1,28,146.8,16.5,
38,7/23/24,2024,Both,5,Cont,1,O,10,2024_Both05_Cont01_O10,406.2,939,,O10,Cont1,5,262.5,19.6,
469,7/23/24,2024,Both,5,Hyp,1,O,10,2024_Both05_Hyp01_O10,175.5,463.4,,O10,Hyp1,47,208,18.6,
815,7/23/24,2024,Both,5,Warm,1,O,10,2024_Both05_Warm01_O10,86,209.7,,O10,Warm1,9,128.3,14.7,
